query	reference	ani	ani_uniform	af_query	af_reference	std_err
DTUY01000001.1	PWXL01000049.1	NaN	NaN	0.0000	0.0000	NaN
DGUN01000065.1	JAADFF010000004.1	NaN	NaN	0.0000	0.0000	NaN
JACRGN010000130.1	VGJU01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAEUKE010000255.1	VGJU01000001.1	NaN	NaN	0.0000	0.0000	NaN
DMVM01000049.1	WFPH01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAHIZN010000203.1	DUTA01000020.1	NaN	NaN	0.0000	0.0000	NaN
JABGOS010000139.1	NZ_CP012200.1	NaN	NaN	0.0000	0.0000	NaN
JAFYHD010000007.1	DUCH01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFGSM010000189.1	PWOA01000062.1	NaN	NaN	0.0000	0.0000	NaN
NBMB01000001.1	QMUK01000001.1	NaN	NaN	0.0000	0.0000	NaN
MNUO01000111.1	QMUK01000001.1	NaN	NaN	0.0000	0.0000	NaN
DUFR01000024.1	PNBI01000125.1	NaN	NaN	0.0000	0.0000	NaN
JACIXR010000001.1	VXOR01000039.1	NaN	NaN	0.0000	0.0000	NaN
NZ_PEQY01000001.1	VXOR01000039.1	NaN	NaN	0.0000	0.0000	NaN
BGZN01000001.1	DBYV01000039.1	NaN	NaN	0.0000	0.0000	NaN
SXUJ01000028.1	DFBN01000120.1	NaN	NaN	0.0000	0.0000	NaN
DKQR01000152.1	JAFEBA010000100.1	NaN	NaN	0.0000	0.0000	NaN
JACPQY010000001.1	JAFQHB010000031.1	NaN	NaN	0.0000	0.0000	NaN
OMIG01000001.1	SFMP01000075.1	NaN	NaN	0.0000	0.0000	NaN
PFAC01000016.1	JAABPW010000011.1	NaN	NaN	0.0000	0.0000	NaN
NZ_CP019436.1	BEHV01000001.1	NaN	NaN	0.0000	0.0000	NaN
DF820462.1	BEHV01000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_JMKI01000001.1	PWIB01000062.1	NaN	NaN	0.0000	0.0000	NaN
DVAE01000017.1	CAIVRH010000001.1	NaN	NaN	0.0000	0.0000	NaN
DTLP01000055.1	JAAYZI010000010.1	NaN	NaN	0.0000	0.0000	NaN
DSNN01000260.1	WANV01000001.1	NaN	NaN	0.0000	0.0000	NaN
MGFH01000001.1	NYWO01000001.1	NaN	NaN	0.0000	0.0000	NaN
PMZC01000177.1	JAFGIQ010000229.1	NaN	NaN	0.0000	0.0000	NaN
QNDJ01000001.1	JAFGIQ010000229.1	NaN	NaN	0.0000	0.0000	NaN
NZ_JAAIYA010000100.1	JAFGIQ010000229.1	NaN	NaN	0.0000	0.0000	NaN
DVDZ01000194.1	JACQWU010000025.1	NaN	NaN	0.0000	0.0000	NaN
JACQWU010000025.1	NZ_QLOE01000004.1	NaN	NaN	0.0000	0.0000	NaN
SLNR01000034.1	SOIB01000044.1	NaN	NaN	0.0000	0.0000	NaN
JACRMU010000057.1	JAFUQR010000002.1	NaN	NaN	0.0000	0.0000	NaN
QKDR01000024.1	NZ_JABBJJ010000100.1	NaN	NaN	0.0000	0.0000	NaN
DSNN01000260.1	NZ_JMFO01000001.1	NaN	NaN	0.0000	0.0000	NaN
PLZG01000045.1	URHJ01000001.1	NaN	NaN	0.0000	0.0000	NaN
RFKT01000208.1	MNEW01000056.1	NaN	NaN	0.0000	0.0000	NaN
PWGE01000411.1	JAAYHE010000037.1	NaN	NaN	0.0000	0.0000	NaN
NZ_JAFN01000001.1	JAAYHE010000037.1	NaN	NaN	0.0000	0.0000	NaN
JAAYCL010000014.1	NZ_LWDV01000001.1	NaN	NaN	0.0000	0.0000	NaN
DF820462.1	CADEFK010000001.1	NaN	NaN	0.0000	0.0000	NaN
QIFJ01000092.1	CADEFK010000001.1	NaN	NaN	0.0000	0.0000	NaN
DOZO01000035.1	MFFN01000001.1	NaN	NaN	0.0000	0.0000	NaN
QLUP01000001.1	JABGVH010000049.1	NaN	NaN	0.0000	0.0000	NaN
JAHIYG010000009.1	JAGCUA010000038.1	NaN	NaN	0.0000	0.0000	NaN
JAADHR010000212.1	JAHJOY010000040.1	NaN	NaN	0.0000	0.0000	NaN
VBOS01000516.1	CADCWP010000001.1	NaN	NaN	0.0000	0.0000	NaN
PMZC01000177.1	NZ_GL878519.1	NaN	NaN	0.0000	0.0000	NaN
JACPWU010000053.1	NC_015636.1	NaN	NaN	0.0000	0.0000	NaN
JAFGBU010000042.1	JADDUK010000010.1	NaN	NaN	0.0000	0.0000	NaN
JAFGSY010000041.1	JAFYIM010000058.1	NaN	NaN	0.0000	0.0000	NaN
KI932679.1	JAHDQM010000002.1	NaN	NaN	0.0000	0.0000	NaN
PWXJ01000051.1	JAGVVX010000017.1	NaN	NaN	0.0000	0.0000	NaN
WHTF01000100.1	MVZB01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACQOF010000031.1	DMMY01000024.1	NaN	NaN	0.0000	0.0000	NaN
LJUY01000065.1	NZ_AOLP01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAGOEH010000063.1	JAGOOK010000059.1	NaN	NaN	0.0000	0.0000	NaN
QNVD01000001.1	JAFCEW010000003.1	NaN	NaN	0.0000	0.0000	NaN
VGXW01000001.1	JAFCFF010000047.1	NaN	NaN	0.0000	0.0000	NaN
DNJG01000098.1	DHON01000015.1	NaN	NaN	0.0000	0.0000	NaN
QIEW01000280.1	JAFXXX010000016.1	NaN	NaN	0.0000	0.0000	NaN
PEWF01000040.1	DTJC01000049.1	NaN	NaN	0.0000	0.0000	NaN
SHZE01000033.1	DTIC01000084.1	NaN	NaN	0.0000	0.0000	NaN
SFKX01000043.1	WJOT01000031.1	NaN	NaN	0.0000	0.0000	NaN
CAIJMQ010000001.1	JABSRP010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAAYJI010000096.1	NC_003551.1	NaN	NaN	0.0000	0.0000	NaN
WGMQ01000102.1	JAEUJY010000119.1	NaN	NaN	0.0000	0.0000	NaN
QMPS01000001.1	NZHD01000109.1	NaN	NaN	0.0000	0.0000	NaN
DLMW01000035.1	LBON01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACIXQ010000001.1	QCPW01000001.1	NaN	NaN	0.0000	0.0000	NaN
RFFU01000109.1	JACQJF010000035.1	NaN	NaN	0.0000	0.0000	NaN
JAGCUA010000038.1	MTMT01000051.1	NaN	NaN	0.0000	0.0000	NaN
CAIYQO010000001.1	MNYV01000078.1	NaN	NaN	0.0000	0.0000	NaN
NC_015636.1	MNYV01000078.1	NaN	NaN	0.0000	0.0000	NaN
JAFZXZ010000019.1	MNYV01000078.1	NaN	NaN	0.0000	0.0000	NaN
DSCS01000018.1	JACCLI010000077.1	NaN	NaN	0.0000	0.0000	NaN
PWFW01000074.1	CP025734.1	NaN	NaN	0.0000	0.0000	NaN
WAKV01000001.1	CADBPS010000001.1	NaN	NaN	0.0000	0.0000	NaN
JACVGT010000018.1	LJUX01000048.1	NaN	NaN	0.0000	0.0000	NaN
NZ_AP022321.1	PBTU01000008.1	NaN	NaN	0.0000	0.0000	NaN
JACPQY010000001.1	VBOD01000023.1	NaN	NaN	0.0000	0.0000	NaN
CABMCD010000001.1	JACQHN010000109.1	NaN	NaN	0.0000	0.0000	NaN
QLUP01000001.1	NC_012881.1	NaN	NaN	0.0000	0.0000	NaN
JADQBV010000397.1	NC_012881.1	NaN	NaN	0.0000	0.0000	NaN
CAJOMF010000001.1	JADFZZ010000010.1	NaN	NaN	0.0000	0.0000	NaN
JADHWT010000034.1	SUVT01000054.1	NaN	NaN	0.0000	0.0000	NaN
DSSU01000119.1	RFNT01000099.1	NaN	NaN	0.0000	0.0000	NaN
JAGHSB010000025.1	VBIQ01000004.1	NaN	NaN	0.0000	0.0000	NaN
JAFGJC010000356.1	JAFZAL010000032.1	NaN	NaN	0.0000	0.0000	NaN
JAADIA010000029.1	JAHJQN010000003.1	NaN	NaN	0.0000	0.0000	NaN
JAGOEH010000063.1	USHI01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACQOV010000029.1	CAITUV010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFGTC010000211.1	CACKGC010000001.1	NaN	NaN	0.0000	0.0000	NaN
DVAE01000017.1	VGJA01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAGOEH010000063.1	CAINDZ010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFGBW010000219.1	CAINDZ010000001.1	NaN	NaN	0.0000	0.0000	NaN
MWDD01000001.1	SFQY01000068.1	NaN	NaN	0.0000	0.0000	NaN
DVAE01000017.1	VSIX01000173.1	NaN	NaN	0.0000	0.0000	NaN
LT599018.1	VSIX01000173.1	NaN	NaN	0.0000	0.0000	NaN
PUNC01000207.1	NZ_BCVR01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACRDM010000042.1	NC_013943.1	NaN	NaN	0.0000	0.0000	NaN
JACQPB010000017.1	JAADIO010000069.1	NaN	NaN	0.0000	0.0000	NaN
NDHY01000001.1	JAADIO010000069.1	NaN	NaN	0.0000	0.0000	NaN
JADHTQ010000109.1	JABWCP010000032.1	NaN	NaN	0.0000	0.0000	NaN
VXMB01000013.1	JABWCP010000032.1	NaN	NaN	0.0000	0.0000	NaN
RFFQ01000126.1	JABWCP010000032.1	NaN	NaN	0.0000	0.0000	NaN
JAFYXV010000002.1	PWWY01000015.1	NaN	NaN	0.0000	0.0000	NaN
LNES01000001.1	PWWY01000015.1	NaN	NaN	0.0000	0.0000	NaN
MGDH01000001.1	QZKU01000128.1	NaN	NaN	0.0000	0.0000	NaN
NZ_CZQA01000001.1	QZKU01000128.1	NaN	NaN	0.0000	0.0000	NaN
MNYA01000495.1	WALL01000001.1	NaN	NaN	0.0000	0.0000	NaN
DTHV01000147.1	WANL01000001.1	NaN	NaN	0.0000	0.0000	NaN
NYZA01000001.1	JADJYS010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFGBE010000140.1	JADJYS010000001.1	NaN	NaN	0.0000	0.0000	NaN
DGKK01000066.1	LDXO01000001.1	NaN	NaN	0.0000	0.0000	NaN
PFWI01000290.1	JACCRH010000154.1	NaN	NaN	0.0000	0.0000	NaN
JACPQW010000025.1	PEXZ01000053.1	NaN	NaN	0.0000	0.0000	NaN
PWOD01000181.1	NZ_FXAX01000008.1	NaN	NaN	0.0000	0.0000	NaN
JACPRW010000004.1	DSHD01000013.1	NaN	NaN	0.0000	0.0000	NaN
JACPAS010000064.1	QNDJ01000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_MLBF01000001.1	QNDJ01000001.1	NaN	NaN	0.0000	0.0000	NaN
WFYI01000001.1	QNDJ01000001.1	NaN	NaN	0.0000	0.0000	NaN
QNDS01000001.1	QNDJ01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACRDZ010000088.1	QNDJ01000001.1	NaN	NaN	0.0000	0.0000	NaN
VGIW01000001.1	SKKN01000003.1	NaN	NaN	0.0000	0.0000	NaN
JAEUSJ010000100.1	PWFY01000009.1	NaN	NaN	0.0000	0.0000	NaN
MVCR01000067.1	DSMZ01000001.1	NaN	NaN	0.0000	0.0000	NaN
CAIJMQ010000001.1	DSMZ01000001.1	NaN	NaN	0.0000	0.0000	NaN
QIFF01000045.1	WQSZ01000001.1	NaN	NaN	0.0000	0.0000	NaN
LJUI01000062.1	JAFMJV010000008.1	NaN	NaN	0.0000	0.0000	NaN
JAAYVF010000088.1	NZ_QKOB01000001.1	NaN	NaN	0.0000	0.0000	NaN
CAIOVX010000001.1	JAADGT010000136.1	NaN	NaN	0.0000	0.0000	NaN
JACRJM010000008.1	SICL01000033.1	NaN	NaN	0.0000	0.0000	NaN
PWGE01000411.1	DRWO01000067.1	NaN	NaN	0.0000	0.0000	NaN
JAFGAL010000002.1	DIUT01000056.1	NaN	NaN	0.0000	0.0000	NaN
JADBLN010000001.1	JAAYUI010000166.1	NaN	NaN	0.0000	0.0000	NaN
JAGYNL010000001.1	JAAYUI010000166.1	NaN	NaN	0.0000	0.0000	NaN
DSUK01000052.1	JAAYUI010000166.1	NaN	NaN	0.0000	0.0000	NaN
JAGOEH010000063.1	NZ_JAACYT010000006.1	NaN	NaN	0.0000	0.0000	NaN
NZ_JFHK01000001.1	PADI01000035.1	NaN	NaN	0.0000	0.0000	NaN
JAAXVQ010000498.1	DOTA01000446.1	NaN	NaN	0.0000	0.0000	NaN
JAFGJP010000050.1	DTCJ01000065.1	NaN	NaN	0.0000	0.0000	NaN
DRUY01000117.1	JACQIB010000003.1	NaN	NaN	0.0000	0.0000	NaN
SKYX01000401.1	JAFGNA010000014.1	NaN	NaN	0.0000	0.0000	NaN
QMNL01000001.1	SGBC01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAADHR010000212.1	NZ_LT838272.1	NaN	NaN	0.0000	0.0000	NaN
PWNJ01000161.1	CACWKJ010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFGEQ010000017.1	VBEK01000003.1	NaN	NaN	0.0000	0.0000	NaN
JACQVO010000007.1	WVXN01000059.1	NaN	NaN	0.0000	0.0000	NaN
JAFGVI010000005.1	UQRR01000001.1	NaN	NaN	0.0000	0.0000	NaN
PKTG01000037.1	JAAYYF010000052.1	NaN	NaN	0.0000	0.0000	NaN
JAFQZM010000009.1	QLUP01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACQYP010000002.1	QLUP01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAAYIR010000148.1	RFGE01000339.1	NaN	NaN	0.0000	0.0000	NaN
RFIY01000043.1	PMXH01000299.1	NaN	NaN	0.0000	0.0000	NaN
DJVG01000048.1	QZLB01000306.1	NaN	NaN	0.0000	0.0000	NaN
JACQJE010000003.1	NZ_JADNRQ010000100.1	NaN	NaN	0.0000	0.0000	NaN
PWXJ01000051.1	DVAB01000019.1	NaN	NaN	0.0000	0.0000	NaN
NZ_AQXV01000001.1	DVAB01000019.1	NaN	NaN	0.0000	0.0000	NaN
NZWE01000012.1	JAAUPT010000321.1	NaN	NaN	0.0000	0.0000	NaN
JACPAG010000009.1	WANW01000001.1	NaN	NaN	0.0000	0.0000	NaN
DIVR01000004.1	MHMD01000001.1	NaN	NaN	0.0000	0.0000	NaN
PAAH01000039.1	QHBJ01000023.1	NaN	NaN	0.0000	0.0000	NaN
PWEK01000045.1	NZ_QGLF01000001.1	NaN	NaN	0.0000	0.0000	NaN
AWOA01000001.1	JAGOCE010000428.1	NaN	NaN	0.0000	0.0000	NaN
NZ_WTCQ01000016.1	JAAZPS010000229.1	NaN	NaN	0.0000	0.0000	NaN
JAFGAM010000024.1	SKVS01000342.1	NaN	NaN	0.0000	0.0000	NaN
JADGDO010000100.1	NZ_BBLZ01000016.1	NaN	NaN	0.0000	0.0000	NaN
JABARV010000002.1	VBHO01000157.1	NaN	NaN	0.0000	0.0000	NaN
VGTK01000001.1	QZJZ01000005.1	NaN	NaN	0.0000	0.0000	NaN
JAAYGZ010000121.1	QZJZ01000005.1	NaN	NaN	0.0000	0.0000	NaN
SLMS01000325.1	JAFYHD010000007.1	NaN	NaN	0.0000	0.0000	NaN
DBRL01000004.1	VGIX01000001.1	NaN	NaN	0.0000	0.0000	NaN
JADGDO010000100.1	VGIX01000001.1	NaN	NaN	0.0000	0.0000	NaN
WJJA01000142.1	MUKB01000055.1	NaN	NaN	0.0000	0.0000	NaN
DQLG01000785.1	DTES01000070.1	NaN	NaN	0.0000	0.0000	NaN
JACRDS010000054.1	DTES01000070.1	NaN	NaN	0.0000	0.0000	NaN
JAFGWA010000012.1	MGBT01000001.1	NaN	NaN	0.0000	0.0000	NaN
JADJOY010000001.1	QQUK01000120.1	NaN	NaN	0.0000	0.0000	NaN
MTOL01000232.1	PDSJ01000056.1	NaN	NaN	0.0000	0.0000	NaN
PWEA01000021.1	PDSJ01000056.1	NaN	NaN	0.0000	0.0000	NaN
JACQWU010000025.1	QKDC01000156.1	NaN	NaN	0.0000	0.0000	NaN
MNYW01000119.1	CAIWWK010000001.1	NaN	NaN	0.0000	0.0000	NaN
DSAF01000158.1	CAIWWK010000001.1	NaN	NaN	0.0000	0.0000	NaN
JACOUC010000036.1	JACQJD010000044.1	NaN	NaN	0.0000	0.0000	NaN
JACPHN010000147.1	JACQJD010000044.1	NaN	NaN	0.0000	0.0000	NaN
PUMC01000014.1	NZ_CP012545.1	NaN	NaN	0.0000	0.0000	NaN
QZJZ01000005.1	JAFGCO010000050.1	NaN	NaN	0.0000	0.0000	NaN
JAFGBW010000219.1	JAFGCO010000050.1	NaN	NaN	0.0000	0.0000	NaN
NZ_CP045504.1	JAFGCO010000050.1	NaN	NaN	0.0000	0.0000	NaN
DLTY01000046.1	NZ_LT984884.1	NaN	NaN	0.0000	0.0000	NaN
WJMO01000002.1	QMOQ01000001.1	NaN	NaN	0.0000	0.0000	NaN
JQIS01000016.1	NZ_JPGK01000001.1	NaN	NaN	0.0000	0.0000	NaN
PKTG01000037.1	NZ_JPGK01000001.1	NaN	NaN	0.0000	0.0000	NaN
WREE01000001.1	QNCV01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACIXR010000001.1	NZ_NFJD01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACPQY010000001.1	JABWBA010000096.1	NaN	NaN	0.0000	0.0000	NaN
MVRT01000001.1	JACPJC010000005.1	NaN	NaN	0.0000	0.0000	NaN
JACRIV010000046.1	MPNJ01000051.1	NaN	NaN	0.0000	0.0000	NaN
DLNB01000020.1	WFTM01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACQZN010000001.1	MNYW01000119.1	NaN	NaN	0.0000	0.0000	NaN
JAGGAJ010000063.1	MNYW01000119.1	NaN	NaN	0.0000	0.0000	NaN
JACRCO010000040.1	MNYW01000119.1	NaN	NaN	0.0000	0.0000	NaN
PAOQ02000023.1	MNYW01000119.1	NaN	NaN	0.0000	0.0000	NaN
DDHP01000055.1	PNAG01000025.1	NaN	NaN	0.0000	0.0000	NaN
DTIC01000084.1	JACQUX010000007.1	NaN	NaN	0.0000	0.0000	NaN
JAFGEW010000102.1	JACQPZ010000060.1	NaN	NaN	0.0000	0.0000	NaN
JAGCXM010000021.1	NZ_CP026606.1	NaN	NaN	0.0000	0.0000	NaN
NZ_KE386795.1	NZ_NHMK01000003.1	NaN	NaN	0.0000	0.0000	NaN
MNUO01000111.1	JABDCP010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAENYV010000032.1	JAEDGP010000080.1	NaN	NaN	0.0000	0.0000	NaN
NZ_CP011509.1	JACPHN010000147.1	NaN	NaN	0.0000	0.0000	NaN
JAFGBE010000140.1	JAADCQ010000049.1	NaN	NaN	0.0000	0.0000	NaN
DSWB01000427.1	JACOUP010000014.1	NaN	NaN	0.0000	0.0000	NaN
NYZA01000001.1	JABIXH010000105.1	NaN	NaN	0.0000	0.0000	NaN
JAADDS010000044.1	MWBC01000001.1	NaN	NaN	0.0000	0.0000	NaN
VGMF01000001.1	MWBC01000001.1	NaN	NaN	0.0000	0.0000	NaN
WSZW01000177.1	DLMV01000018.1	NaN	NaN	0.0000	0.0000	NaN
JAFQZM010000009.1	DLMV01000018.1	NaN	NaN	0.0000	0.0000	NaN
JACRDZ010000088.1	DSRV01000034.1	NaN	NaN	0.0000	0.0000	NaN
JACRUD010000163.1	PAHD01000035.1	NaN	NaN	0.0000	0.0000	NaN
DBDU01000024.1	JACPAK010000006.1	NaN	NaN	0.0000	0.0000	NaN
JACQOF010000031.1	CAIPTQ010000001.1	NaN	NaN	0.0000	0.0000	NaN
PFSX01000003.1	JAEEGN010000247.1	NaN	NaN	0.0000	0.0000	NaN
QZKN01000016.1	PACG01000164.1	NaN	NaN	0.0000	0.0000	NaN
JAAOXU010000019.1	DSAP01000090.1	NaN	NaN	0.0000	0.0000	NaN
CACEPH010000001.1	DSAP01000090.1	NaN	NaN	0.0000	0.0000	NaN
JADJOY010000001.1	DSOM01000097.1	NaN	NaN	0.0000	0.0000	NaN
ONXP01000088.1	DSBP01000170.1	NaN	NaN	0.0000	0.0000	NaN
SHYZ01000035.1	DJIF01000106.1	NaN	NaN	0.0000	0.0000	NaN
PLRU01000045.1	DSWI01000008.1	NaN	NaN	0.0000	0.0000	NaN
DSVR01000069.1	CAIWRR010000001.1	NaN	NaN	0.0000	0.0000	NaN
NC_015672.1	JAFSWV010000075.1	NaN	NaN	0.0000	0.0000	NaN
NZ_MUXN01000001.1	NZ_AGJL01000121.1	NaN	NaN	0.0000	0.0000	NaN
JAADHJ010000033.1	NZ_AGJL01000121.1	NaN	NaN	0.0000	0.0000	NaN
CAITNO010000001.1	JAFAYN010000019.1	NaN	NaN	0.0000	0.0000	NaN
ASZN01000001.1	JAAZBM010000005.1	NaN	NaN	0.0000	0.0000	NaN
DTCJ01000065.1	CAJOND010000001.1	NaN	NaN	0.0000	0.0000	NaN
QLUP01000001.1	CAJOND010000001.1	NaN	NaN	0.0000	0.0000	NaN
DTHQ01000443.1	JAAYGE010000067.1	NaN	NaN	0.0000	0.0000	NaN
JADGDO010000100.1	CAJBLF010000001.1	NaN	NaN	0.0000	0.0000	NaN
WTCB01000031.1	VBHN01000151.1	NaN	NaN	0.0000	0.0000	NaN
JACQOX010000050.1	MFGV01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAGXSS010000001.1	MFGV01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACQKR010000018.1	NZ_LIQH01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFGMN010000243.1	JAGOGT010000194.1	NaN	NaN	0.0000	0.0000	NaN
JACQID010000006.1	NZ_CP074694.1	NaN	NaN	0.0000	0.0000	NaN
ONAM01000040.1	NZ_BMNC01000001.1	NaN	NaN	0.0000	0.0000	NaN
OOHK01000008.1	DFXY01000064.1	NaN	NaN	0.0000	0.0000	NaN
QJZQ01000090.1	DFXY01000064.1	NaN	NaN	0.0000	0.0000	NaN
JACRPM010000001.1	JACRNF010000022.1	NaN	NaN	0.0000	0.0000	NaN
JACRTZ010000204.1	JACPRK010000039.1	NaN	NaN	0.0000	0.0000	NaN
NZ_KV804908.1	DONZ01000089.1	NaN	NaN	0.0000	0.0000	NaN
WAKW01000004.1	JAAZHP010000228.1	NaN	NaN	0.0000	0.0000	NaN
JAADFP010000001.1	PBEQ01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAAYBS010000004.1	QOQW01000013.1	NaN	NaN	0.0000	0.0000	NaN
PWGE01000411.1	QOQW01000013.1	NaN	NaN	0.0000	0.0000	NaN
JAFGOL010000194.1	JACPXU010000066.1	NaN	NaN	0.0000	0.0000	NaN
JACRDM010000042.1	WFXS01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAGOEH010000063.1	PRDV01000072.1	NaN	NaN	0.0000	0.0000	NaN
SCQY01000044.1	JAAYCZ010000008.1	NaN	NaN	0.0000	0.0000	NaN
JACRDZ010000088.1	NZ_AP014510.1	NaN	NaN	0.0000	0.0000	NaN
CAIVTL010000001.1	NZ_CP034842.1	NaN	NaN	0.0000	0.0000	NaN
DFZN01000014.1	CAILMU010000001.1	NaN	NaN	0.0000	0.0000	NaN
WTJK01000079.1	JACQPM010000048.1	NaN	NaN	0.0000	0.0000	NaN
QIFJ01000092.1	JACQPM010000048.1	NaN	NaN	0.0000	0.0000	NaN
JACQJD010000044.1	DJHI01000272.1	NaN	NaN	0.0000	0.0000	NaN
SICM01000057.1	NZ_CP036259.1	NaN	NaN	0.0000	0.0000	NaN
NZ_AWNK01000001.1	CADBQJ010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAHIYU010000071.1	LIZU01000001.1	NaN	NaN	0.0000	0.0000	NaN
SGBD01000001.1	JAENIX010000065.1	NaN	NaN	0.0000	0.0000	NaN
JAHIPW010000026.1	NZ_NPDQ01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACRDZ010000088.1	JAADJD010000015.1	NaN	NaN	0.0000	0.0000	NaN
WANG01000001.1	PLPI01000033.1	NaN	NaN	0.0000	0.0000	NaN
PFSX01000003.1	PLPI01000033.1	NaN	NaN	0.0000	0.0000	NaN
LKMV01000029.1	JACRKD010000011.1	NaN	NaN	0.0000	0.0000	NaN
JAAXHD010000335.1	DITF01000358.1	NaN	NaN	0.0000	0.0000	NaN
JABSON010000001.1	DVAE01000017.1	NaN	NaN	0.0000	0.0000	NaN
MWDQ01000001.1	DVAE01000017.1	NaN	NaN	0.0000	0.0000	NaN
ONXP01000088.1	DIFE01000096.1	NaN	NaN	0.0000	0.0000	NaN
NYZB01000001.1	DTCA01000116.1	NaN	NaN	0.0000	0.0000	NaN
JACPQY010000001.1	VGIR01000001.1	NaN	NaN	0.0000	0.0000	NaN
PWOK01000012.1	JACRGQ010000013.1	NaN	NaN	0.0000	0.0000	NaN
JAFANK010000038.1	JACRGQ010000013.1	NaN	NaN	0.0000	0.0000	NaN
JABTUV010000001.1	JAFGKM010000075.1	NaN	NaN	0.0000	0.0000	NaN
WTJP01000149.1	JABDCY010000001.1	NaN	NaN	0.0000	0.0000	NaN
NC_011297.1	CAIMRY010000001.1	NaN	NaN	0.0000	0.0000	NaN
QHSB01000266.1	DHGE01000185.1	NaN	NaN	0.0000	0.0000	NaN
JACPUC010000003.1	NC_012440.1	NaN	NaN	0.0000	0.0000	NaN
JAFGVM010000056.1	CADEFY010000001.1	NaN	NaN	0.0000	0.0000	NaN
PEYM01000108.1	CAJJCM010000001.1	NaN	NaN	0.0000	0.0000	NaN
PHBE01000008.1	JAAYAX010000004.1	NaN	NaN	0.0000	0.0000	NaN
JADGEE010000118.1	JACRIR010000014.1	NaN	NaN	0.0000	0.0000	NaN
BDTN01000001.1	JACRIR010000014.1	NaN	NaN	0.0000	0.0000	NaN
DLMW01000035.1	JAAYJV010000043.1	NaN	NaN	0.0000	0.0000	NaN
NC_011295.1	DRWZ01000094.1	NaN	NaN	0.0000	0.0000	NaN
JACOWJ010000001.1	JAACJG010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAGOLU010000087.1	JACQHU010000046.1	NaN	NaN	0.0000	0.0000	NaN
MZGM01000059.1	JAFGMN010000243.1	NaN	NaN	0.0000	0.0000	NaN
WGMQ01000102.1	JAFGMN010000243.1	NaN	NaN	0.0000	0.0000	NaN
DTMM01000082.1	NSJM01000146.1	NaN	NaN	0.0000	0.0000	NaN
DIVR01000004.1	VGTH01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAHDNF010000030.1	JAFGJN010000278.1	NaN	NaN	0.0000	0.0000	NaN
JAAYCL010000014.1	DTLI01000138.1	NaN	NaN	0.0000	0.0000	NaN
RFHZ01000631.1	JAFGVR010000108.1	NaN	NaN	0.0000	0.0000	NaN
DTCJ01000065.1	PAZJ02000008.1	NaN	NaN	0.0000	0.0000	NaN
NZ_JYNO01000001.1	JAGOFO010000001.1	NaN	NaN	0.0000	0.0000	NaN
DLMW01000035.1	NZ_VTOY01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACPCF010000087.1	NZ_LOQF01000004.1	NaN	NaN	0.0000	0.0000	NaN
DSCM01000096.1	QEUM01000005.1	NaN	NaN	0.0000	0.0000	NaN
PMZC01000177.1	CAIQJW010000001.1	NaN	NaN	0.0000	0.0000	NaN
DUBO01000001.1	PXPD01000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_JAACYA010000001.1	PXPD01000001.1	NaN	NaN	0.0000	0.0000	NaN
PKTG01000037.1	PAQS01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAHJDO010000064.1	PUHO01000009.1	NaN	NaN	0.0000	0.0000	NaN
DHPR01000015.1	JAHDRN010000013.1	NaN	NaN	0.0000	0.0000	NaN
CAIWAN010000001.1	DFNH01000033.1	NaN	NaN	0.0000	0.0000	NaN
OMIG01000001.1	NZ_RMVE01000010.1	NaN	NaN	0.0000	0.0000	NaN
