assembly_acc	assembly_name	organism	strain	biosample	seq_rel_date	submission	assembly_level
GCF_003812865.1	ASM381286v1	Chryseobacterium indologenes (CFB group bacteria)	FDAARGOS_510	SAMN10163204	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812845.1	ASM381284v1	Klebsiella sp. FDAARGOS_511 (enterobacteria)	FDAARGOS_511	SAMN10163205	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812825.1	ASM381282v1	Fusobacterium necrophorum (fusobacteria)	FDAARGOS_565	SAMN10163189	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812805.1	ASM381280v1	Streptococcus agalactiae (firmicutes)	FDAARGOS_512	SAMN10163206	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812785.1	ASM381278v1	Cutibacterium acnes (high G+C Gram-positive bacteria)	FDAARGOS_503	SAMN10163179	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812765.1	ASM381276v1	Gardnerella vaginalis (high G+C Gram-positive bacteria)	FDAARGOS_568	SAMN10163192	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812745.1	ASM381274v1	Serratia sp. FDAARGOS_506 (enterobacteria)	FDAARGOS_506	SAMN10163200	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812725.1	ASM381272v1	Streptococcus pyogenes (firmicutes)	FDAARGOS_514	SAMN10163208	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812705.1	ASM381270v1	Chryseobacterium arthrosphaerae (CFB group bacteria)	FDAARGOS_519	SAMN10163213	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812685.1	ASM381268v1	Streptococcus sp. FDAARGOS_520 (firmicutes)	FDAARGOS_520	SAMN10163214	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812665.1	ASM381266v1	Enterococcus faecalis (firmicutes)	FDAARGOS_528	SAMN10163222	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812645.1	ASM381264v1	Streptococcus pyogenes (firmicutes)	FDAARGOS_534	SAMN10163229	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812625.1	ASM381262v1	Escherichia coli (E. coli)	FDAARGOS_536	SAMN10163231	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812605.1	ASM381260v1	Chryseobacterium indologenes (CFB group bacteria)	FDAARGOS_537	SAMN10163232	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812585.1	ASM381258v1	Burkholderia multivorans (b-proteobacteria)	FDAARGOS_548	SAMN10163241	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812565.1	ASM381256v1	Listeria monocytogenes (firmicutes)	FDAARGOS_554	SAMN10163247	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812545.1	ASM381254v1	Listeria monocytogenes (firmicutes)	FDAARGOS_555	SAMN10163248	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812525.1	ASM381252v1	Proteus vulgaris (enterobacteria)	FDAARGOS_556	SAMN10163249	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812505.1	ASM381250v1	Staphylococcus hominis (firmicutes)	FDAARGOS_575	SAMN10163251	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812465.1	ASM381246v1	Streptococcus sp. FDAARGOS_521 (firmicutes)	FDAARGOS_521	SAMN10163215	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812445.1	ASM381244v1	Streptococcus sp. FDAARGOS_522 (firmicutes)	FDAARGOS_522	SAMN10163216	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812425.1	ASM381242v1	Staphylococcus epidermidis (firmicutes)	FDAARGOS_529	SAMN10163224	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812405.1	ASM381240v1	Citrobacter koseri (enterobacteria)	FDAARGOS_530	SAMN10163225	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812385.1	ASM381238v1	Acinetobacter baumannii (g-proteobacteria)	FDAARGOS_533	SAMN10163228	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812365.1	ASM381236v1	Burkholderia multivorans (b-proteobacteria)	FDAARGOS_547	SAMN10163240	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812345.1	ASM381234v1	Citrobacter freundii (enterobacteria)	FDAARGOS_549	SAMN10163242	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812325.1	ASM381232v1	Citrobacter freundii (enterobacteria)	FDAARGOS_550	SAMN10163243	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812305.1	ASM381230v1	Enterococcus sp. FDAARGOS_553 (firmicutes)	FDAARGOS_553	SAMN10163246	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812245.1	ASM381224v1	Acinetobacter sp. FDAARGOS_493 (g-proteobacteria)	FDAARGOS_493	SAMN10163169	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812225.1	ASM381222v1	Acinetobacter sp. FDAARGOS_494 (g-proteobacteria)	FDAARGOS_494	SAMN10163170	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812205.1	ASM381220v1	Acinetobacter sp. FDAARGOS_560 (g-proteobacteria)	FDAARGOS_560	SAMN10163184	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812185.1	ASM381218v1	Klebsiella aerogenes (enterobacteria)	FDAARGOS_513	SAMN10163207	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812165.1	ASM381216v1	Pseudomonas aeruginosa (g-proteobacteria)	FDAARGOS_532	SAMN10163227	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812145.1	ASM381214v1	Enterobacter roggenkampii (enterobacteria)	FDAARGOS_523	SAMN10163217	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812125.1	ASM381212v1	Bacillus sp. FDAARGOS_527 (firmicutes)	FDAARGOS_527	SAMN10163221	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812105.1	ASM381210v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_531	SAMN10163226	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812085.1	ASM381208v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_566	SAMN10163190	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003812065.1	ASM381206v1	Acinetobacter baumannii (g-proteobacteria)	FDAARGOS_540	SAMN10163233	2018/11/21 00:00	2018/11/21 00:00	Complete Genome
GCF_003798465.1	ASM379846v1	Cutibacterium acnes (high G+C Gram-positive bacteria)	FDAARGOS_577	SAMN10228557	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798445.1	ASM379844v1	Yersinia pseudotuberculosis (enterobacteria)	FDAARGOS_580	SAMN10228560	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798425.1	ASM379842v1	Yersinia pseudotuberculosis (enterobacteria)	FDAARGOS_581	SAMN10228561	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798405.1	ASM379840v1	Yersinia pseudotuberculosis (enterobacteria)	FDAARGOS_582	SAMN10228562	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798385.1	ASM379838v1	Yersinia pseudotuberculosis (enterobacteria)	FDAARGOS_584	SAMN10228564	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798365.1	ASM379836v1	Burkholderia pseudomallei (b-proteobacteria)	FDAARGOS_594	SAMN10228574	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798345.1	ASM379834v1	Yersinia pestis (enterobacteria)	FDAARGOS_602	SAMN10228582	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798325.1	ASM379832v1	Propionibacterium acidifaciens (high G+C Gram-positive bacteria)	FDAARGOS_576	SAMN10228556	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798305.1	ASM379830v1	Yersinia pseudotuberculosis (enterobacteria)	FDAARGOS_579	SAMN10228559	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798285.1	ASM379828v1	Yersinia pseudotuberculosis (enterobacteria)	FDAARGOS_583	SAMN10228563	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798265.1	ASM379826v1	Burkholderia pseudomallei (b-proteobacteria)	FDAARGOS_592	SAMN10228572	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798245.1	ASM379824v1	Burkholderia pseudomallei (b-proteobacteria)	FDAARGOS_593	SAMN10228573	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798225.1	ASM379822v1	Yersinia pestis (enterobacteria)	FDAARGOS_601	SAMN10228581	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798205.1	ASM379820v1	Yersinia pestis (enterobacteria)	FDAARGOS_603	SAMN10228583	2018/11/20 00:00	2018/11/20 00:00	Complete Genome
GCF_003798085.1	ASM379808v1	Yersinia pestis (enterobacteria)	FDAARGOS_604	SAMN10228584	2018/11/19 00:00	2018/11/19 00:00	Contig
GCF_003798065.1	ASM379806v1	Francisella tularensis (g-proteobacteria)	FDAARGOS_596	SAMN10228576	2018/11/19 00:00	2018/11/19 00:00	Contig
GCF_003798025.1	ASM379802v1	Francisella tularensis (g-proteobacteria)	FDAARGOS_597	SAMN10228577	2018/11/19 00:00	2018/11/19 00:00	Contig
GCF_003797995.1	ASM379799v1	Burkholderia mallei (b-proteobacteria)	FDAARGOS_586	SAMN10228566	2018/11/19 00:00	2018/11/19 00:00	Contig
GCF_003797955.1	ASM379795v1	Francisella tularensis (g-proteobacteria)	FDAARGOS_600	SAMN10228580	2018/11/19 00:00	2018/11/19 00:00	Contig
GCF_003797385.1	ASM379738v1	Arachnia propionica (high G+C Gram-positive bacteria)	FDAARGOS_578	SAMN10228558	2018/11/19 00:00	2018/11/19 00:00	Contig
GCF_003797295.1	ASM379729v1	Burkholderia mallei (b-proteobacteria)	FDAARGOS_587	SAMN10228567	2018/11/19 00:00	2018/11/19 00:00	Contig
GCF_003797205.1	ASM379720v1	Yersinia pestis (enterobacteria)	FDAARGOS_605	SAMN10228585	2018/11/19 00:00	2018/11/19 00:00	Contig
GCA_003730215.1	ASM373021v1	Leishmania donovani (kinetoplastids)	FDAARGOS_361	SAMN07312505	2018/11/15 00:00	2018/11/15 00:00	Contig
GCA_002211485.2	ASM221148v2	Aspergillus niger (ascomycete fungi)	FDAARGOS_311	SAMN06173324	2018/11/15 00:00	2018/11/15 00:00	Contig
GCA_003730175.1	ASM373017v1	Leishmania donovani (kinetoplastids)	FDAARGOS_360	SAMN07312504	2018/11/15 00:00	2018/11/15 00:00	Contig
GCF_003711125.1	ASM371112v1	Enterococcus avium (firmicutes)	FDAARGOS_184	SAMN04327392	2018/11/05 00:00	2018/11/05 00:00	Complete Genome
GCF_003699975.1	ASM369997v1	Klebsiella planticola (enterobacteria)	FDAARGOS_430	SAMN07312474	2017/10/18 00:00	2017/10/18 00:00	Chromosome
GCF_003614835.1	ASM361483v1	Burkholderia thailandensis (b-proteobacteria)	FDAARGOS_242	SAMN05004751	2018/07/03 00:00	2018/07/03 00:00	Complete Genome
GCF_003614815.1	ASM361481v1	Burkholderia thailandensis (b-proteobacteria)	FDAARGOS_241	SAMN05004750	2018/07/03 00:00	2018/07/03 00:00	Complete Genome
GCF_003613595.1	ASM361359v1	Burkholderia gladioli pv. gladioli (b-proteobacteria)	FDAARGOS_188	SAMN05004743	2018/07/03 00:00	2018/07/03 00:00	Complete Genome
GCF_003546905.1	ASM354690v1	Yersinia pseudotuberculosis (enterobacteria)	FDAARGOS_342	SAMN06173355	2018/09/11 00:00	2018/09/11 00:00	Complete Genome
GCF_003546885.1	ASM354688v1	Klebsiella aerogenes (enterobacteria)	FDAARGOS_327	SAMN06173340	2018/09/11 00:00	2018/09/11 00:00	Complete Genome
GCF_000783455.2	ASM78345v2	Providencia stuartii (enterobacteria)	FDAARGOS_87	SAMN02934542	2018/08/20 00:00	2018/08/20 00:00	Chromosome
GCF_001563715.2	ASM156371v2	Escherichia coli (E. coli)	FDAARGOS_95	SAMN03996336	2018/01/31 00:00	2018/01/31 00:00	Chromosome
GCF_002208725.2	ASM220872v2	Prevotella melaninogenica (CFB group bacteria)	FDAARGOS_306	SAMN06173319	2018/04/03 00:00	2018/04/03 00:00	Complete Genome
GCF_003050665.1	ASM305066v1	Helicobacter pylori (e-proteobacteria)	FDAARGOS_298	SAMN06173311	2018/04/13 00:00	2018/04/13 00:00	Complete Genome
GCF_002209225.1	ASM220922v2	Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	FDAARGOS_321	SAMN06173334	2018/04/03 00:00	2018/04/03 00:00	Complete Genome
GCF_003030425.1	ASM303042v1	Enterococcus faecalis (firmicutes)	FDAARGOS_324	SAMN06173337	2018/04/02 00:00	2018/04/02 00:00	Complete Genome
GCF_002386225.2	ASM238622v2	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_445	SAMN07312489	2017/11/06 00:00	2017/11/06 00:00	Chromosome
GCF_003020185.1	ASM302018v1	Burkholderia thailandensis (b-proteobacteria)	FDAARGOS_238	SAMN05004747	2018/03/27 00:00	2018/03/27 00:00	Complete Genome
GCF_003020025.1	ASM302002v1	Burkholderia thailandensis (b-proteobacteria)	FDAARGOS_237	SAMN05004746	2018/03/27 00:00	2018/03/27 00:00	Complete Genome
GCF_003019965.1	ASM301996v1	Burkholderia multivorans (b-proteobacteria)	FDAARGOS_246	SAMN05004755	2018/03/27 00:00	2018/03/27 00:00	Complete Genome
GCF_003019945.1	ASM301994v1	Burkholderia vietnamiensis (b-proteobacteria)	FDAARGOS_239	SAMN05004748	2018/03/27 00:00	2018/03/27 00:00	Complete Genome
GCF_003019925.1	ASM301992v1	Pluralibacter gergoviae (enterobacteria)	FDAARGOS_186	SAMN05004741	2018/03/27 00:00	2018/03/27 00:00	Complete Genome
GCF_002209105.2	ASM220910v2	Escherichia coli O104:H4 (E. coli)	FDAARGOS_348	SAMN06173361	2018/03/08 00:00	2018/03/08 00:00	Complete Genome
GCF_002209085.2	ASM220908v2	Burkholderia cepacia (b-proteobacteria)	FDAARGOS_345	SAMN06173358	2018/03/08 00:00	2018/03/08 00:00	Complete Genome
GCF_001471715.2	ASM147171v2	Staphylococcus aureus (firmicutes)	FDAARGOS_140	SAMN03996284	2018/03/14 00:00	2018/03/14 00:00	Chromosome
GCF_002209245.2	ASM220924v2	Shewanella sp. FDAARGOS_354 (g-proteobacteria)	FDAARGOS_354	SAMN06173367	2018/03/08 00:00	2018/03/08 00:00	Complete Genome
GCF_002209125.2	ASM220912v2	Nocardia brasiliensis (high G+C Gram-positive bacteria)	FDAARGOS_352	SAMN06173365	2018/03/08 00:00	2018/03/08 00:00	Complete Genome
GCF_002208985.1	ASM220898v3	Citrobacter koseri (enterobacteria)	FDAARGOS_287	SAMN06173300	2018/03/06 00:00	2018/03/06 00:00	Complete Genome
GCF_002209265.1	ASM220926v2	Staphylococcus saprophyticus (firmicutes)	FDAARGOS_355	SAMN06173368	2018/03/12 00:00	2018/03/12 00:00	Complete Genome
GCF_002984565.1	ASM298456v1	Staphylococcus cohnii (firmicutes)	FDAARGOS_334	SAMN06173347	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002984485.1	ASM298448v1	Oligella urethralis (b-proteobacteria)	FDAARGOS_329	SAMN06173342	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002984395.1	ASM298439v1	Klebsiella oxytoca (enterobacteria)	FDAARGOS_335	SAMN06173348	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002984285.1	ASM298428v1	Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	FDAARGOS_317	SAMN06173330	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002984195.1	ASM298419v1	Providencia rettgeri (enterobacteria)	FDAARGOS_330	SAMN06173343	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002984125.1	ASM298412v1	Moraxella catarrhalis (g-proteobacteria)	FDAARGOS_304	SAMN06173317	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002984035.1	ASM298403v1	Salmonella enterica subsp. enterica serovar Heidelberg (enterobacteria)	FDAARGOS_319	SAMN06173332	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002983965.1	ASM298396v1	Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria)	FDAARGOS_320	SAMN06173333	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002983865.1	ASM298386v1	Roseobacter denitrificans (a-proteobacteria)	FDAARGOS_309	SAMN06173322	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002983785.1	ASM298378v1	Enterococcus faecium (firmicutes)	FDAARGOS_323	SAMN06173336	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002983725.1	ASM298372v1	Campylobacter jejuni subsp. doylei (e-proteobacteria)	FDAARGOS_295	SAMN06173308	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002983705.1	ASM298370v1	Helicobacter pylori (e-proteobacteria)	FDAARGOS_300	SAMN06173313	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002983685.1	ASM298368v1	Streptobacillus moniliformis (fusobacteria)	FDAARGOS_310	SAMN06173323	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002983665.1	ASM298366v1	Providencia stuartii (enterobacteria)	FDAARGOS_291	SAMN06173304	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002983645.1	ASM298364v1	Escherichia coli O104:H4 (E. coli)	FDAARGOS_349	SAMN06173362	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002983625.1	ASM298362v1	Yersinia intermedia (enterobacteria)	FDAARGOS_358	SAMN06173371	2018/03/09 00:00	2018/03/09 00:00	Complete Genome
GCF_002209205.2	ASM220920v2	Salmonella enterica subsp. enterica serovar Hadar (enterobacteria)	FDAARGOS_313	SAMN06173326	2018/03/06 00:00	2018/03/06 00:00	Complete Genome
GCA_002208985.2	ASM220898v2	Citrobacter koseri (enterobacteria)	FDAARGOS_287	SAMN06173300	2018/03/06 00:00	2018/03/06 00:00	Complete Genome
GCF_002208785.1	ASM220878v2	Bacillus anthracis (anthrax bacterium)	FDAARGOS_341	SAMN06173354	2018/03/06 00:00	2018/03/06 00:00	Complete Genome
GCF_002208905.1	ASM220890v2	Staphylococcus saprophyticus (firmicutes)	FDAARGOS_336	SAMN06173349	2018/03/06 00:00	2018/03/06 00:00	Complete Genome
GCF_002208945.1	ASM220894v2	Enterococcus faecalis (firmicutes)	FDAARGOS_338	SAMN06173351	2018/03/06 00:00	2018/03/06 00:00	Complete Genome
GCF_002208965.1	ASM220896v2	Salmonella enterica subsp. enterica serovar Typhimurium var. 5- (enterobacteria)	FDAARGOS_312	SAMN06173325	2018/03/06 00:00	2018/03/06 00:00	Complete Genome
GCF_002209165.2	ASM220916v2	Mammaliicoccus sciuri (firmicutes)	FDAARGOS_285	SAMN06173298	2018/03/02 00:00	2018/03/02 00:00	Complete Genome
GCF_002209145.2	ASM220914v2	Jonesia denitrificans (high G+C Gram-positive bacteria)	FDAARGOS_301	SAMN06173314	2018/03/02 00:00	2018/03/02 00:00	Complete Genome
GCF_002208765.2	ASM220876v2	Psychrobacter cryohalolentis (g-proteobacteria)	FDAARGOS_308	SAMN06173321	2018/03/06 00:00	2018/03/06 00:00	Complete Genome
GCF_002208865.2	ASM220886v2	Escherichia coli O157 (E. coli)	FDAARGOS_293	SAMN06173306	2018/03/02 00:00	2018/03/02 00:00	Complete Genome
GCF_002208745.2	ASM220874v2	Pseudomonas protegens (g-proteobacteria)	FDAARGOS_307	SAMN06173320	2018/03/06 00:00	2018/03/06 00:00	Complete Genome
GCF_002208885.2	ASM220888v2	Stenotrophomonas maltophilia (g-proteobacteria)	FDAARGOS_325	SAMN06173338	2018/03/06 00:00	2018/03/06 00:00	Complete Genome
GCF_002208925.2	ASM220892v2	Chryseobacterium indologenes (CFB group bacteria)	FDAARGOS_337	SAMN06173350	2018/03/06 00:00	2018/03/06 00:00	Complete Genome
GCF_002208845.2	ASM220884v2	Citrobacter braakii (enterobacteria)	FDAARGOS_290	SAMN06173303	2018/03/02 00:00	2018/03/02 00:00	Complete Genome
GCF_002209185.2	ASM220918v2	Corynebacterium jeikeium (high G+C Gram-positive bacteria)	FDAARGOS_328	SAMN06173341	2018/03/06 00:00	2018/03/06 00:00	Complete Genome
GCF_002208825.2	ASM220882v2	Brevundimonas vesicularis (a-proteobacteria)	FDAARGOS_289	SAMN06173302	2018/03/02 00:00	2018/03/02 00:00	Complete Genome
GCF_002208705.2	ASM220870v2	Mycobacterium avium subsp. paratuberculosis (high G+C Gram-positive bacteria)	FDAARGOS_305	SAMN06173318	2018/03/02 00:00	2018/03/02 00:00	Complete Genome
GCF_002277995.2	ASM227799v2	Elizabethkingia anophelis (CFB group bacteria)	FDAARGOS_198	SAMN04875535	2018/03/02 00:00	2018/03/02 00:00	Complete Genome
GCF_002208805.2	ASM220880v2	Staphylococcus pettenkoferi (firmicutes)	FDAARGOS_288	SAMN06173301	2018/03/02 00:00	2018/03/02 00:00	Complete Genome
GCF_002208685.2	ASM220868v2	Kocuria rhizophila (high G+C Gram-positive bacteria)	FDAARGOS_302	SAMN06173315	2018/03/02 00:00	2018/03/02 00:00	Complete Genome
GCF_002073695.2	ASM207369v2	Streptococcus agalactiae (firmicutes)	FDAARGOS_254	SAMN04875580	2018/03/02 00:00	2018/03/02 00:00	Complete Genome
GCF_002208665.2	ASM220866v2	[Haemophilus] ducreyi (g-proteobacteria)	FDAARGOS_297	SAMN06173310	2018/03/02 00:00	2018/03/02 00:00	Complete Genome
GCF_002073775.2	ASM207377v2	Vibrio parahaemolyticus (g-proteobacteria)	FDAARGOS_191	SAMN04875528	2018/03/02 00:00	2018/03/02 00:00	Complete Genome
GCF_002073395.2	ASM207339v2	Staphylococcus lugdunensis (firmicutes)	FDAARGOS_222	SAMN04875559	2018/03/02 00:00	2018/03/02 00:00	Complete Genome
GCF_001559255.2	ASM155925v2	Hafnia paralvei (enterobacteria)	FDAARGOS_158	SAMN03996303	2018/02/16 00:00	2018/02/16 00:00	Complete Genome
GCF_001558735.2	ASM155873v2	Pantoea vagans (enterobacteria)	FDAARGOS_160	SAMN03996307	2018/02/16 00:00	2018/02/16 00:00	Complete Genome
GCF_002073415.2	ASM207341v2	Bacillus sp. FDAARGOS_235 (firmicutes)	FDAARGOS_235	SAMN04875572	2018/03/01 00:00	2018/03/01 00:00	Complete Genome
GCF_002073815.2	ASM207381v2	Streptococcus sp. FDAARGOS_192 (firmicutes)	FDAARGOS_192	SAMN04875529	2018/03/01 00:00	2018/03/01 00:00	Complete Genome
GCF_002073615.2	ASM207361v2	Neisseria gonorrhoeae (b-proteobacteria)	FDAARGOS_205	SAMN04875542	2018/03/01 00:00	2018/03/01 00:00	Complete Genome
GCF_002073255.2	ASM207325v2	Pasteurella multocida (g-proteobacteria)	FDAARGOS_218	SAMN04875555	2018/03/01 00:00	2018/03/01 00:00	Complete Genome
GCF_001559075.2	ASM155907v2	Citrobacter amalonaticus (enterobacteria)	FDAARGOS_122	SAMN03996265	2018/02/26 00:00	2018/02/26 00:00	Complete Genome
GCF_001559115.2	ASM155911v2	Staphylococcus simulans (firmicutes)	FDAARGOS_124	SAMN03996269	2018/02/26 00:00	2018/02/26 00:00	Complete Genome
GCF_002073235.2	ASM207323v2	Neisseria meningitidis (b-proteobacteria)	FDAARGOS_214	SAMN04875551	2018/02/28 00:00	2018/02/28 00:00	Complete Genome
GCF_002073315.2	ASM207331v2	Yersinia sp. FDAARGOS_228 (enterobacteria)	FDAARGOS_228	SAMN04875565	2018/02/28 00:00	2018/02/28 00:00	Complete Genome
GCF_002073335.2	ASM207333v2	Vibrio cholerae (g-proteobacteria)	FDAARGOS_223	SAMN04875560	2018/03/01 00:00	2018/03/01 00:00	Complete Genome
GCF_002073495.2	ASM207349v2	Leptospira interrogans serovar Copenhageni (bacteria)	FDAARGOS_203	SAMN04875540	2018/03/01 00:00	2018/03/01 00:00	Complete Genome
GCF_002073635.2	ASM207363v2	Paracoccus yeei (a-proteobacteria)	FDAARGOS_252	SAMN04875578	2018/03/01 00:00	2018/03/01 00:00	Complete Genome
GCF_002073595.2	ASM207359v2	Neisseria meningitidis (b-proteobacteria)	FDAARGOS_210	SAMN04875547	2018/02/28 00:00	2018/02/28 00:00	Complete Genome
GCF_002073675.2	ASM207367v2	Neisseria meningitidis (b-proteobacteria)	FDAARGOS_212	SAMN04875549	2018/02/28 00:00	2018/02/28 00:00	Complete Genome
GCF_002073715.2	ASM207371v2	Neisseria mucosa (b-proteobacteria)	FDAARGOS_260	SAMN04875586	2018/02/28 00:00	2018/02/28 00:00	Complete Genome
GCF_001558295.2	ASM155829v2	Shigella sonnei (enterobacteria)	FDAARGOS_90	SAMN03996263	2018/02/23 00:00	2018/02/23 00:00	Complete Genome
GCF_002073735.2	ASM207373v2	Clostridioides difficile (firmicutes)	FDAARGOS_267	SAMN04875593	2018/03/01 00:00	2018/03/01 00:00	Complete Genome
GCF_002073515.1	ASM207351v2	Streptococcus equinus (firmicutes)	FDAARGOS_251	SAMN04875577	2018/03/01 00:00	2018/03/01 00:00	Complete Genome
GCF_000626615.2	ASM62661v3	Staphylococcus aureus (firmicutes)	FDAARGOS_5	SAMN02700075	2018/02/15 00:00	2018/02/15 00:00	Complete Genome
