pairid	q_acc	r_acc	band	split	anim_ani	af_tier	stratum
GCA_902777795.1__GCA_902795505.1	GCA_902777795.1	GCA_902795505.1	97-100	train	97.8200	strict	
GCA_902780715.1__GCA_902802785.1	GCA_902780715.1	GCA_902802785.1	97-100	test	98.5900	strict	
GCA_902780875.1__GCA_902799165.1	GCA_902780875.1	GCA_902799165.1	97-100	train	97.9300	strict	
GCA_902781035.1__GCA_902793215.1	GCA_902781035.1	GCA_902793215.1	97-100	train	98.8000	strict	
GCA_902782365.1__GCA_902794985.1	GCA_902782365.1	GCA_902794985.1	97-100	test	97.7700	strict	
GCA_902783145.1__GCA_905206315.1	GCA_902783145.1	GCA_905206315.1	97-100	train	97.9300	strict	
GCA_902785255.1__GCA_905234415.1	GCA_902785255.1	GCA_905234415.1	97-100	train	97.7600	strict	
GCA_902786785.1__GCA_902795405.1	GCA_902786785.1	GCA_902795405.1	97-100	test	98.0700	strict	
GCA_902788065.1__GCA_902794915.1	GCA_902788065.1	GCA_902794915.1	97-100	train	97.7100	strict	
GCA_902789235.1__GCA_902795505.1	GCA_902789235.1	GCA_902795505.1	97-100	train	98.3800	strict	
GCA_902789405.1__GCA_902790165.1	GCA_902789405.1	GCA_902790165.1	97-100	train	98.2900	strict	
GCA_902793825.1__GCA_902794885.1	GCA_902793825.1	GCA_902794885.1	97-100	test	99.0500	strict	
GCA_902796015.1__GCA_902802235.1	GCA_902796015.1	GCA_902802235.1	97-100	train	98.6300	strict	
GCA_902796665.1__GCA_905196945.1	GCA_902796665.1	GCA_905196945.1	97-100	train	97.9800	strict	
GCA_903813955.1__GCA_903819315.1	GCA_903813955.1	GCA_903819315.1	97-100	train	99.8600	strict	
GCA_903819625.1__GCA_903831365.1	GCA_903819625.1	GCA_903831365.1	97-100	train	99.4000	strict	
GCA_903819625.1__GCA_903917195.1	GCA_903819625.1	GCA_903917195.1	97-100	train	99.3500	strict	
GCA_903820535.1__GCA_903864235.1	GCA_903820535.1	GCA_903864235.1	97-100	test	100.0000	strict	
GCA_903820865.1__GCA_903867635.1	GCA_903820865.1	GCA_903867635.1	97-100	train	99.9900	strict	
GCA_903820925.1__GCA_903860705.1	GCA_903820925.1	GCA_903860705.1	97-100	test	99.9900	strict	
GCA_903821125.1__GCA_903860895.1	GCA_903821125.1	GCA_903860895.1	97-100	train	99.6500	strict	
GCA_903821435.1__GCA_903829215.1	GCA_903821435.1	GCA_903829215.1	97-100	test	99.9300	strict	
GCA_903822265.1__GCA_903879655.1	GCA_903822265.1	GCA_903879655.1	97-100	train	99.7800	strict	
GCA_903823235.1__GCA_903861095.1	GCA_903823235.1	GCA_903861095.1	97-100	train	99.7500	strict	
GCA_903823235.1__GCA_903880705.1	GCA_903823235.1	GCA_903880705.1	97-100	train	99.6600	strict	
GCA_903823705.1__GCA_903841775.1	GCA_903823705.1	GCA_903841775.1	97-100	train	99.8700	strict	
GCA_903823795.1__GCA_903927125.1	GCA_903823795.1	GCA_903927125.1	97-100	train	99.5200	strict	
GCA_903824535.1__GCA_903872325.1	GCA_903824535.1	GCA_903872325.1	97-100	train	97.9400	strict	
GCA_903824795.1__GCA_903958965.1	GCA_903824795.1	GCA_903958965.1	97-100	test	99.9500	strict	
GCA_903825025.1__GCA_903838545.1	GCA_903825025.1	GCA_903838545.1	97-100	test	99.9900	strict	
GCA_903825235.1__GCA_903885335.1	GCA_903825235.1	GCA_903885335.1	97-100	train	99.6600	strict	
GCA_903825745.1__GCA_903830245.1	GCA_903825745.1	GCA_903830245.1	97-100	train	99.9900	strict	
GCA_903826655.1__GCA_903871525.1	GCA_903826655.1	GCA_903871525.1	97-100	train	99.9800	strict	
GCA_903827795.1__GCA_903837615.1	GCA_903827795.1	GCA_903837615.1	97-100	train	99.9800	strict	
GCA_903828555.1__GCA_903857535.1	GCA_903828555.1	GCA_903857535.1	97-100	test	99.8000	strict	
GCA_903828755.1__GCA_903856135.1	GCA_903828755.1	GCA_903856135.1	97-100	test	99.9900	strict	
GCA_903829055.1__GCA_903874865.1	GCA_903829055.1	GCA_903874865.1	97-100	train	99.9600	strict	
GCA_903829375.1__GCA_903890005.1	GCA_903829375.1	GCA_903890005.1	97-100	test	99.9200	strict	
GCA_903829985.1__GCA_903860435.1	GCA_903829985.1	GCA_903860435.1	97-100	train	99.8600	strict	
GCA_903831435.1__GCA_903929145.1	GCA_903831435.1	GCA_903929145.1	97-100	test	99.9900	strict	
GCA_903832185.1__GCA_903837215.1	GCA_903832185.1	GCA_903837215.1	97-100	test	99.8700	strict	
GCA_903832305.1__GCA_903909335.1	GCA_903832305.1	GCA_903909335.1	97-100	train	99.8400	strict	
GCA_903832365.1__GCA_903909945.1	GCA_903832365.1	GCA_903909945.1	97-100	test	99.9500	strict	
GCA_903832485.1__GCA_903837715.1	GCA_903832485.1	GCA_903837715.1	97-100	train	99.9700	strict	
GCA_903833365.1__GCA_903896845.1	GCA_903833365.1	GCA_903896845.1	97-100	train	99.4500	strict	
GCA_903833645.1__GCA_903931025.1	GCA_903833645.1	GCA_903931025.1	97-100	train	98.2000	strict	
GCA_903833765.1__GCA_903903895.1	GCA_903833765.1	GCA_903903895.1	97-100	train	99.9500	strict	
GCA_903834125.1__GCA_903897835.1	GCA_903834125.1	GCA_903897835.1	97-100	train	99.8900	strict	
GCA_903834125.1__GCA_903913455.1	GCA_903834125.1	GCA_903913455.1	97-100	train	99.9100	strict	
GCA_903835245.1__GCA_903839075.1	GCA_903835245.1	GCA_903839075.1	97-100	train	99.9900	strict	
GCA_903835475.1__GCA_903930525.1	GCA_903835475.1	GCA_903930525.1	97-100	train	99.6000	strict	
GCA_903835625.1__GCF_001556735.1	GCA_903835625.1	GCF_001556735.1	97-100	test	99.9000	strict	
GCA_903835645.1__GCA_903913395.1	GCA_903835645.1	GCA_903913395.1	97-100	test	99.9700	strict	
GCA_903835775.1__GCA_903889485.1	GCA_903835775.1	GCA_903889485.1	97-100	train	99.9800	strict	
GCA_903836845.1__GCA_903927055.1	GCA_903836845.1	GCA_903927055.1	97-100	train	99.3900	strict	
GCA_903837735.1__GCA_903890355.1	GCA_903837735.1	GCA_903890355.1	97-100	train	99.9200	strict	
GCA_903837745.1__GCA_903896815.1	GCA_903837745.1	GCA_903896815.1	97-100	train	99.9900	strict	
GCA_903838455.1__GCA_903852975.1	GCA_903838455.1	GCA_903852975.1	97-100	train	99.7400	strict	
GCA_903838755.1__GCA_903863065.1	GCA_903838755.1	GCA_903863065.1	97-100	train	99.8900	strict	
GCA_903840365.1__GCA_903887125.1	GCA_903840365.1	GCA_903887125.1	97-100	test	99.3500	strict	
GCA_903840645.1__GCA_903879355.1	GCA_903840645.1	GCA_903879355.1	97-100	train	99.9000	strict	
GCA_903840985.1__GCA_903860905.1	GCA_903840985.1	GCA_903860905.1	97-100	train	99.9500	strict	
GCA_903841485.1__GCA_903845655.1	GCA_903841485.1	GCA_903845655.1	97-100	train	99.6400	strict	
GCA_903841725.1__GCA_903940335.1	GCA_903841725.1	GCA_903940335.1	97-100	test	98.5600	strict	
GCA_903841775.1__GCA_903921765.1	GCA_903841775.1	GCA_903921765.1	97-100	train	99.8600	strict	
GCA_903841905.1__GCA_903849655.1	GCA_903841905.1	GCA_903849655.1	97-100	train	98.8000	strict	
GCA_903842645.1__GCA_903876355.1	GCA_903842645.1	GCA_903876355.1	97-100	train	99.5200	strict	
GCA_903842815.1__GCA_903907685.1	GCA_903842815.1	GCA_903907685.1	97-100	train	99.6900	strict	
GCA_903843165.1__GCA_903889485.1	GCA_903843165.1	GCA_903889485.1	97-100	train	99.9900	strict	
GCA_903845385.1__GCA_903924745.1	GCA_903845385.1	GCA_903924745.1	97-100	train	99.0600	strict	
GCA_903846065.1__GCA_903913255.1	GCA_903846065.1	GCA_903913255.1	97-100	train	99.9000	strict	
GCA_903846165.1__GCA_903875755.1	GCA_903846165.1	GCA_903875755.1	97-100	train	99.9800	strict	
GCA_903846515.1__GCA_903857725.1	GCA_903846515.1	GCA_903857725.1	97-100	train	99.9300	strict	
GCA_903848135.1__GCA_903910075.1	GCA_903848135.1	GCA_903910075.1	97-100	train	99.7400	strict	
GCA_903848195.1__GCA_903856835.1	GCA_903848195.1	GCA_903856835.1	97-100	train	99.9800	strict	
GCA_903852115.1__GCA_903911315.1	GCA_903852115.1	GCA_903911315.1	97-100	train	99.8900	strict	
GCA_903853235.1__GCA_903994335.1	GCA_903853235.1	GCA_903994335.1	97-100	test	99.7000	strict	
GCA_903855505.1__GCA_903866945.1	GCA_903855505.1	GCA_903866945.1	97-100	train	99.9700	strict	
GCA_903858065.1__GCA_903926905.1	GCA_903858065.1	GCA_903926905.1	97-100	train	99.9200	strict	
GCA_903858135.1__GCA_903927455.1	GCA_903858135.1	GCA_903927455.1	97-100	train	99.7400	strict	
GCA_903858535.1__GCA_903912005.1	GCA_903858535.1	GCA_903912005.1	97-100	train	99.9100	strict	
GCA_903858805.1__GCA_903918775.1	GCA_903858805.1	GCA_903918775.1	97-100	train	99.9700	strict	
GCA_903860385.1__GCA_903884195.1	GCA_903860385.1	GCA_903884195.1	97-100	train	99.9600	strict	
GCA_903861095.1__GCA_903880705.1	GCA_903861095.1	GCA_903880705.1	97-100	train	99.7900	strict	
GCA_903861215.1__GCA_903867005.1	GCA_903861215.1	GCA_903867005.1	97-100	test	99.9800	strict	
GCA_903861635.1__GCA_903883725.1	GCA_903861635.1	GCA_903883725.1	97-100	test	99.9000	strict	
GCA_903862675.1__GCA_903863635.1	GCA_903862675.1	GCA_903863635.1	97-100	test	99.9800	strict	
GCA_903862685.1__GCA_903925335.1	GCA_903862685.1	GCA_903925335.1	97-100	train	99.5800	strict	
GCA_903863065.1__GCA_903909105.1	GCA_903863065.1	GCA_903909105.1	97-100	train	99.8100	strict	
GCA_903863355.1__GCA_903872275.1	GCA_903863355.1	GCA_903872275.1	97-100	test	99.7200	strict	
GCA_903863915.1__GCA_903915755.1	GCA_903863915.1	GCA_903915755.1	97-100	train	99.9600	strict	
GCA_903866155.1__GCA_903874165.1	GCA_903866155.1	GCA_903874165.1	97-100	train	99.9900	strict	
GCA_903866795.1__GCA_903906845.1	GCA_903866795.1	GCA_903906845.1	97-100	train	99.1400	strict	
GCA_903867395.1__GCA_903907685.1	GCA_903867395.1	GCA_903907685.1	97-100	train	99.6200	strict	
GCA_903867425.1__GCA_903894415.1	GCA_903867425.1	GCA_903894415.1	97-100	test	99.9000	strict	
GCA_903867725.1__GCA_903927455.1	GCA_903867725.1	GCA_903927455.1	97-100	train	99.6700	strict	
GCA_903869215.1__GCA_903915505.1	GCA_903869215.1	GCA_903915505.1	97-100	train	99.4500	strict	
GCA_903869585.1__GCA_903877865.1	GCA_903869585.1	GCA_903877865.1	97-100	test	99.6800	strict	
GCA_903870845.1__GCA_903881525.1	GCA_903870845.1	GCA_903881525.1	97-100	train	99.8400	strict	
GCA_903871115.1__GCA_903880575.1	GCA_903871115.1	GCA_903880575.1	97-100	test	99.8400	strict	
GCA_903871835.1__GCA_903873465.1	GCA_903871835.1	GCA_903873465.1	97-100	test	99.9600	strict	
GCA_903872085.1__GCA_903885725.1	GCA_903872085.1	GCA_903885725.1	97-100	train	98.5200	strict	
GCA_903872635.1__GCA_903912815.1	GCA_903872635.1	GCA_903912815.1	97-100	train	99.9800	strict	
GCA_903874835.1__GCA_903925215.1	GCA_903874835.1	GCA_903925215.1	97-100	train	99.5800	strict	
GCA_903877425.1__GCA_903939505.1	GCA_903877425.1	GCA_903939505.1	97-100	test	98.7600	strict	
GCA_903881285.1__GCA_903902575.1	GCA_903881285.1	GCA_903902575.1	97-100	train	99.8500	strict	
GCA_903881995.1__GCA_903918775.1	GCA_903881995.1	GCA_903918775.1	97-100	train	99.9700	strict	
GCA_903882135.1__GCA_903929605.1	GCA_903882135.1	GCA_903929605.1	97-100	train	99.7700	strict	
GCA_903883795.1__GCA_903893395.1	GCA_903883795.1	GCA_903893395.1	97-100	test	99.4300	strict	
GCA_903884405.1__GCA_903919345.1	GCA_903884405.1	GCA_903919345.1	97-100	train	99.9800	strict	
GCA_903884495.1__GCA_903909105.1	GCA_903884495.1	GCA_903909105.1	97-100	train	99.8300	strict	
GCA_903885735.1__GCA_903948135.1	GCA_903885735.1	GCA_903948135.1	97-100	train	99.9600	strict	
GCA_903886145.1__GCA_903904315.1	GCA_903886145.1	GCA_903904315.1	97-100	test	97.5000	strict	
GCA_903888535.1__GCA_903911155.1	GCA_903888535.1	GCA_903911155.1	97-100	train	99.7700	strict	
GCA_903888535.1__GCA_903932365.1	GCA_903888535.1	GCA_903932365.1	97-100	train	99.6400	strict	
GCA_903890015.1__GCA_903892685.1	GCA_903890015.1	GCA_903892685.1	97-100	test	98.2600	strict	
GCA_903891225.1__GCA_903925225.1	GCA_903891225.1	GCA_903925225.1	97-100	train	99.5800	strict	
GCA_903892685.1__GCA_903898705.1	GCA_903892685.1	GCA_903898705.1	97-100	test	99.7700	strict	
GCA_903893435.1__GCA_903901065.1	GCA_903893435.1	GCA_903901065.1	97-100	test	99.8700	strict	
GCA_903893645.1__GCA_903895425.1	GCA_903893645.1	GCA_903895425.1	97-100	train	99.9800	strict	
GCA_903894925.1__GCA_903915765.1	GCA_903894925.1	GCA_903915765.1	97-100	train	98.6100	strict	
GCA_903897175.1__GCA_903910525.1	GCA_903897175.1	GCA_903910525.1	97-100	train	99.7600	strict	
GCA_903897835.1__GCA_903913455.1	GCA_903897835.1	GCA_903913455.1	97-100	train	99.8500	strict	
GCA_903897845.1__GCA_903911875.1	GCA_903897845.1	GCA_903911875.1	97-100	train	99.4700	strict	
GCA_903898885.1__GCA_903913235.1	GCA_903898885.1	GCA_903913235.1	97-100	train	99.5300	strict	
GCA_903900855.1__GCA_903924875.1	GCA_903900855.1	GCA_903924875.1	97-100	train	99.7200	strict	
GCA_903903105.1__GCA_903994335.1	GCA_903903105.1	GCA_903994335.1	97-100	test	99.6700	strict	
GCA_903903505.1__GCA_903905345.1	GCA_903903505.1	GCA_903905345.1	97-100	train	99.9900	strict	
GCA_903904465.1__GCA_903930105.1	GCA_903904465.1	GCA_903930105.1	97-100	train	99.9100	strict	
GCA_903905175.1__GCA_903908075.1	GCA_903905175.1	GCA_903908075.1	97-100	train	99.1400	strict	
GCA_903905525.1__GCA_903921315.1	GCA_903905525.1	GCA_903921315.1	97-100	train	99.1800	strict	
GCA_903907025.1__GCA_903950355.1	GCA_903907025.1	GCA_903950355.1	97-100	train	99.8400	strict	
GCA_903907545.1__GCA_903912215.1	GCA_903907545.1	GCA_903912215.1	97-100	test	99.8100	strict	
GCA_903909205.1__GCA_903958055.1	GCA_903909205.1	GCA_903958055.1	97-100	train	98.6800	strict	
GCA_903910525.1__GCA_903921375.1	GCA_903910525.1	GCA_903921375.1	97-100	train	99.7600	strict	
GCA_903911155.1__GCA_903932365.1	GCA_903911155.1	GCA_903932365.1	97-100	train	99.6500	strict	
GCA_903911365.1__GCA_903921545.1	GCA_903911365.1	GCA_903921545.1	97-100	test	99.4500	strict	
GCA_903913395.1__GCA_903929275.1	GCA_903913395.1	GCA_903929275.1	97-100	test	99.9200	strict	
GCA_903914725.1__GCA_903927785.1	GCA_903914725.1	GCA_903927785.1	97-100	train	98.7800	strict	
GCA_903915245.1__GCA_903925895.1	GCA_903915245.1	GCA_903925895.1	97-100	train	99.5400	strict	
GCA_903916585.1__GCA_903924425.1	GCA_903916585.1	GCA_903924425.1	97-100	test	99.7400	strict	
GCA_903922225.1__GCA_903926485.1	GCA_903922225.1	GCA_903926485.1	97-100	test	99.9200	strict	
GCA_903933355.1__GCA_903960955.1	GCA_903933355.1	GCA_903960955.1	97-100	train	99.0700	strict	
GCA_903933745.1__GCA_903960435.1	GCA_903933745.1	GCA_903960435.1	97-100	test	99.8500	strict	
GCA_903933835.1__GCA_903936745.1	GCA_903933835.1	GCA_903936745.1	97-100	train	99.8700	strict	
GCA_903937105.1__GCA_903939605.1	GCA_903937105.1	GCA_903939605.1	97-100	test	99.8500	strict	
GCA_903937715.1__GCA_903945645.1	GCA_903937715.1	GCA_903945645.1	97-100	test	99.5800	strict	
GCA_903938505.1__GCA_903944685.1	GCA_903938505.1	GCA_903944685.1	97-100	train	99.4700	strict	
GCA_903938865.1__GCA_903953635.1	GCA_903938865.1	GCA_903953635.1	97-100	train	99.0800	strict	
GCA_903939585.1__GCA_903959885.1	GCA_903939585.1	GCA_903959885.1	97-100	train	99.6300	strict	
GCA_903940335.1__GCA_903959055.1	GCA_903940335.1	GCA_903959055.1	97-100	test	99.7800	strict	
GCA_903943905.1__GCA_903960655.1	GCA_903943905.1	GCA_903960655.1	97-100	train	99.5300	strict	
GCA_903944965.1__GCA_903958415.1	GCA_903944965.1	GCA_903958415.1	97-100	train	99.9300	strict	
GCA_903945405.1__GCA_903951815.1	GCA_903945405.1	GCA_903951815.1	97-100	test	99.9800	strict	
GCA_903949315.1__GCA_903951805.1	GCA_903949315.1	GCA_903951805.1	97-100	train	99.9700	strict	
GCA_903950175.1__GCA_903953075.1	GCA_903950175.1	GCA_903953075.1	97-100	test	99.9700	strict	
GCA_903950265.1__GCA_903955405.1	GCA_903950265.1	GCA_903955405.1	97-100	train	99.3900	strict	
GCA_903951895.1__GCA_903954235.1	GCA_903951895.1	GCA_903954235.1	97-100	test	99.6800	strict	
GCA_903953795.1__GCA_903959245.1	GCA_903953795.1	GCA_903959245.1	97-100	train	99.7600	strict	
GCA_903955405.1__GCA_903960955.1	GCA_903955405.1	GCA_903960955.1	97-100	train	98.4700	strict	
GCA_903955645.1__GCA_903958725.1	GCA_903955645.1	GCA_903958725.1	97-100	test	99.5700	strict	
GCA_904373315.1__GCA_905214395.1	GCA_904373315.1	GCA_905214395.1	97-100	train	97.0800	strict	
GCA_904385455.1__GCA_905209125.1	GCA_904385455.1	GCA_905209125.1	97-100	train	97.9300	strict	
GCA_904390505.1__GCA_904394675.1	GCA_904390505.1	GCA_904394675.1	97-100	train	98.5600	strict	
GCA_904392065.1__GCA_904418945.1	GCA_904392065.1	GCA_904418945.1	97-100	test	98.8300	strict	
GCA_904394205.1__GCA_904419795.1	GCA_904394205.1	GCA_904419795.1	97-100	train	98.7700	strict	
GCA_904418855.1__GCA_904420475.1	GCA_904418855.1	GCA_904420475.1	97-100	test	98.4300	strict	
GCA_904418865.1__GCA_905214975.1	GCA_904418865.1	GCA_905214975.1	97-100	train	99.5100	strict	
GCA_904418895.1__GCA_904419325.1	GCA_904418895.1	GCA_904419325.1	97-100	train	98.6300	strict	
GCA_904420165.1__GCA_905210585.1	GCA_904420165.1	GCA_905210585.1	97-100	train	99.1800	strict	
GCA_905182205.1__GCA_905478585.1	GCA_905182205.1	GCA_905478585.1	97-100	test	98.1700	strict	
GCA_905192665.1__GCF_000312405.1	GCA_905192665.1	GCF_000312405.1	97-100	train	98.3100	strict	
GCA_905192665.1__GCF_001437235.1	GCA_905192665.1	GCF_001437235.1	97-100	train	97.3100	strict	
GCA_905200605.1__GCF_007833235.1	GCA_905200605.1	GCF_007833235.1	97-100	train	99.1300	strict	
GCA_905205595.1__GCF_014385405.1	GCA_905205595.1	GCF_014385405.1	97-100	train	98.6100	strict	
GCA_905208865.1__GCA_910573935.1	GCA_905208865.1	GCA_910573935.1	97-100	train	98.9300	strict	
GCA_905209245.1__GCF_003471485.1	GCA_905209245.1	GCF_003471485.1	97-100	test	99.3600	strict	
GCA_905210685.1__GCF_003358645.1	GCA_905210685.1	GCF_003358645.1	97-100	train	99.5600	strict	
GCA_905212895.1__GCF_003570845.1	GCA_905212895.1	GCF_003570845.1	97-100	test	99.6400	strict	
GCA_905214355.1__GCA_905373145.1	GCA_905214355.1	GCA_905373145.1	97-100	train	99.4800	strict	
GCA_905373635.1__GCF_900610365.1	GCA_905373635.1	GCF_900610365.1	97-100	train	99.5800	strict	
GCA_905373865.1__GCF_000293155.1	GCA_905373865.1	GCF_000293155.1	97-100	test	99.1700	strict	
GCA_905373865.1__GCF_013394805.1	GCA_905373865.1	GCF_013394805.1	97-100	test	99.1300	strict	
GCA_905618875.1__GCA_905620435.1	GCA_905618875.1	GCA_905620435.1	97-100	train	98.0100	low-AF	
GCA_910575785.1__GCA_910585185.1	GCA_910575785.1	GCA_910585185.1	97-100	test	99.5600	strict	
GCA_910575905.1__GCA_910584755.1	GCA_910575905.1	GCA_910584755.1	97-100	test	99.1800	low-AF	
GCA_910575925.1__GCA_910576265.1	GCA_910575925.1	GCA_910576265.1	97-100	train	99.6900	strict	
GCA_910584015.1__GCF_902386305.1	GCA_910584015.1	GCF_902386305.1	97-100	test	99.3600	strict	
GCF_000008225.1__GCF_000008405.1	GCF_000008225.1	GCF_000008405.1	97-100	train	98.3100	strict	
GCF_000010605.1__GCF_009862415.1	GCF_000010605.1	GCF_009862415.1	97-100	test	99.0900	strict	
GCF_000012185.1__GCF_900408185.1	GCF_000012185.1	GCF_900408185.1	97-100	train	97.3900	strict	
GCF_000012525.1__GCF_000817325.1	GCF_000012525.1	GCF_000817325.1	97-100	train	99.9900	strict	
GCF_000018245.1__GCF_002078315.1	GCF_000018245.1	GCF_002078315.1	97-100	test	99.5600	strict	
GCF_000022785.1__GCF_000277205.1	GCF_000022785.1	GCF_000277205.1	97-100	train	99.9700	strict	
GCF_000023685.1__GCF_900489655.1	GCF_000023685.1	GCF_900489655.1	97-100	train	99.9400	strict	
GCF_000025645.1__GCF_000518565.1	GCF_000025645.1	GCF_000518565.1	97-100	train	98.3600	strict	
GCF_000046685.1__GCF_000708945.1	GCF_000046685.1	GCF_000708945.1	97-100	train	99.8200	strict	
GCF_000093065.1__GCF_014879315.1	GCF_000093065.1	GCF_014879315.1	97-100	train	99.9600	strict	
GCF_000146525.1__GCF_900109835.1	GCF_000146525.1	GCF_900109835.1	97-100	train	97.4400	strict	
GCF_000154925.1__GCF_015767815.1	GCF_000154925.1	GCF_015767815.1	97-100	test	99.8600	strict	
GCF_000158435.2__GCF_900198355.1	GCF_000158435.2	GCF_900198355.1	97-100	test	97.0100	strict	
GCF_000160735.1__GCF_003664375.1	GCF_000160735.1	GCF_003664375.1	97-100	train	97.1900	low-AF	
GCF_000163595.1__GCF_016404565.1	GCF_000163595.1	GCF_016404565.1	97-100	train	99.7200	strict	
GCF_000163875.1__GCF_015767855.1	GCF_000163875.1	GCF_015767855.1	97-100	train	99.9800	strict	
GCF_000168015.1__GCF_902170545.1	GCF_000168015.1	GCF_902170545.1	97-100	train	99.0000	strict	
GCF_000170375.1__GCF_902829515.1	GCF_000170375.1	GCF_902829515.1	97-100	train	99.9800	strict	
GCF_000175995.1__GCF_001471395.2	GCF_000175995.1	GCF_001471395.2	97-100	test	99.9700	strict	
GCF_000179515.1__GCF_000567925.1	GCF_000179515.1	GCF_000567925.1	97-100	train	98.9500	strict	
GCF_000180015.1__GCF_901873565.1	GCF_000180015.1	GCF_901873565.1	97-100	train	98.4100	strict	
GCF_000185825.1__GCF_014131675.1	GCF_000185825.1	GCF_014131675.1	97-100	test	98.5700	strict	
GCF_000186145.1__GCF_019037115.1	GCF_000186145.1	GCF_019037115.1	97-100	train	98.3600	strict	
GCF_000195555.1__GCF_001608445.1	GCF_000195555.1	GCF_001608445.1	97-100	test	98.0100	strict	
GCF_000195735.1__GCF_000277165.1	GCF_000195735.1	GCF_000277165.1	97-100	train	99.9600	strict	
GCF_000204215.1__GCF_001428965.1	GCF_000204215.1	GCF_001428965.1	97-100	train	97.7900	strict	
GCF_000210615.1__GCF_015547135.1	GCF_000210615.1	GCF_015547135.1	97-100	train	98.6500	strict	
GCF_000216455.1__GCF_004770455.1	GCF_000216455.1	GCF_004770455.1	97-100	train	97.7000	strict	
GCF_000226455.1__GCF_009862985.1	GCF_000226455.1	GCF_009862985.1	97-100	train	100.0000	strict	
GCF_000226455.1__GCF_900236505.1	GCF_000226455.1	GCF_900236505.1	97-100	train	99.9800	strict	
GCF_000227355.1__GCF_009883755.1	GCF_000227355.1	GCF_009883755.1	97-100	test	99.9600	strict	
GCF_000236065.1__GCF_000828875.1	GCF_000236065.1	GCF_000828875.1	97-100	train	98.1400	strict	
GCF_000236065.1__GCF_001988975.1	GCF_000236065.1	GCF_001988975.1	97-100	train	97.7500	strict	
GCF_000237145.1__GCF_002717025.1	GCF_000237145.1	GCF_002717025.1	97-100	train	99.9900	strict	
GCF_000238895.1__GCF_002836155.1	GCF_000238895.1	GCF_002836155.1	97-100	train	97.6900	strict	
GCF_000239355.1__GCF_902388165.1	GCF_000239355.1	GCF_902388165.1	97-100	test	100.0000	strict	
GCF_000245715.1__GCF_013394225.1	GCF_000245715.1	GCF_013394225.1	97-100	test	97.9000	strict	
GCF_000259345.1__GCF_000825665.2	GCF_000259345.1	GCF_000825665.2	97-100	test	98.9600	low-AF	
GCF_000261545.1__GCF_018129855.1	GCF_000261545.1	GCF_018129855.1	97-100	train	99.8400	strict	
GCF_000271825.1__GCF_005862185.2	GCF_000271825.1	GCF_005862185.2	97-100	test	98.8100	strict	
