pairid	band	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCA_902762005.1__GCA_902804085.1	97-100	497	244	2025363	1032004	0.509540265127782
GCA_902762075.1__GCA_902784875.1	97-100	467	207	2087509	891792	0.4272039066657916
GCA_902765195.1__GCA_902777035.1	97-100	493	215	1819769	793679	0.4361427192132628
GCA_902765375.1__GCA_902789945.1	97-100	324	132	3602724	1659835	0.46071666883169515
GCA_902767165.1__GCA_902794265.1	97-100	534	281	2168949	1085176	0.5003234285361251
GCA_902769435.1__GCA_902796715.1	97-100	317	165	1671805	904450	0.5410020905548195
GCA_902770705.1__GCA_902800995.1	97-100	431	218	2449423	1273161	0.5197799645059265
GCA_902773575.1__GCA_902780355.1	97-100	242	97	1781879	663053	0.3721088805693316
GCA_902773775.1__GCA_902778155.1	97-100	361	203	2161511	1213397	0.5613651746394074
GCA_902774745.1__GCA_902802715.1	97-100	486	215	2247553	1005081	0.4471890095583953
GCA_902774865.1__GCA_902780355.1	97-100	191	72	1752879	536556	0.3060998505886601
GCA_902775235.1__GCA_902785255.1	97-100	369	158	2453206	1094097	0.4459865987609683
GCA_902775235.1__GCA_905234415.1	97-100	499	249	2247862	1127699	0.5016762594856802
GCA_902775865.1__GCA_902776445.1	97-100	502	190	1495969	472089	0.3155740526708775
GCA_902776005.1__GCA_902779955.1	97-100	358	154	2008582	814431	0.4054756041824531
GCA_902776485.1__GCA_902798175.1	97-100	237	91	1560122	522825	0.33511802282129216
GCA_902776905.1__GCA_902780715.1	97-100	91	41	2764756	1109254	0.4012122588756476
GCA_902777045.1__GCA_902794495.1	97-100	448	197	2224638	838421	0.3768797440302647
GCA_902777565.1__GCA_902779155.1	97-100	347	196	1775202	991358	0.5584479963406981
GCA_902777795.1__GCA_902789235.1	97-100	443	180	2639082	1082679	0.41024833635332286
GCA_902777795.1__GCA_902795505.1	97-100	393	153	2211614	827261	0.37405306712654196
GCA_902780715.1__GCA_902802785.1	97-100	96	46	2824791	1186056	0.41987389509524775
GCA_902780875.1__GCA_902799165.1	97-100	304	157	2550753	1252593	0.491067931704873
GCA_902781035.1__GCA_902793215.1	97-100	393	171	1418780	560597	0.3951260942499894
GCA_902782365.1__GCA_902794985.1	97-100	522	237	1878708	806481	0.42927426720916717
GCA_902783145.1__GCA_905206315.1	97-100	166	109	944922	614572	0.6503944240900307
GCA_902785255.1__GCA_905234415.1	97-100	539	237	2221423	955529	0.4301427508403397
GCA_902786785.1__GCA_902795405.1	97-100	448	211	2365420	1172152	0.4955365220552798
GCA_902788065.1__GCA_902794915.1	97-100	265	143	2318653	1175301	0.5068895604473804
GCA_902789235.1__GCA_902795505.1	97-100	364	110	2390453	697634	0.2918417555166322
GCA_902789405.1__GCA_902790165.1	97-100	463	233	2309414	1154880	0.5000749107782321
GCA_902793825.1__GCA_902794885.1	97-100	429	196	2417868	849338	0.35127558659116215
GCA_902796015.1__GCA_902802235.1	97-100	529	285	1569348	881473	0.5616810293191822
GCA_902796665.1__GCA_905196945.1	97-100	160	71	1427502	715137	0.5009709268358293
GCA_903813955.1__GCA_903819315.1	97-100	240	119	1367807	665594	0.48661397404750817
GCA_903819625.1__GCA_903831365.1	97-100	1046	505	2635110	1312263	0.49799173469039243
GCA_903819625.1__GCA_903917195.1	97-100	969	497	3069524	1519763	0.4951135746128716
GCA_903820535.1__GCA_903864235.1	97-100	75	18	3579000	835356	0.2334048616932104
GCA_903820865.1__GCA_903867635.1	97-100	31	10	2813074	927641	0.3297606106344874
GCA_903820925.1__GCA_903860705.1	97-100	443	181	1975552	824828	0.4175177368148244
GCA_903821125.1__GCA_903860895.1	97-100	179	83	1252711	517439	0.41305536552325317
GCA_903821435.1__GCA_903829215.1	97-100	345	163	2537559	1107241	0.43634098753960004
GCA_903822265.1__GCA_903879655.1	97-100	368	151	2290638	903489	0.39442679288477706
GCA_903823235.1__GCA_903861095.1	97-100	115	57	966258	511059	0.5289053234229367
GCA_903823235.1__GCA_903880705.1	97-100	135	57	1137511	413312	0.3633476950992122
GCA_903823705.1__GCA_903841775.1	97-100	330	170	2389267	1336991	0.5595820810315465
GCA_903823795.1__GCA_903927125.1	97-100	822	422	2939692	1465814	0.49862842774004895
GCA_903824535.1__GCA_903872325.1	97-100	229	115	827948	429063	0.5182245744901853
GCA_903824795.1__GCA_903958965.1	97-100	378	196	3544454	1798368	0.5073751838788146
GCA_903825025.1__GCA_903838545.1	97-100	86	36	3496090	1211827	0.3466235136967298
GCA_903825235.1__GCA_903885335.1	97-100	356	172	2668893	1228721	0.4603860102297095
GCA_903825745.1__GCA_903830245.1	97-100	25	6	2811190	243217	0.08651745346276844
GCA_903826655.1__GCA_903871525.1	97-100	212	102	718561	372396	0.518252451775145
GCA_903827795.1__GCA_903837615.1	97-100	68	18	3333215	911881	0.27357401187742164
GCA_903828555.1__GCA_903857535.1	97-100	586	293	2685520	1332353	0.4961247728559087
GCA_903828755.1__GCA_903856135.1	97-100	53	19	1151210	351296	0.3051537078378402
GCA_903829055.1__GCA_903874865.1	97-100	153	71	3105828	1321130	0.42537126975479644
GCA_903829375.1__GCA_903890005.1	97-100	207	99	5580215	2674933	0.4793602038631128
GCA_903829985.1__GCA_903860435.1	97-100	153	71	604051	268826	0.4450385811794037
GCA_903831435.1__GCA_903929145.1	97-100	341	49	2575282	367067	0.1425346816387487
GCA_903832185.1__GCA_903837215.1	97-100	263	106	2618903	1036349	0.3957187417785233
GCA_903832305.1__GCA_903909335.1	97-100	358	178	2585299	1270101	0.49127818484438357
GCA_903832365.1__GCA_903909945.1	97-100	625	307	3326658	1656795	0.49803586662650623
GCA_903832485.1__GCA_903837715.1	97-100	116	55	731752	358953	0.4905391444095814
GCA_903833365.1__GCA_903896845.1	97-100	709	373	1989410	1047174	0.5263741511302346
GCA_903833645.1__GCA_903931025.1	97-100	998	516	2971800	1487595	0.5005703613971331
GCA_903833765.1__GCA_903903895.1	97-100	33	12	1571385	663923	0.422508169544701
GCA_903834125.1__GCA_903897835.1	97-100	1059	520	2790140	1338014	0.4795508469109077
GCA_903834125.1__GCA_903913455.1	97-100	1021	495	3026002	1458108	0.48185956255151186
GCA_903835245.1__GCA_903839075.1	97-100	28	5	2989824	413326	0.13824425785598082
GCA_903835475.1__GCA_903930525.1	97-100	922	445	4466018	2199288	0.492449425864383
GCA_903835625.1__GCF_001556735.1	97-100	829	414	3719959	1895926	0.5096631441368037
GCA_903835645.1__GCA_903913395.1	97-100	146	53	5514896	2373177	0.4303212608179737
GCA_903835775.1__GCA_903889485.1	97-100	134	68	3641617	1846631	0.5070909433913561
GCA_903836845.1__GCA_903927055.1	97-100	1097	533	2998717	1467036	0.48922122360996384
GCA_903837735.1__GCA_903890355.1	97-100	934	434	6246178	2845486	0.45555634181414617
GCA_903837745.1__GCA_903896815.1	97-100	58	26	876714	260558	0.2971984022155458
GCA_903838455.1__GCA_903852975.1	97-100	233	125	2040428	1055387	0.5172380500561646
GCA_903838755.1__GCA_903863065.1	97-100	488	222	3481883	1683587	0.48352773484921807
GCA_903840365.1__GCA_903887125.1	97-100	330	170	889102	472203	0.5311010435248149
GCA_903840645.1__GCA_903879355.1	97-100	1191	581	4548630	2245599	0.49368689033840957
GCA_903840985.1__GCA_903860905.1	97-100	455	204	4498597	1996216	0.44374190442042266
GCA_903841485.1__GCA_903845655.1	97-100	208	104	1490360	706087	0.47376942483695217
GCA_903841725.1__GCA_903940335.1	97-100	381	193	1386899	680311	0.4905267074242609
GCA_903841775.1__GCA_903921765.1	97-100	517	238	2182408	1040614	0.4768191832141378
GCA_903841905.1__GCA_903849655.1	97-100	1325	612	3345592	1532198	0.4579751505862042
GCA_903842645.1__GCA_903876355.1	97-100	1048	523	3758849	1942767	0.5168515681263067
GCA_903842815.1__GCA_903907685.1	97-100	820	385	4775648	2248545	0.4708355808468296
GCA_903843165.1__GCA_903889485.1	97-100	132	62	3629296	1745090	0.4808342995445949
GCA_903845385.1__GCA_903924745.1	97-100	223	121	1097106	671219	0.6118087039903164
GCA_903846065.1__GCA_903913255.1	97-100	105	59	879787	416547	0.4734634633155525
GCA_903846165.1__GCA_903875755.1	97-100	134	61	4294256	2210597	0.5147799758561203
GCA_903846515.1__GCA_903857725.1	97-100	408	169	4582998	1863213	0.40654894459914664
GCA_903848135.1__GCA_903910075.1	97-100	382	190	2696034	1267998	0.4703197363238001
GCA_903848195.1__GCA_903856835.1	97-100	234	95	3778370	1520671	0.4024674661295744
GCA_903852115.1__GCA_903911315.1	97-100	137	71	2303245	1048655	0.45529459523411536
GCA_903853235.1__GCA_903994335.1	97-100	193	107	1578002	1035215	0.6560289530685005
GCA_903855505.1__GCA_903866945.1	97-100	139	62	669505	307303	0.45900030619636895
GCA_903858065.1__GCA_903926905.1	97-100	194	74	2319069	953580	0.4111908701293493
GCA_903858135.1__GCA_903927455.1	97-100	626	320	2408323	1219150	0.5062236253193613
GCA_903858535.1__GCA_903912005.1	97-100	279	142	2707440	1453818	0.5369714564311675
GCA_903858805.1__GCA_903918775.1	97-100	239	93	6556485	2200460	0.33561580633525434
GCA_903860385.1__GCA_903884195.1	97-100	300	111	6277938	2653818	0.4227212820515271
GCA_903861095.1__GCA_903880705.1	97-100	97	50	1109998	618794	0.5574730765280658
GCA_903861215.1__GCA_903867005.1	97-100	89	39	747367	313243	0.41912875468143496
GCA_903861635.1__GCA_903883725.1	97-100	146	70	2281527	1162761	0.5096415690018132
GCA_903862675.1__GCA_903863635.1	97-100	57	15	3061224	582804	0.19038267046122728
GCA_903862685.1__GCA_903925335.1	97-100	479	220	1641889	749841	0.45669408833362063
GCA_903863065.1__GCA_903909105.1	97-100	620	284	3492369	1512633	0.43312519381543013
GCA_903863355.1__GCA_903872275.1	97-100	1324	669	5474286	2789209	0.5095110120296966
GCA_903863915.1__GCA_903915755.1	97-100	90	34	942669	309922	0.32877075622514373
GCA_903866155.1__GCA_903874165.1	97-100	94	43	974704	432864	0.44409790049081566
GCA_903866795.1__GCA_903906845.1	97-100	122	57	1064720	509920	0.4789240363663686
GCA_903867395.1__GCA_903907685.1	97-100	871	436	4675181	2349314	0.502507603448936
GCA_903867425.1__GCA_903894415.1	97-100	252	54	2045460	357919	0.17498215560314062
GCA_903867725.1__GCA_903927455.1	97-100	507	232	2533703	1215182	0.47960712048728676
GCA_903869215.1__GCA_903915505.1	97-100	1112	566	3395741	1700958	0.500909227176042
GCA_903869585.1__GCA_903877865.1	97-100	233	107	1516131	669761	0.4417566819753702
GCA_903870845.1__GCA_903881525.1	97-100	144	69	581351	294618	0.5067816173017677
GCA_903871115.1__GCA_903880575.1	97-100	197	106	884091	482713	0.5459992240617765
GCA_903871835.1__GCA_903873465.1	97-100	446	142	3457984	1092484	0.31593090077918234
GCA_903872085.1__GCA_903885725.1	97-100	270	127	932593	425915	0.4566997607745287
GCA_903872635.1__GCA_903912815.1	97-100	214	110	3506401	1660394	0.4735322628529937
GCA_903874835.1__GCA_903925215.1	97-100	238	109	1968025	895092	0.45481739307173435
GCA_903877425.1__GCA_903939505.1	97-100	494	238	1412883	652349	0.4617148058261017
GCA_903881285.1__GCA_903902575.1	97-100	184	70	1156339	451433	0.39039849040808966
GCA_903881995.1__GCA_903918775.1	97-100	257	98	6580022	2034690	0.3092223703811325
GCA_903882135.1__GCA_903929605.1	97-100	461	205	4191390	1973510	0.4708485729077943
GCA_903883795.1__GCA_903893395.1	97-100	225	100	1271629	555808	0.4370834575178767
GCA_903884405.1__GCA_903919345.1	97-100	191	87	801486	362293	0.45202661057086463
GCA_903884495.1__GCA_903909105.1	97-100	603	276	3578502	1492733	0.41713907104145814
GCA_903885735.1__GCA_903948135.1	97-100	275	114	3796830	1401906	0.36923064767187364
GCA_903886145.1__GCA_903904315.1	97-100	843	436	2884123	1452806	0.5037253959002442
GCA_903888535.1__GCA_903911155.1	97-100	477	233	4263657	1991396	0.4670628992904448
GCA_903888535.1__GCA_903932365.1	97-100	784	390	4121871	1978198	0.47992719810979045
GCA_903890015.1__GCA_903892685.1	97-100	461	225	2579341	1138294	0.44131194750907304
GCA_903891225.1__GCA_903925225.1	97-100	239	113	1800979	832835	0.46243459807138226
GCA_903892685.1__GCA_903898705.1	97-100	406	167	2743173	1028746	0.37502045988349986
GCA_903893435.1__GCA_903901065.1	97-100	224	115	840140	404406	0.4813554883709858
GCA_903893645.1__GCA_903895425.1	97-100	219	60	7112496	2012064	0.2828914068985065
GCA_903894925.1__GCA_903915765.1	97-100	725	341	2313342	1131984	0.48932842614710664
GCA_903897175.1__GCA_903910525.1	97-100	538	259	2723433	1343555	0.493331394603796
GCA_903897835.1__GCA_903913455.1	97-100	901	464	3071187	1606363	0.5230430449204168
GCA_903897845.1__GCA_903911875.1	97-100	473	238	2119446	1003183	0.4733232174823043
GCA_903898885.1__GCA_903913235.1	97-100	210	102	977156	478310	0.4894919542017856
GCA_903900855.1__GCA_903924875.1	97-100	151	76	1268735	577034	0.45481050022266273
GCA_903903105.1__GCA_903994335.1	97-100	229	124	1512698	962439	0.6362400161830055
GCA_903903505.1__GCA_903905345.1	97-100	312	159	2510137	1120804	0.44651108684506063
GCA_903904465.1__GCA_903930105.1	97-100	811	367	5613738	2452425	0.4368613212800455
GCA_903905175.1__GCA_903908075.1	97-100	1127	554	3891287	1860672	0.47816365125471344
GCA_903905525.1__GCA_903921315.1	97-100	435	207	1835778	925160	0.5039607185618304
GCA_903907025.1__GCA_903950355.1	97-100	554	285	4696026	2252147	0.47958571779628134
GCA_903907545.1__GCA_903912215.1	97-100	630	312	2293243	1127086	0.4914812778235887
GCA_903909205.1__GCA_903958055.1	97-100	485	220	1546474	747790	0.48354514851203445
GCA_903910525.1__GCA_903921375.1	97-100	343	171	2863713	1404402	0.4904129708528753
GCA_903911155.1__GCA_903932365.1	97-100	764	393	4437334	2173033	0.4897158969777799
GCA_903911365.1__GCA_903921545.1	97-100	918	434	3541789	1630276	0.46029732431830356
GCA_903913395.1__GCA_903929275.1	97-100	200	90	5348316	2660257	0.497400864122464
GCA_903914725.1__GCA_903927785.1	97-100	151	70	749766	381404	0.5086973802493044
GCA_903915245.1__GCA_903925895.1	97-100	1159	547	4003631	1881150	0.46986098369205354
GCA_903916585.1__GCA_903924425.1	97-100	668	327	3770092	1917023	0.5084817558828804
GCA_903922225.1__GCA_903926485.1	97-100	851	415	5210814	2509469	0.4815886730940694
GCA_903933355.1__GCA_903960955.1	97-100	724	356	2057972	1032412	0.5016647456816711
GCA_903933745.1__GCA_903960435.1	97-100	1132	547	6697452	3371061	0.5033348503281546
GCA_903933835.1__GCA_903936745.1	97-100	212	112	3659158	1976580	0.5401734497389836
GCA_903937105.1__GCA_903939605.1	97-100	76	42	1359639	857564	0.6307291862031025
GCA_903937715.1__GCA_903945645.1	97-100	574	281	2603732	1278237	0.49092494926513175
GCA_903938505.1__GCA_903944685.1	97-100	474	244	1720412	906101	0.5266767495227888
GCA_903938865.1__GCA_903953635.1	97-100	974	481	2942701	1520878	0.5168306260133123
GCA_903939585.1__GCA_903959885.1	97-100	593	296	1642140	809416	0.492903162945912
GCA_903940335.1__GCA_903959055.1	97-100	160	81	1501819	808411	0.5382879028697866
GCA_903943905.1__GCA_903960655.1	97-100	464	229	1551170	732463	0.47220033909887377
GCA_903944965.1__GCA_903958415.1	97-100	889	436	4066899	1934381	0.47564028514108664
GCA_903945405.1__GCA_903951815.1	97-100	105	28	2741419	604644	0.22055876901706745
GCA_903949315.1__GCA_903951805.1	97-100	437	227	4293284	2118004	0.4933295817374299
GCA_903950175.1__GCA_903953075.1	97-100	951	488	3270869	1640057	0.5014132329971026
GCA_903950265.1__GCA_903955405.1	97-100	646	331	1880205	957535	0.5092715953845458
GCA_903951895.1__GCA_903954235.1	97-100	622	276	2466970	1110407	0.4501096486783382
GCA_903953795.1__GCA_903959245.1	97-100	195	96	622129	327257	0.5260275602005372
GCA_903955405.1__GCA_903960955.1	97-100	665	339	2020063	992806	0.49147279070009203
GCA_903955645.1__GCA_903958725.1	97-100	737	359	2097969	1005193	0.4791267173156515
GCA_904373315.1__GCA_905214395.1	97-100	181	110	1381907	791222	0.5725580664979626
GCA_904385455.1__GCA_905209125.1	97-100	418	206	2007986	1058799	0.5272940149981126
GCA_904390505.1__GCA_904394675.1	97-100	228	97	1310854	479168	0.36553880142258405
GCA_904392065.1__GCA_904418945.1	97-100	253	104	2161958	810451	0.3748689845038618
GCA_904394205.1__GCA_904419795.1	97-100	272	114	1662089	756917	0.4554010043986814
GCA_904418855.1__GCA_904420475.1	97-100	443	193	2023068	807818	0.39930343419005193
GCA_904418865.1__GCA_905214975.1	97-100	91	44	1049604	544103	0.5183888399815549
GCA_904418895.1__GCA_904419325.1	97-100	333	169	2437261	1367631	0.5611344045631551
GCA_904420165.1__GCA_905210585.1	97-100	306	136	1496850	718741	0.480169021612052
GCA_905182205.1__GCA_905478585.1	97-100	61	22	1585167	337697	0.2130355981420254
GCA_905192665.1__GCF_000312405.1	97-100	140	91	1705068	1095552	0.6425268669636636
GCA_905192665.1__GCF_001437235.1	97-100	227	96	1658409	731110	0.44085023658217004
GCA_905200605.1__GCF_007833235.1	97-100	109	40	2270079	835526	0.368060318605652
GCA_905205595.1__GCF_014385405.1	97-100	219	118	2661839	1373297	0.5159203843658463
GCA_905208865.1__GCA_910573935.1	97-100	295	146	1952235	964015	0.4938006951007435
GCA_905209245.1__GCF_003471485.1	97-100	193	102	2084920	1196331	0.5738018724939087
GCA_905210685.1__GCF_003358645.1	97-100	245	133	4308673	2448245	0.5682132294560297
GCA_905212895.1__GCF_003570845.1	97-100	146	81	1088268	588961	0.5411911404176177
GCA_905214355.1__GCA_905373145.1	97-100	400	203	2528454	1342559	0.5309801958034436
GCA_905373635.1__GCF_900610365.1	97-100	121	74	1698488	1115181	0.6565727870906359
GCA_905373865.1__GCF_000293155.1	97-100	77	36	1503269	779809	0.5187421545977466
GCA_905373865.1__GCF_013394805.1	97-100	74	25	1498567	517228	0.3451483984366398
GCA_905618875.1__GCA_905620435.1	97-100	68	33	358892	134909	0.3759041717285423
GCA_910575785.1__GCA_910585185.1	97-100	223	93	2788188	1272933	0.4565448958248153
GCA_910575905.1__GCA_910584755.1	97-100	313	177	3324592	2061796	0.6201651210133454
GCA_910575925.1__GCA_910576265.1	97-100	297	141	4783958	2031577	0.4246644723887626
GCA_910584015.1__GCF_902386305.1	97-100	129	59	1602209	669713	0.4179935326789451
GCF_000008225.1__GCF_000008405.1	97-100	44	10	859994	247674	0.28799503252348274
GCF_000010605.1__GCF_009862415.1	97-100	244	118	7969431	4250044	0.5332932802856314
GCF_000012185.1__GCF_900408185.1	97-100	174	97	1653123	971495	0.5876725446321901
GCF_000012525.1__GCF_000817325.1	97-100	8	7	2737629	2548720	0.9309953978424396
GCF_000018245.1__GCF_002078315.1	97-100	114	33	1498173	636261	0.42469127397169754
GCF_000022785.1__GCF_000277205.1	97-100	3	0	1111383	0	0.0
GCF_000023685.1__GCF_900489655.1	97-100	8	0	1081049	0	0.0
GCF_000025645.1__GCF_000518565.1	97-100	253	163	2033226	1469386	0.7226870008547992
GCF_000046685.1__GCF_000708945.1	97-100	43	21	1575396	766916	0.48680839611119997
GCF_000093065.1__GCF_014879315.1	97-100	8	1	620526	17585	0.02833886090188002
GCF_000146525.1__GCF_900109835.1	97-100	257	144	1813985	1037987	0.5722136621857402
GCF_000154925.1__GCF_015767815.1	97-100	543	293	5265584	2817915	0.5351571639537039
GCF_000158435.2__GCF_900198355.1	97-100	393	204	2070937	1173467	0.5666357788769045
GCF_000160735.1__GCF_003664375.1	97-100	280	166	634916	411383	0.6479329549105709
GCF_000163595.1__GCF_016404565.1	97-100	135	51	4591033	1631587	0.35538559622638305
GCF_000163875.1__GCF_015767855.1	97-100	269	257	7414125	7037716	0.9492308262944043
GCF_000168015.1__GCF_902170545.1	97-100	484	255	4353558	2308976	0.5303652782390863
GCF_000170375.1__GCF_902829515.1	97-100	664	310	7069767	3059140	0.43270732967578707
GCF_000175995.1__GCF_001471395.2	97-100	108	60	4379451	2698189	0.6161021096023223
GCF_000179515.1__GCF_000567925.1	97-100	664	361	5647324	3147898	0.5574140955964276
GCF_000180015.1__GCF_901873565.1	97-100	223	105	1860104	755349	0.40607890741592945
GCF_000185825.1__GCF_014131675.1	97-100	289	78	2937777	673544	0.22926995479915596
GCF_000186145.1__GCF_019037115.1	97-100	348	240	4838649	3625293	0.7492366154271575
GCF_000195555.1__GCF_001608445.1	97-100	157	80	1750594	947325	0.5411448913911506
GCF_000195735.1__GCF_000277165.1	97-100	6	0	1130090	0	0.0
GCF_000204215.1__GCF_001428965.1	97-100	299	189	5133852	3531710	0.6879259472224755
GCF_000210615.1__GCF_015547135.1	97-100	445	229	1319720	700591	0.5308633649562028
GCF_000216455.1__GCF_004770455.1	97-100	254	146	3857930	1548131	0.4012854043489643
GCF_000226455.1__GCF_009862985.1	97-100	274	0	8861849	0	0.0
