q_acc	r_acc	skani_ani	skani_af_min	band	phylum
GCF_017743885.1	GCA_002703405.1	90.34	57.78	90-95	Proteobacteria
GCF_004114535.1	GCF_018129965.1	87.00	31.67	85-90	Proteobacteria
GCF_000220175.1	GCA_003569705.1	83.71	27.50	80-85	Thermoproteota
GCF_003947415.1	GCF_014654365.1	91.04	57.40	90-95	Actinobacteriota
GCA_900539945.1	GCF_003324185.1	86.32	24.77	85-90	Firmicutes_A
GCF_014621775.1	GCF_003086895.1	82.98	15.06	80-85	Proteobacteria
GCF_008271465.1	GCA_017303485.1	83.28	16.12	80-85	Proteobacteria
GCF_016342275.1	GCA_019209935.1	88.19	50.14	85-90	Actinobacteriota
GCF_003634225.1	GCF_017526105.1	87.50	27.43	85-90	Actinobacteriota
GCF_000968685.2	GCF_000147815.2	91.03	44.30	90-95	Actinobacteriota
GCA_900538365.1	GCF_000425045.1	92.30	72.35	90-95	Firmicutes_C
GCA_902575375.1	GCA_902521325.1	91.50	43.52	90-95	Proteobacteria
GCA_902635975.1	GCA_902635685.1	93.85	47.83	90-95	Proteobacteria
GCA_900550855.1	GCA_000434435.1	85.28	16.05	85-90	Firmicutes_A
GCF_900103455.1	GCF_003097515.1	89.67	41.56	85-90	Actinobacteriota
GCA_015233055.1	GCA_015233295.1	89.90	32.85	85-90	Desulfobacterota
GCF_018130065.1	GCF_018130165.1	94.29	69.67	90-95	Proteobacteria
GCA_001421185.1	GCA_002498285.1	86.61	32.37	85-90	Thermoplasmatota
GCF_015277735.1	GCF_013414195.1	84.54	22.94	80-85	Proteobacteria
GCA_900556785.1	GCA_900552445.1	89.14	28.32	85-90	Firmicutes_C
GCA_015257485.1	GCA_013333135.2	90.00	50.48	90-95	Patescibacteria
GCA_902622795.1	GCA_902526115.1	86.50	29.38	85-90	Proteobacteria
GCF_900112025.1	GCF_001865675.1	90.79	66.70	90-95	Proteobacteria
GCF_000690905.1	GCF_017976235.1	85.01	23.02	85-90	Proteobacteria
GCF_008011665.1	GCF_014931215.1	82.22	21.44	80-85	Campylobacterota
GCF_003610295.1	GCF_905220975.1	92.76	57.64	90-95	Proteobacteria
GCA_002309915.1	GCA_902774335.1	84.53	15.53	80-85	Bacteroidota
GCA_001773385.1	GCA_001773135.1	83.24	16.01	80-85	Patescibacteria
GCF_000520515.1	GCF_015751665.1	83.14	17.79	80-85	Actinobacteriota
GCF_008868175.1	GCF_000297395.2	84.81	15.32	80-85	Actinobacteriota
GCA_017448975.1	GCA_902764565.1	89.63	28.63	85-90	Firmicutes_A
GCF_007280555.1	GCF_003860465.1	94.34	69.42	90-95	Deinococcota
GCF_001426345.1	GCF_016698645.1	83.34	15.23	80-85	Proteobacteria
GCF_003480315.1	GCF_003478505.1	90.92	42.64	90-95	Firmicutes_A
GCF_900187605.1	GCF_000633255.1	89.01	52.77	85-90	Proteobacteria
GCF_003752465.1	GCF_000425105.1	86.00	27.87	85-90	Actinobacteriota
GCA_902596925.1	GCA_902543375.1	86.01	33.14	85-90	Proteobacteria
GCF_001307315.1	GCF_000739555.1	90.31	57.71	90-95	Halobacteriota
GCA_016712465.1	GCA_016212515.1	93.05	65.83	90-95	Cyanobacteria
GCA_017536475.1	GCA_017483305.1	89.57	47.33	85-90	Firmicutes_A
GCF_013276505.1	GCF_003943905.1	93.36	75.61	90-95	Firmicutes
GCF_002834225.1	GCA_905215855.1	94.99	69.89	90-95	Firmicutes_A
GCF_000466265.1	GCF_001064145.1	88.85	41.30	85-90	Actinobacteriota
GCA_910584465.1	GCA_910579435.1	85.25	19.83	85-90	Firmicutes_A
GCA_017962375.1	GCA_902769525.1	88.46	44.76	85-90	Bacteroidota
GCA_900542255.1	GCA_900538705.1	83.29	18.77	80-85	Bacteroidota
GCF_011753255.1	GCF_000413855.1	88.52	53.37	85-90	Proteobacteria
GCF_006715665.1	GCF_003060895.1	85.77	24.27	85-90	Proteobacteria
GCF_001418415.1	GCF_008632955.1	86.28	16.46	85-90	Actinobacteriota
GCA_009702925.1	GCA_009704505.1	84.60	29.44	80-85	Actinobacteriota
GCF_000731985.1	GCF_000337175.1	93.46	68.07	90-95	Halobacteriota
GCA_004962245.1	GCF_014843845.1	85.50	23.08	85-90	Proteobacteria
GCA_910587705.1	GCA_910574635.1	90.67	34.06	90-95	Firmicutes_A
GCA_012512055.1	GCA_012841305.1	88.54	37.00	85-90	Firmicutes_G
GCF_002001205.1	GCA_018780075.1	90.02	50.33	90-95	Proteobacteria
GCA_902599605.1	GCA_902582235.1	92.00	67.37	90-95	Proteobacteria
GCA_009728235.1	GCF_002953615.1	83.18	15.20	80-85	Actinobacteriota
GCF_003815835.1	GCA_002434285.1	87.08	32.64	85-90	Bacteroidota
GCA_017650925.1	GCA_017538635.1	88.39	22.68	85-90	UBA3054
GCF_000988205.1	GCF_016889765.1	85.03	24.04	85-90	Actinobacteriota
GCF_900111935.1	GCF_018623055.1	89.08	45.20	85-90	Halobacteriota
GCF_018882085.1	GCF_018687355.1	84.75	32.36	80-85	Proteobacteria
GCA_900546245.1	GCA_000433675.1	94.01	47.96	90-95	Firmicutes
GCA_003278925.1	GCA_902538695.1	93.75	43.19	90-95	Cyanobacteria
GCA_017962375.1	GCA_016285455.1	84.55	25.54	80-85	Bacteroidota
GCF_900109515.1	GCF_000499205.1	90.62	56.97	90-95	Firmicutes
GCF_014200505.1	GCA_014841595.1	94.35	80.35	90-95	Proteobacteria
GCA_004017535.1	GCA_000824785.1	90.53	53.24	90-95	Proteobacteria
GCF_900324475.1	GCF_001729805.1	92.00	75.87	90-95	Proteobacteria
GCF_004357905.1	GCF_013201605.1	91.21	70.27	90-95	Campylobacterota
GCF_014229645.1	GCF_014229245.1	88.63	54.42	85-90	Firmicutes
GCF_013280495.1	GCF_012844365.1	90.99	57.57	90-95	Actinobacteriota
GCF_001666835.1	GCF_010731655.1	88.79	55.20	85-90	Actinobacteriota
GCF_004684775.1	GCF_016905445.1	86.06	19.35	85-90	Actinobacteriota
GCF_005771675.1	GCF_003258365.1	91.95	63.92	90-95	Bacteroidota
GCF_001563495.1	GCF_900142785.1	83.02	15.14	80-85	Bacteroidota
GCA_007132365.1	GCA_007134675.1	87.09	24.16	85-90	Bacteroidota
GCF_002549775.1	GCA_900758465.1	84.78	16.39	80-85	Firmicutes_A
GCF_901543175.1	GCF_007475365.1	92.51	72.07	90-95	Firmicutes
GCF_900169265.1	GCF_011617245.1	84.56	19.77	80-85	Actinobacteriota
GCF_900105415.1	GCF_014649755.1	94.94	64.94	90-95	Actinobacteriota
GCA_902635335.1	GCA_902569245.1	89.52	32.84	85-90	Proteobacteria
GCF_001180025.1	GCA_902616165.1	89.00	33.69	85-90	Proteobacteria
GCF_007954355.1	GCF_014076845.1	84.54	23.85	80-85	Proteobacteria
GCF_003732425.1	GCF_019145475.1	87.75	43.97	85-90	Proteobacteria
GCA_003214315.1	GCA_003216755.1	91.28	65.91	90-95	Cyanobacteria
GCF_000008685.2	GCA_000808095.1	90.29	53.26	90-95	Spirochaetota
GCF_009805585.1	GCF_012221945.1	83.99	19.31	80-85	Actinobacteriota
GCF_000813845.1	GCF_006517815.1	85.83	36.60	85-90	Actinobacteriota
GCF_005869855.1	GCF_014698835.1	84.92	18.32	80-85	Cyanobacteria
GCA_003158455.1	GCA_003153015.1	84.35	17.92	80-85	Myxococcota
GCF_000756775.1	GCA_002345575.1	88.00	53.51	85-90	Proteobacteria
GCF_000383615.1	GCF_001484565.1	85.75	22.90	85-90	Actinobacteriota
GCF_008086165.1	GCA_002414705.1	83.86	19.33	80-85	Bacteroidota
GCF_002086485.1	GCF_000382405.1	86.00	19.48	85-90	Actinobacteriota
GCF_002954245.1	GCF_002929505.1	85.56	26.22	85-90	Actinobacteriota
GCA_017540385.1	GCA_902778895.1	86.05	15.07	85-90	Verrucomicrobiota
GCF_000794385.1	GCA_011053565.1	89.57	18.54	85-90	Deinococcota
GCF_015548375.1	GCA_905215755.1	94.27	64.97	90-95	Actinobacteriota
GCF_008868155.1	GCF_900090105.1	84.57	16.74	80-85	Actinobacteriota
GCF_002112385.1	GCF_003352875.1	91.81	72.83	90-95	Proteobacteria
GCF_000746395.1	GCF_018128905.1	85.25	20.40	85-90	Actinobacteriota
GCF_002847345.1	GCF_013449685.1	89.51	54.73	85-90	Proteobacteria
GCF_005222955.1	GCF_016612865.1	86.01	26.26	85-90	Actinobacteriota
GCA_018699415.1	GCA_009937405.1	89.29	45.22	85-90	Actinobacteriota
GCA_005503215.1	GCF_900108295.1	87.51	37.36	85-90	Proteobacteria
GCF_001280595.1	GCF_900109515.1	91.21	62.16	90-95	Firmicutes
GCA_902633125.1	GCA_902543295.1	94.25	59.69	90-95	Proteobacteria
GCA_902621205.1	GCA_902616855.1	93.76	59.84	90-95	Proteobacteria
GCF_002899455.1	GCA_002154585.1	92.37	53.72	90-95	Actinobacteriota
GCF_017347085.1	GCF_019173455.1	82.85	16.28	80-85	Actinobacteriota
GCF_006274605.1	GCF_000221185.1	90.52	50.35	90-95	Methanobacteriota_B
GCF_002795245.1	GCF_011602485.1	89.01	44.68	85-90	Proteobacteria
GCA_003210115.1	GCA_902615025.1	92.06	41.05	90-95	Proteobacteria
GCF_004365655.1	GCA_017989575.1	91.71	43.87	90-95	Bacteroidota
GCF_018881605.1	GCF_018687075.1	83.32	22.06	80-85	Proteobacteria
GCF_001484195.1	GCF_000265525.1	83.29	16.27	80-85	Methanobacteriota_B
GCA_017622255.1	GCA_017408885.1	89.08	20.73	85-90	Halobacteriota
GCA_016713505.1	GCA_002433805.1	82.88	15.56	80-85	Proteobacteria
GCF_001858025.1	GCF_000332135.1	89.79	39.48	85-90	Cyanobacteria
GCA_900546335.1	GCF_004353325.1	92.27	62.39	90-95	Firmicutes
GCF_016427455.1	GCF_016056375.1	83.47	17.49	80-85	Bacteroidota
GCF_003814835.1	GCA_900769095.1	86.90	19.28	85-90	Methanobacteriota
GCF_005938745.2	GCF_001552595.1	83.95	15.57	80-85	Actinobacteriota
GCF_008801605.1	GCF_001307275.1	92.08	67.42	90-95	Proteobacteria
GCA_014653605.1	GCA_014654265.1	94.60	67.18	90-95	Proteobacteria
GCA_900551605.1	GCA_900543945.1	93.00	54.95	90-95	Actinobacteriota
GCF_016802865.1	GCF_014201145.1	89.77	44.72	85-90	Actinobacteriota
GCF_001870435.1	GCF_900106045.1	84.53	20.23	80-85	Proteobacteria
GCF_002550035.1	GCF_002549755.1	84.34	17.14	80-85	Firmicutes_A
GCF_003584105.1	GCF_003058265.1	89.54	59.08	85-90	Bacteroidota
GCF_001750285.1	GCF_000970675.1	88.78	48.17	85-90	Firmicutes
GCF_000383935.1	GCF_001654495.1	86.80	26.63	85-90	Actinobacteriota
GCF_003663845.1	GCF_002979455.1	91.03	63.51	90-95	Bacteroidota
GCF_001428335.1	GCF_014764445.1	84.42	22.47	80-85	Actinobacteriota
GCF_004348445.1	GCF_018070075.1	94.30	64.35	90-95	Actinobacteriota
GCA_003281365.1	GCA_902525075.1	90.25	60.23	90-95	Cyanobacteria
GCF_000764645.1	GCF_000820225.1	93.08	71.25	90-95	Proteobacteria
GCA_004213965.1	GCA_002700405.1	91.48	58.29	90-95	Bacteroidota
GCF_000316195.1	GCF_001049755.1	87.29	42.62	85-90	Spirochaetota
GCA_017963125.1	GCA_902774115.1	87.61	36.22	85-90	UBP6
GCF_014256275.1	GCF_000014565.1	90.02	45.75	90-95	Actinobacteriota
GCF_002899455.1	GCA_014656175.1	92.75	62.71	90-95	Actinobacteriota
GCF_009496285.1	GCF_002355895.1	83.75	16.64	80-85	Firmicutes
GCA_003279105.1	GCF_017696205.1	91.50	69.99	90-95	Cyanobacteria
GCF_003426945.1	GCF_000794385.1	84.26	25.61	80-85	Deinococcota
GCF_902459555.1	GCF_902459745.1	94.87	76.08	90-95	Proteobacteria
GCA_016781885.1	GCA_902806075.1	87.50	24.82	85-90	Actinobacteriota
GCA_018373675.1	GCA_900764415.1	93.00	56.53	90-95	Actinobacteriota
GCF_000685215.1	GCF_000685235.1	86.00	40.33	85-90	Proteobacteria
GCF_012934885.1	GCF_003332325.1	83.12	19.46	80-85	Firmicutes
GCA_900544225.1	GCA_900543025.1	93.50	67.58	90-95	Actinobacteriota
GCA_902619495.1	GCA_902592655.1	87.02	23.11	85-90	Proteobacteria
GCA_900764755.1	GCA_003573975.1	91.64	44.65	90-95	Firmicutes_A
GCF_002941025.1	GCF_002910905.1	84.76	15.08	80-85	Actinobacteriota
GCA_902578805.1	GCA_902542765.1	89.55	26.84	85-90	Proteobacteria
GCF_016406305.1	GCF_002966515.1	86.01	26.56	85-90	Proteobacteria
GCF_006715495.1	GCF_016429215.1	84.78	20.86	80-85	Proteobacteria
GCF_000258175.1	GCF_000244975.1	85.54	27.84	85-90	Actinobacteriota
GCF_002836515.1	GCF_000282415.1	85.50	26.10	85-90	Proteobacteria
GCF_010468565.1	GCF_000224085.1	90.08	56.90	90-95	Bacteroidota
GCF_000981585.1	GCF_900102965.1	93.09	64.94	90-95	Firmicutes
GCF_006385575.1	GCF_002024885.1	91.60	71.59	90-95	Actinobacteriota
GCF_903970965.1	GCF_001463745.1	83.26	16.76	80-85	Proteobacteria
GCA_000405345.1	GCA_000405605.1	93.13	22.44	90-95	Atribacterota
GCF_006227205.1	GCF_900581005.1	87.52	42.23	85-90	Proteobacteria
GCF_002803075.1	GCF_002005565.1	84.77	17.04	80-85	Actinobacteriota
GCF_002549975.1	GCF_002549775.1	84.83	19.87	80-85	Firmicutes_A
GCF_000744885.1	GCF_001880325.1	84.93	29.84	80-85	Deinococcota
GCF_001426995.1	GCF_015354505.1	84.56	25.18	80-85	Actinobacteriota
GCA_017538795.1	GCA_905234275.1	84.74	16.87	80-85	Bacteroidota
GCF_003952425.1	GCA_000824785.1	90.52	51.44	90-95	Proteobacteria
GCA_002729695.1	GCA_002377695.1	83.04	17.31	80-85	Proteobacteria
GCF_018704125.1	GCF_000412695.1	84.51	21.00	80-85	Proteobacteria
GCA_902623495.1	GCA_902611845.1	93.51	70.09	90-95	Proteobacteria
GCF_003369445.1	GCF_001766675.1	86.00	29.92	85-90	Actinobacteriota
GCF_018326005.1	GCF_000282495.1	85.75	28.40	85-90	Proteobacteria
GCF_000716785.1	GCF_014873755.1	89.50	43.35	85-90	Actinobacteriota
GCA_002470605.1	GCA_903850885.1	90.91	63.18	90-95	Verrucomicrobiota
GCF_000620465.1	GCF_016466415.1	93.05	73.69	90-95	Proteobacteria
GCF_002087235.1	GCF_000444135.1	84.75	21.69	80-85	Proteobacteria
GCF_019195435.1	GCA_001725255.1	83.30	22.77	80-85	Proteobacteria
GCA_017517705.1	GCA_017481145.1	83.14	18.55	80-85	Bacteroidota
GCF_003234185.1	GCF_001705035.1	87.00	29.20	85-90	Actinobacteriota
GCF_003815975.1	GCF_000829375.1	87.30	40.73	85-90	Bacteroidota
GCA_004554585.1	GCA_019115545.1	85.36	19.23	85-90	Firmicutes_A
GCA_018366675.1	GCA_902363395.1	87.53	21.63	85-90	Firmicutes
GCF_900129835.1	GCF_000590475.1	82.80	18.79	80-85	Proteobacteria
GCF_000513215.1	GCF_001590905.1	83.21	19.26	80-85	Proteobacteria
GCF_009900745.1	GCF_000829375.1	86.32	33.23	85-90	Bacteroidota
GCF_003688595.1	GCF_004795835.1	90.02	42.90	90-95	Proteobacteria
GCA_900544435.1	GCF_003024685.1	92.95	49.50	90-95	Firmicutes
GCA_902546085.1	GCA_902525565.1	90.00	45.02	90-95	Proteobacteria
GCF_014650455.1	GCF_014649955.1	90.05	42.56	90-95	Actinobacteriota
GCF_001487165.1	GCA_900764225.1	87.86	19.41	85-90	Firmicutes_A
GCA_900554985.1	GCA_900545075.1	93.00	43.61	90-95	Actinobacteriota
GCA_902619375.1	GCA_902599045.1	83.03	20.06	80-85	Proteobacteria
GCA_905478035.1	GCA_000384935.1	82.96	18.69	80-85	Proteobacteria
GCF_001429545.1	GCF_001426375.1	91.04	47.81	90-95	Firmicutes
GCA_902802535.1	GCA_902785755.1	84.98	15.17	80-85	Bacteroidota
GCF_000487975.1	GCF_000368625.1	84.51	17.03	80-85	Proteobacteria
GCA_011525625.1	GCA_018242665.1	82.78	18.45	80-85	Nitrospirota
GCA_902574995.1	GCA_902527045.1	84.01	22.94	80-85	Proteobacteria
GCF_000381825.1	GCF_000377905.1	84.05	20.31	80-85	Proteobacteria
GCF_004745075.1	GCF_011617465.1	84.80	24.36	80-85	Actinobacteriota
GCF_003046425.1	GCF_000332415.1	81.90	15.34	80-85	Spirochaetota
GCF_000295855.1	GCF_000723385.1	87.56	43.47	85-90	Actinobacteriota
GCF_018130955.1	GCF_002266465.2	84.76	22.19	80-85	Proteobacteria
GCA_010024385.1	GCA_018969355.1	87.68	46.72	85-90	Actinobacteriota
GCF_002812725.1	GCF_002812805.1	87.59	33.33	85-90	Actinobacteriota
GCA_900551015.1	GCF_003469205.1	94.80	70.89	90-95	Actinobacteriota
GCF_000011465.1	GCA_902572065.1	87.31	24.49	85-90	Cyanobacteria
GCA_902628235.1	GCA_902624085.1	88.87	42.67	85-90	Cyanobacteria
GCF_002802985.1	GCF_000025345.1	89.76	40.79	85-90	Actinobacteriota
GCF_014201585.1	GCF_002197485.1	88.02	51.76	85-90	Firmicutes
GCF_900168345.1	GCF_001280205.1	91.54	70.20	90-95	Actinobacteriota
GCF_000960035.1	GCA_000344275.1	92.25	58.93	90-95	Firmicutes
GCF_013394695.1	GCA_905221225.1	82.53	15.86	80-85	Firmicutes
GCF_900411395.1	GCF_002096845.1	93.03	60.66	90-95	Firmicutes
GCA_902610415.1	GCA_902526965.1	94.26	62.92	90-95	Proteobacteria
GCA_002721755.1	GCA_002294285.1	84.21	19.17	80-85	Actinobacteriota
GCF_000708715.2	GCF_001320245.1	87.25	36.29	85-90	Proteobacteria
GCF_004364415.1	GCF_000282215.1	87.26	34.14	85-90	Proteobacteria
GCA_004962925.1	GCF_003353565.1	84.28	15.78	80-85	Proteobacteria
GCF_018343815.1	GCF_000204255.1	83.45	32.60	80-85	Chlamydiota
GCF_006874475.1	GCF_006334915.2	92.26	57.67	90-95	Actinobacteriota
GCF_000716435.1	GCA_016893485.2	90.02	49.60	90-95	Actinobacteriota
GCA_003210235.1	GCA_003212005.1	84.01	16.51	80-85	Cyanobacteria
GCF_017873625.1	GCA_002067065.1	90.24	58.79	90-95	Methanobacteriota
GCF_900120335.1	GCF_000476275.1	94.09	83.56	90-95	Campylobacterota
GCF_003952385.1	GCF_000176035.2	83.77	17.09	80-85	Proteobacteria
GCA_900472835.1	GCF_014189505.1	82.95	17.76	80-85	Proteobacteria
GCF_016901035.1	GCA_014649555.1	94.01	66.36	90-95	Actinobacteriota
GCF_017833035.1	GCF_011761235.1	88.82	47.32	85-90	Actinobacteriota
GCF_018449515.1	GCF_011493005.1	90.52	50.45	90-95	Proteobacteria
GCA_902552985.1	GCA_902522325.1	90.77	63.90	90-95	Proteobacteria
GCF_004116955.1	GCF_000227465.1	92.24	73.68	90-95	Firmicutes
GCF_001579025.1	GCF_002356415.1	92.25	66.67	90-95	Firmicutes
GCF_002210295.1	GCA_902756345.1	91.82	65.25	90-95	Fibrobacterota
GCF_000369045.1	GCF_013009345.1	94.79	80.07	90-95	Proteobacteria
GCF_001428895.1	GCF_012223425.1	89.59	57.26	85-90	Actinobacteriota
GCF_900142175.1	GCA_011050675.1	84.61	29.16	80-85	Bacteroidota
GCA_017547175.1	GCA_017398045.1	82.80	15.19	80-85	Bacteroidota
GCF_003943415.1	GCF_001096185.1	86.00	26.03	85-90	Firmicutes
GCF_004137345.1	GCF_017916455.1	83.59	16.27	80-85	Actinobacteriota
GCA_902601705.1	GCA_902598735.1	83.36	15.88	80-85	Proteobacteria
GCA_905221235.1	GCA_905221155.1	92.51	66.55	90-95	Firmicutes
GCA_900546335.1	GCF_006175905.1	93.76	69.28	90-95	Firmicutes
GCF_000472605.1	GCA_902517615.1	82.30	15.66	80-85	Proteobacteria
GCF_015552075.1	GCA_018382125.1	94.25	74.03	90-95	Actinobacteriota
GCA_017615795.1	GCA_002311645.1	90.90	49.33	90-95	Bacteroidota
GCF_001424545.1	GCF_016641735.1	83.36	15.77	80-85	Proteobacteria
GCF_002246015.1	GCA_017115165.1	91.50	47.08	90-95	Cyanobacteria
GCF_001429295.1	GCF_003312915.1	91.31	58.22	90-95	Bacteroidota
GCF_003144535.1	GCF_002777965.1	92.02	75.11	90-95	Proteobacteria
GCF_001500125.1	GCF_010731695.1	86.77	43.97	85-90	Actinobacteriota
GCA_905197665.1	GCA_900754075.1	92.75	60.52	90-95	Actinobacteriota
GCF_002926165.1	GCF_000145235.1	93.77	70.92	90-95	Actinobacteriota
GCA_902634885.1	GCA_902592445.1	91.78	55.60	90-95	Proteobacteria
GCF_001618955.1	GCF_900114605.1	91.78	70.58	90-95	Proteobacteria
GCF_001908185.1	GCF_016031655.1	87.00	29.87	85-90	Proteobacteria
GCF_002013465.1	GCF_014204435.1	84.28	28.93	80-85	Actinobacteriota
GCF_002155905.1	GCF_900105245.1	89.25	32.29	85-90	Actinobacteriota
GCF_001570745.1	GCF_001552675.1	86.30	43.51	85-90	Firmicutes
GCA_902573465.1	GCA_902557235.1	90.30	54.62	90-95	Proteobacteria
GCF_003007715.1	GCF_001447155.2	94.52	72.12	90-95	Proteobacteria
GCA_003161955.1	GCA_003154425.1	83.75	16.17	80-85	Bacteroidota
GCF_900129855.1	GCF_003112535.1	88.77	37.56	85-90	Actinobacteriota
GCF_014648855.1	GCF_007176755.1	84.50	16.50	80-85	Actinobacteriota
GCF_002761955.1	GCF_016724785.1	84.73	23.62	80-85	Fusobacteriota
GCA_900320905.1	GCA_017964785.1	88.27	31.00	85-90	Bacteroidota
GCA_902626575.1	GCA_902598425.1	94.01	57.05	90-95	Proteobacteria
GCF_009690905.1	GCF_012927345.1	90.51	46.24	90-95	Proteobacteria
GCF_007993935.1	GCF_001189235.2	90.77	55.03	90-95	Proteobacteria
GCF_012974865.1	GCF_002831625.1	88.66	45.00	85-90	Bacteroidota
GCA_900545585.1	GCA_900545495.1	87.66	38.71	85-90	Firmicutes_A
GCF_000378945.1	GCF_001713355.1	82.59	15.62	80-85	Proteobacteria
GCF_001905365.1	GCF_000721175.1	84.76	15.86	80-85	Actinobacteriota
GCF_900105675.1	GCF_001439685.1	95.46	74.73	95-100	Proteobacteria
GCF_900188375.1	GCF_900143215.1	86.28	26.77	85-90	Actinobacteriota
GCA_017620395.1	GCA_017438525.1	93.72	66.39	90-95	Firmicutes_A
GCF_000768685.1	GCF_000768705.1	82.82	15.30	80-85	Actinobacteriota
GCF_000385925.1	GCA_013378335.1	85.28	18.42	85-90	Firmicutes
GCF_902833045.1	GCF_902832885.1	91.50	59.83	90-95	Proteobacteria
GCF_001427145.1	GCF_014837165.1	83.55	17.51	80-85	Actinobacteriota
GCA_015058625.1	GCF_000424065.1	86.09	23.09	85-90	Firmicutes_C
GCF_002893095.1	GCF_900101175.1	84.01	20.70	80-85	Proteobacteria
GCF_003852235.1	GCF_003851685.1	92.06	73.77	90-95	Proteobacteria
GCA_900764725.1	GCA_900764565.1	92.67	48.33	90-95	Firmicutes
GCF_004310295.1	GCF_001269815.1	85.75	31.47	85-90	Proteobacteria
GCA_002730655.1	GCA_002720745.1	91.18	38.79	90-95	Bacteroidota
GCF_003570985.1	GCF_003570925.1	90.05	43.87	90-95	Caldisericota
GCA_902577945.1	GCA_902524385.1	84.29	15.05	80-85	Proteobacteria
GCF_900590755.1	GCA_900475325.1	88.54	48.62	85-90	Proteobacteria
GCF_003814935.1	GCF_004104505.1	86.00	23.27	85-90	Actinobacteriota
GCF_003030345.1	GCF_016862915.1	89.40	38.23	85-90	Actinobacteriota
GCF_000158095.2	GCA_001890945.1	91.77	78.66	90-95	Proteobacteria
GCF_001429395.1	GCA_001556125.1	84.27	18.45	80-85	Proteobacteria
GCF_001269815.1	GCF_000512695.2	85.75	25.46	85-90	Proteobacteria
GCF_002022275.1	GCF_900107155.1	88.51	50.68	85-90	Proteobacteria
GCF_018499575.1	GCA_905370255.1	92.05	33.58	90-95	Firmicutes
GCF_003611695.1	GCF_014930455.1	88.75	42.82	85-90	Myxococcota
GCF_003944215.1	GCF_002096335.1	91.75	66.87	90-95	Firmicutes
GCF_003943735.1	GCF_000385925.1	84.16	16.54	80-85	Firmicutes
GCA_002729765.1	GCA_002713545.1	83.28	19.73	80-85	Actinobacteriota
GCA_015057205.1	GCA_900115795.1	88.50	20.39	85-90	Firmicutes_A
GCF_002258785.1	GCF_001426085.1	88.79	51.99	85-90	Actinobacteriota
GCF_001578775.1	GCF_013343115.1	85.51	17.98	85-90	Firmicutes
GCF_001521765.1	GCF_002024805.1	91.60	65.45	90-95	Bacteroidota
GCA_011389575.1	GCA_011390335.1	88.92	43.91	85-90	Desulfobacterota
GCF_900105615.1	GCA_002367105.1	93.83	66.60	90-95	Firmicutes_A
GCA_002729315.1	GCA_002691885.1	91.39	58.43	90-95	Proteobacteria
GCA_009694285.1	GCA_903902965.1	86.57	33.19	85-90	Actinobacteriota
GCF_003094615.1	GCF_002858925.1	95.06	82.37	95-100	Proteobacteria
GCF_002899455.1	GCA_014649355.1	92.04	59.65	90-95	Actinobacteriota
GCA_902617525.1	GCA_902564025.1	93.33	60.84	90-95	Proteobacteria
GCF_017313105.1	GCA_002167435.2	83.67	19.77	80-85	Bacteroidota
GCA_902576335.1	GCA_902539145.1	92.75	34.94	90-95	Proteobacteria
GCF_004348895.1	GCF_014268505.2	85.01	23.28	85-90	Proteobacteria
GCF_003664125.1	GCF_001465795.2	93.21	76.85	90-95	Firmicutes
GCF_003290185.1	GCF_900129755.1	86.01	33.07	85-90	Bacteroidota
GCF_009712475.1	GCF_900112325.1	90.06	49.64	90-95	Actinobacteriota
GCA_902622955.1	GCA_902596355.1	86.75	27.09	85-90	Proteobacteria
GCA_002863225.1	GCF_001673405.1	83.69	20.97	80-85	Actinobacteriota
GCA_016872715.1	GCA_016872795.1	91.90	72.39	90-95	Planctomycetota
GCA_015060865.1	GCA_017465905.1	90.22	24.20	90-95	Bacteroidota
GCF_001280005.1	GCF_010548275.1	90.82	47.77	90-95	Actinobacteriota
GCF_009663685.1	GCF_003854935.1	87.52	41.23	85-90	Proteobacteria
GCF_014145665.1	GCF_014145635.1	83.24	17.44	80-85	Bacteroidota
GCF_015230015.1	GCF_003048675.2	94.37	78.52	90-95	Campylobacterota
GCA_009668015.1	GCF_000016325.1	85.76	37.86	85-90	Proteobacteria
GCF_001698225.1	GCF_000143885.2	89.48	58.32	85-90	Actinobacteriota
GCA_017940265.1	GCA_902763555.1	94.71	44.86	90-95	Firmicutes
GCF_003385455.1	GCF_900182655.1	82.70	15.74	80-85	Bacteroidota
GCF_000719115.1	GCF_001701025.1	86.75	28.71	85-90	Actinobacteriota
GCA_902778625.1	GCA_902768605.1	84.58	16.47	80-85	Bacteroidota
GCA_003282155.1	GCA_902541435.1	90.75	50.21	90-95	Proteobacteria
GCF_003048535.1	GCF_902460415.1	94.51	83.37	90-95	Campylobacterota
GCA_003209565.1	GCA_902573565.1	90.50	60.22	90-95	Cyanobacteria
GCA_902617605.1	GCA_902606505.1	92.00	60.24	90-95	Cyanobacteria
GCA_905234635.1	GCA_902768975.1	86.36	20.65	85-90	Actinobacteriota
GCF_003942965.1	GCA_905372925.1	87.51	28.18	85-90	Firmicutes
GCF_000956405.1	GCF_000425985.1	86.34	36.14	85-90	Actinobacteriota
GCF_003423665.1	GCA_014803905.1	89.07	27.29	85-90	Firmicutes
GCF_000720115.1	GCF_018614195.1	87.51	26.72	85-90	Actinobacteriota
GCF_000513935.1	GCF_000176035.2	88.00	38.86	85-90	Proteobacteria
