pairid	q_acc	r_acc	status	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular
GCA_900315365.1__GCA_902756905.1	GCA_900315365.1	GCA_902756905.1	ok	0	0	0.00000	0.00000	0	0	0.9995	3732	1.0000	3814	16	424	false
GCA_900317145.1__GCA_902762965.1	GCA_900317145.1	GCA_902762965.1	ok	1	119	0.00038	0.47921	1256	0	0.9936	2479	0.9542	2621	13	351	false
GCA_900319115.1__GCA_902776465.1	GCA_900319115.1	GCA_902776465.1	ok	7	83	0.00178	0.43663	1719	0	0.9912	3833	0.9788	3937	20	899	false
GCA_900319745.1__GCA_902761165.1	GCA_900319745.1	GCA_902761165.1	ok	2	275	0.00084	0.41199	983	0	0.9318	2023	0.8808	2386	13	505	false
GCA_900320875.1__GCA_902802965.1	GCA_900320875.1	GCA_902802965.1	ok	13	100	0.00689	0.48411	914	0	0.9780	1780	0.9465	1888	8	258	false
GCA_900466865.1__GCA_900471955.1	GCA_900466865.1	GCA_900471955.1	ok	1	12	0.00011	0.48601	4343	0	0.9990	8902	0.9987	8936	10	1568	false
GCA_900467085.1__GCA_900470265.1	GCA_900467085.1	GCA_900470265.1	ok	1	42	0.00007	0.42815	6305	0	0.9986	14620	0.9971	14726	17	2870	false
GCA_900468955.1__GCA_900469835.1	GCA_900468955.1	GCA_900469835.1	ok	23	133	0.00335	0.44143	3026	1	0.9937	6735	0.9806	6856	31	2383	false
GCA_900470005.1__GCA_900470955.1	GCA_900470005.1	GCA_900470955.1	ok	12	41	0.00236	0.39429	2001	0	0.9974	5032	0.9919	5075	9	1633	false
GCA_900470265.1__GCA_900470635.1	GCA_900470265.1	GCA_900470635.1	ok	14	127	0.00141	0.44264	4387	0	0.9942	9774	0.9872	9911	17	2930	false
GCA_900538315.1__GCA_905202305.1	GCA_900538315.1	GCA_905202305.1	ok	0	0	0.00000	0.00000	0	0	0.9998	4351	1.0000	4372	12	461	false
GCA_900538435.1__GCA_905210765.1	GCA_900538435.1	GCA_905210765.1	ok	3	42	0.00178	0.35190	594	0	0.9897	1639	0.9750	1688	1	192	false
GCA_900538625.1__GCA_905210015.1	GCA_900538625.1	GCA_905210015.1	ok	0	29	0.00000	0.47208	634	0	0.9901	1303	0.9782	1343	9	151	false
GCA_900540215.1__GCF_900169665.1	GCA_900540215.1	GCF_900169665.1	ok	10	82	0.00355	0.45577	1283	0	1.0000	2752	0.9710	2815	223	464	false
GCA_900540355.1__GCA_900759275.1	GCA_900540355.1	GCA_900759275.1	ok	7	171	0.00478	0.48224	706	0	0.9309	1252	0.8802	1464	6	78	false
GCA_900540355.1__GCA_905206035.1	GCA_900540355.1	GCA_905206035.1	ok	8	165	0.00584	0.42263	579	0	0.9298	1166	0.8762	1370	6	70	false
GCA_900540415.1__GCA_905209495.1	GCA_900540415.1	GCA_905209495.1	ok	5	162	0.00118	0.45506	1929	0	0.9816	4055	0.9615	4239	17	1008	false
GCA_900540645.1__GCA_905196595.1	GCA_900540645.1	GCA_905196595.1	ok	0	13	0.00000	0.31478	509	0	0.9975	1596	0.9919	1617	7	289	false
GCA_900540725.1__GCA_900765435.1	GCA_900540725.1	GCA_900765435.1	ok	4	59	0.00274	0.35205	514	0	0.9844	1384	0.9591	1460	7	217	false
GCA_900541165.1__GCA_905195025.1	GCA_900541165.1	GCA_905195025.1	ok	9	67	0.00450	0.48799	975	0	0.9847	1935	0.9664	1998	49	465	false
GCA_900541705.1__GCA_900759505.1	GCA_900541705.1	GCA_900759505.1	ok	0	38	0.00000	0.43962	961	0	0.9939	2127	0.9825	2186	4	381	false
GCA_900542415.1__GCA_900752575.1	GCA_900542415.1	GCA_900752575.1	ok	1	30	0.00068	0.32880	484	0	0.9931	1431	0.9795	1472	8	243	false
GCA_900543855.1__GCA_905213035.1	GCA_900543855.1	GCA_905213035.1	ok	2	42	0.00366	0.43223	236	0	0.9411	495	0.9219	546	2	38	false
GCA_900546405.1__GCA_900763325.1	GCA_900546405.1	GCA_900763325.1	ok	4	314	0.00159	0.46279	1163	0	0.9690	2155	0.8727	2513	14	735	false
GCA_900546405.1__GCA_905192675.1	GCA_900546405.1	GCA_905192675.1	ok	6	149	0.00203	0.45907	1357	0	0.9661	2797	0.9494	2956	16	797	false
GCA_900547185.1__GCA_905187875.1	GCA_900547185.1	GCA_905187875.1	ok	1	265	0.00066	0.47051	710	0	0.8256	1155	0.8172	1509	1	400	false
GCA_900548065.1__GCA_900761455.1	GCA_900548065.1	GCA_900761455.1	ok	1	238	0.00024	0.41858	1717	0	0.9611	3777	0.9408	4102	13	653	false
GCA_900548105.1__GCA_900759595.1	GCA_900548105.1	GCA_900759595.1	ok	3	102	0.00097	0.47622	1472	0	0.9850	2947	0.9665	3091	9	727	false
GCA_900549265.1__GCA_905202005.1	GCA_900549265.1	GCA_905202005.1	ok	0	0	0.00000	0.00000	0	0	1.0000	1356	1.0000	1364	12	69	false
GCA_900549785.1__GCA_905213285.1	GCA_900549785.1	GCA_905213285.1	ok	2	288	0.00089	0.49269	1112	0	0.9298	1868	0.8672	2257	5	417	false
GCA_900550435.1__GCF_018917285.1	GCA_900550435.1	GCF_018917285.1	ok	11	109	0.00750	0.47063	689	2	0.9791	1358	0.9252	1466	32	177	false
GCA_900550535.1__GCA_905203655.1	GCA_900550535.1	GCA_905203655.1	ok	4	48	0.00820	0.48566	237	0	0.9555	429	0.8994	488	2	33	false
GCA_900550885.1__GCA_905200885.1	GCA_900550885.1	GCA_905200885.1	ok	2	45	0.00545	0.40327	148	0	0.9169	309	0.8725	367	4	17	false
GCA_900551255.1__GCA_905210225.1	GCA_900551255.1	GCA_905210225.1	ok	0	0	0.00000	0.00000	0	0	1.0000	756	1.0000	779	8	34	false
GCA_900551275.1__GCF_019127395.1	GCA_900551275.1	GCF_019127395.1	ok	15	318	0.00573	0.46412	1216	0	0.8990	2242	0.8764	2620	50	734	false
GCA_900552435.1__GCA_902796665.1	GCA_900552435.1	GCA_902796665.1	ok	0	202	0.00000	0.47969	496	0	0.7851	749	0.7943	1034	3	248	false
GCA_900553095.1__GCA_905201245.1	GCA_900553095.1	GCA_905201245.1	ok	0	74	0.00000	0.48025	231	0	1.0000	400	0.8439	481	0	24	false
GCA_900554355.1__GCA_900757965.1	GCA_900554355.1	GCA_900757965.1	ok	0	24	0.00000	0.49078	346	0	0.9955	666	0.9652	705	5	154	false
GCA_900554425.1__GCA_900752075.1	GCA_900554425.1	GCA_900752075.1	ok	0	87	0.00000	0.48330	463	0	0.9884	851	0.9073	958	7	250	false
GCA_900555935.1__GCA_900763305.1	GCA_900555935.1	GCA_900763305.1	ok	1	121	0.00101	0.44737	442	0	0.9043	718	0.8586	988	4	298	false
GCA_900638075.1__GCF_000801145.1	GCA_900638075.1	GCF_000801145.1	ok	3	6	0.00212	0.00141	2	0	1.0000	1415	0.9958	1415	46	295	true
GCA_900752295.1__GCA_905210665.1	GCA_900752295.1	GCA_905210665.1	ok	0	13	0.00000	0.42531	242	0	0.9774	519	0.9756	569	2	30	false
GCA_900752465.1__GCA_905210705.1	GCA_900752465.1	GCA_905210705.1	ok	0	54	0.00000	0.46656	858	0	0.9734	1648	0.9686	1839	12	159	false
GCA_900752585.1__GCA_905197195.1	GCA_900752585.1	GCA_905197195.1	ok	0	11	0.00000	0.49646	2035	0	0.9972	3968	0.9972	4099	22	572	false
GCA_900752685.1__GCA_905204585.1	GCA_900752685.1	GCA_905204585.1	ok	2	251	0.00095	0.49620	1046	0	0.9564	1732	0.8736	2108	3	586	false
GCA_900752915.1__GCA_905208865.1	GCA_900752915.1	GCA_905208865.1	ok	0	222	0.00000	0.47892	852	0	0.8947	1411	0.8659	1779	2	368	false
GCA_900752915.1__GCA_910585975.1	GCA_900752915.1	GCA_910585975.1	ok	1	256	0.00052	0.44444	848	0	0.8642	1585	0.8626	1908	7	380	false
GCA_900752925.1__GCA_905201885.1	GCA_900752925.1	GCA_905201885.1	ok	0	9	0.00000	0.47984	357	0	0.9840	677	0.9870	744	1	47	false
GCA_900753175.1__GCA_905212245.1	GCA_900753175.1	GCA_905212245.1	ok	1	19	0.00122	0.40514	331	0	0.9862	786	0.9764	817	3	58	false
GCA_900753385.1__GCA_905211105.1	GCA_900753385.1	GCA_905211105.1	ok	2	14	0.00118	0.39704	671	0	0.9982	1635	0.9915	1690	1	151	false
GCA_900753675.1__GCA_905212905.1	GCA_900753675.1	GCA_905212905.1	ok	1	100	0.00098	0.47796	488	0	0.9632	758	0.8860	1021	0	63	false
GCA_900754505.1__GCA_905211625.1	GCA_900754505.1	GCA_905211625.1	ok	1	28	0.00134	0.39252	294	0	0.9816	692	0.9612	749	2	55	false
GCA_900754825.1__GCA_905204375.1	GCA_900754825.1	GCA_905204375.1	ok	3	135	0.00162	0.49919	923	0	0.9663	1635	0.9238	1849	6	191	false
GCA_900754975.1__GCA_905193055.1	GCA_900754975.1	GCA_905193055.1	ok	3	218	0.00176	0.48565	829	0	0.8642	1400	0.8671	1707	23	626	false
GCA_900756475.1__GCA_905198335.1	GCA_900756475.1	GCA_905198335.1	ok	1	71	0.00048	0.37270	770	0	0.9674	1987	0.9655	2066	4	423	false
GCA_900756895.1__GCA_905205525.1	GCA_900756895.1	GCA_905205525.1	ok	5	167	0.00410	0.47256	577	0	0.9137	995	0.8573	1221	6	199	false
GCA_900757365.1__GCA_905205845.1	GCA_900757365.1	GCA_905205845.1	ok	6	136	0.00395	0.45885	697	0	0.9862	1360	0.9089	1519	20	246	false
GCA_900757645.1__GCA_905209325.1	GCA_900757645.1	GCA_905209325.1	ok	6	29	0.01676	0.49441	177	0	0.9678	331	0.9181	358	1	28	false
GCA_900757895.1__GCA_905199735.1	GCA_900757895.1	GCA_905199735.1	ok	1	211	0.00074	0.45259	611	0	0.8278	1101	0.8424	1350	4	223	false
GCA_900758145.1__GCA_905200175.1	GCA_900758145.1	GCA_905200175.1	ok	3	305	0.00149	0.46269	930	0	0.9332	1564	0.8378	2010	4	378	false
GCA_900758175.1__GCA_905204825.1	GCA_900758175.1	GCA_905204825.1	ok	5	118	0.00139	0.44266	1598	0	0.9891	3447	0.9669	3610	57	642	false
GCA_900759135.1__GCA_904385455.1	GCA_900759135.1	GCA_904385455.1	ok	0	190	0.00000	0.49066	709	0	0.9934	1198	0.8632	1445	11	270	false
GCA_900759275.1__GCA_905206035.1	GCA_900759275.1	GCA_905206035.1	ok	0	155	0.00000	0.46771	630	0	0.9287	1146	0.8819	1347	10	74	false
GCA_900759635.1__GCA_904387045.1	GCA_900759635.1	GCA_904387045.1	ok	0	124	0.00000	0.44880	1065	0	0.9649	2199	0.9468	2373	20	222	false
GCA_900761175.1__GCA_905213195.1	GCA_900761175.1	GCA_905213195.1	ok	2	177	0.00084	0.42044	1004	0	0.9540	2178	0.9250	2388	3	521	false
GCA_900761245.1__GCA_905188075.1	GCA_900761245.1	GCA_905188075.1	ok	0	38	0.00000	0.35171	134	0	0.9573	336	0.8987	381	3	31	false
GCA_900761705.1__GCA_905197205.1	GCA_900761705.1	GCA_905197205.1	ok	1	216	0.00049	0.48865	990	0	0.9922	1791	0.8923	2026	1	369	false
GCA_900762595.1__GCA_905210395.1	GCA_900762595.1	GCA_905210395.1	ok	13	634	0.00358	0.48266	1754	0	0.9856	2944	0.8224	3634	7	741	false
GCA_900762735.1__GCA_905206765.1	GCA_900762735.1	GCA_905206765.1	ok	0	304	0.00000	0.48667	840	0	0.7986	1364	0.8224	1726	1	216	false
GCA_900763325.1__GCA_905192675.1	GCA_900763325.1	GCA_905192675.1	ok	4	258	0.00153	0.46330	1212	0	0.9936	2317	0.8997	2616	16	722	false
GCA_900763455.1__GCA_905211365.1	GCA_900763455.1	GCA_905211365.1	ok	21	135	0.01323	0.42155	669	0	0.9549	1441	0.9134	1587	17	164	false
GCA_900764205.1__GCA_905196695.1	GCA_900764205.1	GCA_905196695.1	ok	8	236	0.00176	0.47371	2153	0	0.9865	4234	0.9471	4545	9	938	false
GCA_900764255.1__GCA_905212875.1	GCA_900764255.1	GCA_905212875.1	ok	2	59	0.00063	0.39861	1266	0	0.9926	3102	0.9813	3176	7	557	false
GCA_900764985.1__GCA_905211565.1	GCA_900764985.1	GCA_905211565.1	ok	13	319	0.00465	0.44067	1233	0	0.9065	2356	0.8814	2798	9	609	false
GCA_900765505.1__GCA_905213535.1	GCA_900765505.1	GCA_905213535.1	ok	0	19	0.00000	0.36683	825	0	0.9986	2210	0.9915	2249	4	259	false
GCA_900768155.1__GCA_905188115.1	GCA_900768155.1	GCA_905188115.1	ok	6	53	0.00321	0.40653	759	0	0.9961	1811	0.9715	1867	18	326	false
GCA_900768445.1__GCA_902783145.1	GCA_900768445.1	GCA_902783145.1	ok	0	28	0.00000	0.45116	97	0	0.8108	150	0.8511	215	0	14	false
GCA_900768895.1__GCA_905199185.1	GCA_900768895.1	GCA_905199185.1	ok	4	82	0.00164	0.43845	1072	0	0.9837	2351	0.9663	2445	9	425	false
GCA_900768985.1__GCA_905212115.1	GCA_900768985.1	GCA_905212115.1	ok	4	48	0.00206	0.38663	752	0	0.9916	1885	0.9751	1945	6	469	false
GCA_902383955.1__GCF_002334685.1	GCA_902383955.1	GCF_002334685.1	ok	32	129	0.00833	0.45107	1733	0	0.9807	3767	0.9666	3842	68	615	false
GCA_902383955.1__GCF_900243745.1	GCA_902383955.1	GCF_900243745.1	ok	32	130	0.00831	0.43726	1683	0	0.9805	3773	0.9664	3849	67	615	false
GCA_902385445.1__GCF_003481635.1	GCA_902385445.1	GCF_003481635.1	ok	6	25	0.00179	0.46625	1561	0	0.9967	3293	0.9925	3348	82	324	false
GCA_902385875.1__GCF_004802515.1	GCA_902385875.1	GCF_004802515.1	ok	54	296	0.01481	0.41646	1518	0	0.9624	3173	0.9140	3645	4	304	false
GCA_902386505.1__GCF_001578645.1	GCA_902386505.1	GCF_001578645.1	ok	0	0	0.00000	0.00000	0	0	0.9990	3853	1.0000	3906	10	394	false
GCA_902386885.1__GCA_905212575.1	GCA_902386885.1	GCA_905212575.1	ok	0	116	0.00000	0.33776	839	0	1.0000	2367	0.9533	2484	100	570	false
GCA_902387155.1__GCF_004352985.1	GCA_902387155.1	GCF_004352985.1	ok	11	63	0.00117	0.45177	4257	1	0.9969	9367	0.9933	9424	60	1789	false
GCA_902387225.1__GCA_905194855.1	GCA_902387225.1	GCA_905194855.1	ok	13	310	0.00329	0.46763	1849	0	0.9271	3636	0.9213	3954	11	1258	false
GCA_902406175.1__GCF_000183605.1	GCA_902406175.1	GCF_000183605.1	ok	8	82	0.00375	0.48053	1024	0	0.9779	2037	0.9612	2131	35	374	false
GCA_902406215.1__GCA_905196885.1	GCA_902406215.1	GCA_905196885.1	ok	7	68	0.00426	0.45311	744	0	0.9781	1564	0.9582	1642	15	259	false
GCA_902406395.1__GCA_905208225.1	GCA_902406395.1	GCA_905208225.1	ok	0	154	0.00000	0.45316	890	0	0.9878	1784	0.9205	1964	7	187	false
GCA_902506615.1__GCF_009735725.1	GCA_902506615.1	GCF_009735725.1	ok	35	134	0.00638	0.40598	2228	0	0.9887	5407	0.9757	5488	64	877	false
GCA_902519355.1__GCA_902597475.1	GCA_902519355.1	GCA_902597475.1	ok	0	39	0.00000	0.49284	241	0	0.9340	439	0.9186	489	0	40	false
GCA_902519685.1__GCA_902522335.1	GCA_902519685.1	GCA_902522335.1	ok	1	63	0.00055	0.35417	646	0	0.9758	1733	0.9650	1824	1	332	false
GCA_902523575.1__GCA_902561065.1	GCA_902523575.1	GCA_902561065.1	ok	2	25	0.00687	0.43643	127	0	0.9368	252	0.9101	291	0	20	false
GCA_902523575.1__GCA_902564165.1	GCA_902523575.1	GCA_902564165.1	ok	0	27	0.00000	0.35106	132	0	0.9623	332	0.9252	376	0	25	false
GCA_902529525.1__GCA_902587425.1	GCA_902529525.1	GCA_902587425.1	ok	0	57	0.00000	0.44535	383	0	0.9411	767	0.9315	860	17	173	false
GCA_902530005.1__GCA_902561375.1	GCA_902530005.1	GCA_902561375.1	ok	1	44	0.00211	0.44304	210	0	0.9626	412	0.9041	474	2	28	false
GCA_902530005.1__GCA_902623925.1	GCA_902530005.1	GCA_902623925.1	ok	2	34	0.00755	0.46792	124	0	0.8874	205	0.8601	265	2	30	false
GCA_902535095.1__GCA_902546325.1	GCA_902535095.1	GCA_902546325.1	ok	1	54	0.00147	0.43658	296	0	0.9649	604	0.9184	678	3	162	false
GCA_902542605.1__GCA_902547435.1	GCA_902542605.1	GCA_902547435.1	ok	0	22	0.00000	0.40470	155	0	0.9570	356	0.9423	383	0	33	false
GCA_902547125.1__GCA_902618475.1	GCA_902547125.1	GCA_902618475.1	ok	2	28	0.00535	0.43048	161	0	0.9737	333	0.9222	374	3	37	false
GCA_902554565.1__GCA_902570835.1	GCA_902554565.1	GCA_902570835.1	ok	0	22	0.00000	0.45178	89	0	0.9075	157	0.8778	197	0	26	false
GCA_902555425.1__GCA_902558645.1	GCA_902555425.1	GCA_902558645.1	ok	1	48	0.00180	0.37950	211	0	0.9709	501	0.9126	556	0	61	false
GCA_902556005.1__GCA_902592035.1	GCA_902556005.1	GCA_902592035.1	ok	0	77	0.00000	0.49886	437	0	0.9224	761	0.9092	876	1	204	false
GCA_902557815.1__GCA_902559275.1	GCA_902557815.1	GCA_902559275.1	ok	0	37	0.00000	0.31267	227	0	0.9602	675	0.9485	726	1	111	false
GCA_902557815.1__GCA_902596095.1	GCA_902557815.1	GCA_902596095.1	ok	4	40	0.00712	0.44662	251	0	0.9467	515	0.9279	562	0	98	false
GCA_902559275.1__GCA_902596095.1	GCA_902559275.1	GCA_902596095.1	ok	1	45	0.00173	0.40657	235	0	0.9721	522	0.9206	578	1	99	false
GCA_902561375.1__GCA_902623925.1	GCA_902561375.1	GCA_902623925.1	ok	1	31	0.00286	0.39714	139	0	0.9711	302	0.9072	350	2	34	false
GCA_902569235.1__GCA_902613625.1	GCA_902569235.1	GCA_902613625.1	ok	0	33	0.00000	0.30724	208	0	0.9692	630	0.9503	677	4	97	false
GCA_902569815.1__GCA_902617905.1	GCA_902569815.1	GCA_902617905.1	ok	2	61	0.00197	0.46752	475	0	0.9672	944	0.9393	1016	0	110	false
GCA_902578135.1__GCA_902593595.1	GCA_902578135.1	GCA_902593595.1	ok	0	26	0.00000	0.43396	115	0	0.9221	225	0.8984	265	2	36	false
GCA_902590175.1__GCA_902601145.1	GCA_902590175.1	GCA_902601145.1	ok	2	32	0.00707	0.37456	106	0	0.9222	237	0.8819	283	15	36	false
GCA_902591215.1__GCA_902633865.1	GCA_902591215.1	GCA_902633865.1	ok	0	38	0.00000	0.23833	143	0	0.9770	551	0.9357	600	0	39	false
GCA_902591435.1__GCA_902596395.1	GCA_902591435.1	GCA_902596395.1	ok	0	24	0.00000	0.37784	133	0	0.9538	310	0.9290	352	2	21	false
GCA_902599815.1__GCA_902614755.1	GCA_902599815.1	GCA_902614755.1	ok	0	33	0.00000	0.49791	119	0	0.8798	183	0.8527	239	2	15	false
GCA_902614175.1__GCA_902617085.1	GCA_902614175.1	GCA_902617085.1	ok	1	39	0.00192	0.46552	243	0	0.9380	469	0.9237	522	0	36	false
GCA_902624155.1__GCA_902630085.1	GCA_902624155.1	GCA_902630085.1	ok	1	38	0.00351	0.48070	137	0	0.9046	237	0.8628	285	0	32	false
GCA_902755745.1__GCA_902779515.1	GCA_902755745.1	GCA_902779515.1	ok	10	190	0.00471	0.47100	999	0	0.9389	1845	0.9068	2121	21	530	false
GCA_902755805.1__GCA_902761165.1	GCA_902755805.1	GCA_902761165.1	ok	1	275	0.00042	0.41199	983	0	0.9299	2016	0.8808	2386	13	505	false
GCA_902756215.1__GCA_902779585.1	GCA_902756215.1	GCA_902779585.1	ok	0	32	0.00000	0.34939	798	0	0.9915	2227	0.9858	2284	8	258	false
GCA_902756615.1__GCA_902793825.1	GCA_902756615.1	GCA_902793825.1	ok	3	146	0.00133	0.42432	956	0	0.9582	2062	0.9340	2253	9	491	false
GCA_902756615.1__GCA_902794885.1	GCA_902756615.1	GCA_902794885.1	ok	10	184	0.00426	0.49106	1153	0	0.9482	2125	0.9202	2348	18	560	false
GCA_902756805.1__GCA_902791195.1	GCA_902756805.1	GCA_902791195.1	ok	2	209	0.00105	0.49631	941	0	0.9020	1555	0.8830	1896	25	524	false
GCA_902757215.1__GCA_902790775.1	GCA_902757215.1	GCA_902790775.1	ok	0	145	0.00000	0.42500	680	0	0.9958	1421	0.9074	1600	7	300	false
GCA_902757345.1__GCA_902794225.1	GCA_902757345.1	GCA_902794225.1	ok	7	191	0.00190	0.46216	1704	0	0.9934	3474	0.9478	3687	33	806	false
GCA_902759195.1__GCA_902759335.1	GCA_902759195.1	GCA_902759335.1	ok	1	87	0.00102	0.39228	386	0	0.9110	788	0.9030	984	35	60	false
GCA_902759635.1__GCA_902803545.1	GCA_902759635.1	GCA_902803545.1	ok	1	182	0.00049	0.44784	923	0	0.9743	1746	0.9061	2061	16	372	false
GCA_902759815.1__GCA_902766295.1	GCA_902759815.1	GCA_902766295.1	ok	0	224	0.00000	0.44432	794	0	0.9538	1444	0.8666	1787	9	332	false
GCA_902759975.1__GCA_902782525.1	GCA_902759975.1	GCA_902782525.1	ok	0	61	0.00000	0.47901	251	0	0.8641	375	0.8656	524	7	35	false
GCA_902760585.1__GCA_902786025.1	GCA_902760585.1	GCA_902786025.1	ok	15	252	0.00624	0.44135	1061	0	0.9884	2134	0.8939	2404	17	493	false
GCA_902760875.1__GCA_902800605.1	GCA_902760875.1	GCA_902800605.1	ok	43	160	0.01406	0.49820	1524	0	0.9866	2942	0.9477	3059	36	754	false
GCA_902762005.1__GCA_902804085.1	GCA_902762005.1	GCA_902804085.1	ok	0	212	0.00000	0.49806	1029	0	0.9326	1701	0.8904	2066	18	392	false
GCA_902762075.1__GCA_902784875.1	GCA_902762075.1	GCA_902784875.1	ok	12	234	0.00431	0.41388	1151	0	0.9909	2502	0.9141	2781	27	620	false
GCA_902765195.1__GCA_902777035.1	GCA_902765195.1	GCA_902777035.1	ok	1	223	0.00041	0.43251	1067	0	0.9465	2087	0.9042	2467	30	523	false
GCA_902765375.1__GCA_902789945.1	GCA_902765375.1	GCA_902789945.1	ok	6	87	0.00134	0.46837	2103	0	0.9925	4389	0.9805	4490	32	1000	false
GCA_902767165.1__GCA_902794265.1	GCA_902767165.1	GCA_902794265.1	ok	3	330	0.00100	0.48918	1469	0	0.9924	2620	0.8881	3003	27	864	false
GCA_902769435.1__GCA_902796715.1	GCA_902769435.1	GCA_902796715.1	ok	1	209	0.00036	0.44826	1239	0	0.9272	2509	0.9236	2764	21	963	false
GCA_902770705.1__GCA_902800995.1	GCA_902770705.1	GCA_902800995.1	ok	1	189	0.00038	0.47496	1252	0	0.9282	2392	0.9271	2636	36	847	false
GCA_902773575.1__GCA_902780355.1	GCA_902773575.1	GCA_902780355.1	ok	4	70	0.00160	0.36756	920	0	0.9926	2412	0.9718	2503	11	625	false
GCA_902773775.1__GCA_902778155.1	GCA_902773775.1	GCA_902778155.1	ok	4	182	0.00202	0.43573	861	0	0.9921	1764	0.9063	1976	12	594	false
GCA_902774745.1__GCA_902802715.1	GCA_902774745.1	GCA_902802715.1	ok	1	230	0.00032	0.45624	1423	0	0.9856	2800	0.9241	3119	37	561	false
GCA_902774865.1__GCA_902780355.1	GCA_902774865.1	GCA_902780355.1	ok	0	35	0.00000	0.29488	726	0	0.9913	2404	0.9856	2462	8	605	false
GCA_902775235.1__GCA_902785255.1	GCA_902775235.1	GCA_902785255.1	ok	7	98	0.00217	0.46085	1489	0	0.9783	3112	0.9694	3231	29	732	false
GCA_902775235.1__GCA_905234415.1	GCA_902775235.1	GCA_905234415.1	ok	21	229	0.00723	0.49948	1450	0	0.9390	2678	0.9208	2903	25	664	false
GCA_902775865.1__GCA_902776445.1	GCA_902775865.1	GCA_902776445.1	ok	1	134	0.00057	0.31558	551	0	0.9232	1346	0.9117	1746	38	282	false
GCA_902776005.1__GCA_902779955.1	GCA_902776005.1	GCA_902779955.1	ok	4	218	0.00115	0.39885	1386	0	0.9464	3215	0.9365	3475	35	834	false
GCA_902776485.1__GCA_902798175.1	GCA_902776485.1	GCA_902798175.1	ok	4	35	0.00262	0.33094	506	0	0.9867	1483	0.9769	1529	9	391	false
GCA_902776905.1__GCA_902780715.1	GCA_902776905.1	GCA_902780715.1	ok	0	12	0.00000	0.39816	907	0	0.9965	2255	0.9947	2278	4	311	false
GCA_902777045.1__GCA_902794495.1	GCA_902777045.1	GCA_902794495.1	ok	4	118	0.00288	0.36547	508	1	0.9005	1167	0.9098	1391	56	143	false
GCA_902777565.1__GCA_902779155.1	GCA_902777565.1	GCA_902779155.1	ok	1	181	0.00051	0.44450	873	0	0.9776	1746	0.9061	1964	11	585	false
GCA_902777795.1__GCA_902789235.1	GCA_902777795.1	GCA_902789235.1	ok	13	92	0.00405	0.42189	1353	0	0.9879	3098	0.9711	3207	34	855	false
GCA_902777795.1__GCA_902795505.1	GCA_902777795.1	GCA_902795505.1	ok	0	86	0.00000	0.37590	1045	0	0.9914	2645	0.9685	2780	29	815	false
GCA_902780715.1__GCA_902802785.1	GCA_902780715.1	GCA_902802785.1	ok	4	17	0.00173	0.41857	969	0	0.9987	2296	0.9926	2315	7	320	false
GCA_902780875.1__GCA_902799165.1	GCA_902780875.1	GCA_902799165.1	ok	16	86	0.00494	0.49753	1613	0	0.9881	3159	0.9734	3242	19	843	false
GCA_902781035.1__GCA_902793215.1	GCA_902781035.1	GCA_902793215.1	ok	2	162	0.00150	0.39085	521	0	0.9136	1047	0.8680	1333	18	194	false
GCA_902782365.1__GCA_902794985.1	GCA_902782365.1	GCA_902794985.1	ok	5	229	0.00228	0.41595	913	0	0.9107	1857	0.8912	2195	12	690	false
GCA_902783145.1__GCA_905206315.1	GCA_902783145.1	GCA_905206315.1	ok	0	41	0.00000	0.39098	104	0	0.9757	201	0.8320	266	2	14	false
GCA_902785255.1__GCA_905234415.1	GCA_902785255.1	GCA_905234415.1	ok	16	234	0.00557	0.43783	1257	0	0.9805	2619	0.9175	2871	28	722	false
GCA_902786785.1__GCA_902795405.1	GCA_902786785.1	GCA_902795405.1	ok	4	240	0.00159	0.48667	1223	0	0.9651	2211	0.9022	2513	14	523	false
GCA_902788065.1__GCA_902794915.1	GCA_902788065.1	GCA_902794915.1	ok	3	53	0.00116	0.49073	1271	0	0.9964	2510	0.9793	2590	27	592	false
GCA_902789235.1__GCA_902795505.1	GCA_902789235.1	GCA_902795505.1	ok	11	100	0.00332	0.28709	952	0	0.9794	3182	0.9694	3316	37	808	false
GCA_902789405.1__GCA_902790165.1	GCA_902789405.1	GCA_902790165.1	ok	4	162	0.00150	0.48929	1302	0	0.9439	2423	0.9376	2661	35	578	false
GCA_902793825.1__GCA_902794885.1	GCA_902793825.1	GCA_902794885.1	ok	5	191	0.00167	0.34759	1040	0	0.9651	2709	0.9343	2992	17	601	false
GCA_902796015.1__GCA_902802235.1	GCA_902796015.1	GCA_902802235.1	ok	0	284	0.00000	0.44439	899	0	0.8772	1586	0.8508	2023	10	436	false
GCA_902796665.1__GCA_905196945.1	GCA_902796665.1	GCA_905196945.1	ok	5	67	0.00408	0.48082	589	0	0.9896	1139	0.9443	1225	3	290	false
GCA_903813955.1__GCA_903819315.1	GCA_903813955.1	GCA_903819315.1	ok	3	86	0.00255	0.47704	561	0	0.9653	1000	0.9213	1176	24	96	false
