pairid	band	phylum	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCF_014897815.1__GCA_904846265.1	95-100	Proteobacteria	325	142	2959117	1172220	0.39613844265029063
GCA_018969105.1__GCA_903928615.1	90-95	Actinobacteriota	648	334	1395715	679271	0.4866831695582551
GCA_012960225.1__GCA_002313925.1	90-95	Gemmatimonadota	326	158	2193669	1069585	0.4875781168444282
GCF_001404695.1__GCA_900762355.1	90-95	Actinobacteriota	341	157	1733204	806015	0.46504335323481827
GCF_001293465.1__GCF_013385635.1	85-90	Proteobacteria	1450	765	4566843	2483139	0.5437320704915847
GCA_012026795.1__GCF_002487355.1	85-90	Halobacteriota	916	495	2279339	1239987	0.5440116630303785
GCF_009604405.1__GCF_000308615.1	85-90	Actinobacteriota	2027	1155	5675197	3163421	0.5574116634189086
GCA_900539885.1__GCA_900758465.1	80-85	Firmicutes_A	685	359	991092	510316	0.5149027537302289
GCA_017435745.1__GCA_017399765.1	85-90	Firmicutes_A	499	218	1115044	478932	0.42951847640093127
GCF_001427665.1__GCA_011058465.1	85-90	Proteobacteria	1681	743	2887455	1301862	0.4508683252206528
GCF_003149025.1__GCF_013249015.1	90-95	Actinobacteriota	497	216	2599123	1137683	0.4377180302740578
GCA_017627955.1__GCA_902785825.1	85-90	Bacteroidota	477	190	1297120	548807	0.42309655236215615
GCA_019116345.1__GCA_019119025.1	90-95	Firmicutes_A	395	196	1632671	849944	0.5205849800725314
GCF_019061365.1__GCF_001436255.1	90-95	Firmicutes	519	282	2192352	1061780	0.4843109135759221
GCF_001885075.1__GCF_003443615.1	80-85	Proteobacteria	657	647	1590001	1572397	0.9889283088501202
GCF_002797445.1__GCF_001424425.1	80-85	Proteobacteria	1550	685	2497300	1106748	0.4431778320586233
GCF_000745325.1__GCF_014200725.1	85-90	Proteobacteria	1495	838	3552333	2031329	0.5718295553935963
GCF_016613415.1__GCF_003058325.1	90-95	Proteobacteria	2157	899	4762674	1841754	0.3867058715335125
GCA_016789485.1__GCA_014860805.1	90-95	Chloroflexota	661	344	2218536	1160613	0.5231436406711453
GCF_000732605.1__GCA_001312405.1	85-90	Firmicutes_A	702	291	3276147	1238832	0.3781368784734018
GCF_018918185.1__GCA_002404515.1	85-90	Firmicutes_A	561	293	1627445	858789	0.5276915656135844
GCA_013390785.1__GCA_013390765.1	85-90	Thermoproteota	142	72	476905	261752	0.5488556421090154
GCA_900541045.1__GCA_900540985.1	90-95	Actinobacteriota	323	143	1674702	680120	0.40611404297600406
GCF_002930105.1__GCA_011742915.1	80-85	Proteobacteria	1015	620	2099465	1356997	0.6463537139223564
GCF_001440415.1__GCF_001693515.2	85-90	Proteobacteria	1867	953	5050658	2618716	0.5184900660468399
GCA_002281575.1__GCA_017996795.1	85-90	Bacteroidota	386	212	1815854	1007487	0.5548281965400302
GCF_003987225.1__GCF_003987395.1	80-85	Proteobacteria	421	186	1381030	617874	0.44740085298653903
GCF_000732615.1__GCF_001028665.1	90-95	Proteobacteria	1197	618	5394668	2630763	0.4876598522837735
GCA_002281875.1__GCA_002281575.1	85-90	Bacteroidota	342	169	2454352	1181540	0.4814060900799885
GCA_002335945.1__GCA_905182245.1	90-95	Proteobacteria	364	185	1260012	630723	0.5005690421995981
GCF_016743075.1__GCF_003999715.1	90-95	Proteobacteria	570	350	3870846	2374566	0.6134488429661112
GCF_003264365.1__GCF_000718515.1	90-95	Actinobacteriota	1203	628	5710846	3062425	0.5362471689833695
GCF_000725555.1__GCF_014648795.1	90-95	Actinobacteriota	1237	644	6047721	3090638	0.5110417626739064
GCF_010731655.1__GCF_010731595.1	90-95	Actinobacteriota	392	9	5029167	13328	0.002650140669419011
GCF_001280425.1__GCF_000223905.1	85-90	Halobacteriota	672	381	3054367	1787419	0.5852011235061143
GCA_900469175.1__GCF_012641405.1	85-90	Proteobacteria	1052	603	4621431	2644116	0.5721422650257031
GCF_000631985.1__GCF_000282515.1	85-90	Proteobacteria	1428	787	4796981	2757415	0.5748229980481474
GCF_000799245.1__GCF_900114015.1	80-85	Proteobacteria	1717	942	2210990	1247593	0.5642689473946061
GCF_009789655.1__GCF_904848665.1	90-95	Proteobacteria	598	302	6329500	3834503	0.6058145193143218
GCA_902635865.1__GCA_902574215.1	85-90	Proteobacteria	97	46	540789	264259	0.4886545399407162
GCF_015071065.1__GCF_000291355.1	90-95	Firmicutes	956	268	4085804	1095942	0.2682316626054505
GCF_000279535.1__GCA_000223255.2	90-95	Firmicutes	294	172	1415753	835422	0.5900902205398824
GCF_000379565.1__GCF_000426345.1	85-90	Proteobacteria	1649	876	4275322	2413299	0.5644718690194563
GCF_002154555.1__GCF_001542625.1	85-90	Actinobacteriota	2172	1085	3984263	2041412	0.5123687868998608
GCF_002899455.1__GCF_000721605.1	85-90	Actinobacteriota	1877	810	4621874	2015916	0.4361685325043478
GCF_005081185.1__GCF_005080965.1	80-85	Proteobacteria	168	0	325920	0	0.0
GCA_016873375.1__GCA_005798965.1	85-90	Planctomycetota	579	304	1233828	653426	0.5295924553503406
GCF_902158555.1__GCF_000215745.1	80-85	Proteobacteria	864	697	2766611	2240197	0.8097260511145224
GCA_902580945.1__GCA_902534465.1	90-95	Proteobacteria	97	45	794632	415017	0.5222757200817485
GCA_910587705.1__GCA_910585245.1	85-90	Firmicutes_A	817	435	1613223	848384	0.525893816291982
GCF_000716535.1__GCF_017526105.1	90-95	Actinobacteriota	1694	901	5757526	3116834	0.5413495310312103
GCF_900091455.1__GCF_018070045.1	90-95	Actinobacteriota	1079	528	5508784	2705041	0.4910413986099292
GCA_003213235.1__GCA_003278535.1	90-95	Cyanobacteria	119	63	1202798	640359	0.5323911413221505
GCF_902859825.1__GCF_000472445.1	85-90	Proteobacteria	1292	692	4790291	2490372	0.5198790637145009
GCF_008868175.1__GCF_000145235.1	85-90	Actinobacteriota	1409	641	4001940	1798655	0.44944576880213094
GCA_011370655.1__GCA_000353875.1	90-95	Atribacterota	461	253	1817804	870840	0.47906154898988007
GCF_001676155.1__GCF_000633515.1	80-85	Proteobacteria	791	360	2343285	1105857	0.4719259501085015
GCF_003143935.1__GCF_007176755.1	85-90	Actinobacteriota	2083	1351	3678573	2349946	0.6388199989506801
GCA_900540635.1__GCF_018918045.1	80-85	Firmicutes_A	567	316	1107094	632136	0.5709867454796069
GCA_018819665.1__GCA_003527405.1	85-90	Atribacterota	593	273	724488	318999	0.4403095703448504
GCF_000367945.1__GCF_000413855.1	90-95	Proteobacteria	499	223	3418533	1499725	0.43870426291043557
GCF_018129985.1__GCF_016616425.1	85-90	Proteobacteria	1532	786	4445660	2290695	0.5152654498994526
GCF_015461845.1__GCF_018502625.1	85-90	Proteobacteria	1222	641	4349852	2262091	0.520038612807976
GCF_004216855.1__GCF_004216575.1	85-90	Actinobacteriota	567	284	1430898	756608	0.5287644542098738
GCF_018919395.1__GCF_016458305.1	85-90	Desulfobacterota	1157	329	3743653	1038786	0.27747924286786196
GCF_900618535.1__GCF_002269505.1	90-95	Proteobacteria	620	260	4253189	1655572	0.38925427485117636
GCA_016873335.1__GCA_005799495.1	80-85	Planctomycetota	367	194	1368553	724908	0.5296893872579286
GCA_003331685.1__GCA_018222695.1	90-95	Proteobacteria	321	164	999473	523960	0.5242362725156158
GCF_002723575.1__GCF_001400735.1	80-85	Proteobacteria	1108	599	2973505	1641467	0.5520310206305353
GCF_019139815.1__GCF_012974785.1	80-85	Proteobacteria	1150	384	2350453	738940	0.3143819510536905
GCF_001045445.1__GCF_000737715.1	80-85	Bacteroidota	974	620	2560247	1579006	0.6167397130042531
GCA_902617805.1__GCA_902588855.1	80-85	Proteobacteria	84	58	354229	259230	0.7318147300192813
GCF_002933465.1__GCF_001613505.1	90-95	Actinobacteriota	1150	590	5137823	2646126	0.5150286415082809
GCA_900541355.1__GCA_002432025.1	85-90	Elusimicrobiota	338	182	1230946	670709	0.5448728051433613
GCF_014698835.1__GCF_002368035.1	90-95	Cyanobacteria	3007	1695	6174632	3609751	0.584609900638613
GCF_003353015.1__GCF_001908725.1	85-90	Proteobacteria	1474	427	3391912	1031013	0.3039621900568175
GCF_001647535.1__GCF_000368625.1	80-85	Proteobacteria	580	432	1233624	912447	0.7396475749499037
GCA_016872125.1__GCA_009927485.1	90-95	Bacteroidota	384	188	1394293	709463	0.5088335091691631
GCF_014251795.1__GCF_014251715.1	80-85	Bacteroidota	108	0	522794	0	0.0
GCF_000739085.1__GCF_014653945.1	90-95	Actinobacteriota	1414	856	5306177	3254226	0.6132901333672058
GCF_000717025.1__GCF_016909575.1	85-90	Actinobacteriota	1276	474	5213026	1909945	0.3663793351500645
GCF_900102375.1__GCF_018228765.1	90-95	Halobacteriota	821	371	2358160	1093886	0.46387268039488416
GCA_012838545.1__GCA_002329485.1	80-85	Firmicutes	268	109	842688	316682	0.3757998215235057
GCA_017428805.1__GCA_016284635.1	85-90	Bacteroidota	787	393	1741059	931048	0.5347595917197522
GCA_902599315.1__GCA_902515775.1	90-95	Proteobacteria	81	47	1142131	695852	0.6092576070520808
GCF_900215215.1__GCF_000025865.1	90-95	Halobacteriota	249	116	1517331	731959	0.4823990282937606
GCF_018614055.1__GCF_018614035.1	85-90	Actinobacteriota	1727	858	4316010	2119308	0.4910340800878589
GCF_003999415.1__GCF_000631985.1	90-95	Proteobacteria	917	391	5094285	2166169	0.4252155111070543
GCF_000799165.1__GCF_000384375.1	80-85	Proteobacteria	478	388	1275717	1046678	0.8204625320506037
GCF_002150765.1__GCF_014653695.1	85-90	Actinobacteriota	1842	976	5751925	3085836	0.5364875237420516
GCF_016907635.1__GCF_014837165.1	80-85	Actinobacteriota	752	278	1596784	603807	0.3781394352648824
GCA_902588315.1__GCA_902548405.1	80-85	Proteobacteria	114	42	508664	201134	0.39541622760800843
GCF_012927105.1__GCF_900111125.1	80-85	Proteobacteria	1147	625	2325472	1257336	0.5406799135831349
GCF_016466415.1__GCF_000020205.1	90-95	Proteobacteria	312	16	4168701	70002	0.016792281336560237
GCF_017355185.1__GCF_009834185.1	85-90	Actinobacteriota	1094	527	2262861	1100088	0.48614917133663976
GCA_900320095.1__GCA_902774245.1	90-95	Verrucomicrobiota	507	241	2149057	1067315	0.49664341150560454
GCA_008373205.1__GCA_002171675.1	90-95	Chloroflexota	82	35	1153368	403784	0.3500912111312261
GCF_003226895.2__GCF_000010285.1	85-90	Actinobacteriota	927	781	1913147	1611879	0.8425275214084438
GCF_004167605.1__GCF_018709685.1	80-85	Verrucomicrobiota	663	304	1599511	726715	0.45433573135789623
GCA_002840355.1__GCA_001799715.1	90-95	Elusimicrobiota	533	266	2088654	995744	0.4767395652894161
GCA_003151335.1__GCA_003135475.1	90-95	Acidobacteriota	1343	777	2691359	1514774	0.5628286675987856
GCA_016882315.1__GCF_003003925.1	90-95	Cyanobacteria	356	138	2468512	941301	0.3813232425039862
GCF_003752025.1__GCA_900086645.1	80-85	Actinobacteriota	1062	734	2137433	1465843	0.6857959992196246
GCA_002723155.1__GCF_000420665.1	90-95	Proteobacteria	326	163	2991000	1643723	0.5495563356736878
GCF_001007995.1__GCF_014648135.1	90-95	Deinococcota	939	599	2661322	1722603	0.6472734227575618
GCF_000372525.1__GCA_013361545.1	90-95	Proteobacteria	955	470	4321570	1990296	0.46054929111410897
GCF_009764645.1__GCF_001238485.1	85-90	Proteobacteria	1250	653	3403239	1827060	0.5368591509441447
GCF_900105315.1__GCF_001570805.1	90-95	Actinobacteriota	652	132	3012867	1016908	0.3375217027502376
GCF_001279005.1__GCF_000721605.1	90-95	Actinobacteriota	1626	888	5818533	3125141	0.5371011902828428
GCF_000187745.1__GCF_007475365.1	85-90	Firmicutes	449	235	1201146	624880	0.5202365074687008
GCF_004320525.1__GCA_002370555.1	80-85	Actinobacteriota	868	476	1962105	1106150	0.5637567816197401
GCA_011053565.1__GCA_001311545.1	85-90	Deinococcota	950	480	1266964	623447	0.4920794908142615
GCA_008868125.1__GCF_002979655.1	85-90	Actinobacteriota	623	211	2411467	853327	0.35386219259894497
GCA_000634515.1__GCA_902542595.1	90-95	Cyanobacteria	151	80	719358	345807	0.4807161385568799
GCA_017645785.1__GCA_902799665.1	85-90	Spirochaetota	830	435	1599049	850069	0.5316091001589069
GCF_007097265.1__GCF_000812945.1	85-90	Bacteroidota	859	396	2510426	1202887	0.4791565256255313
GCF_001028025.1__GCF_001404335.1	80-85	Firmicutes_A	1033	516	2601534	1329659	0.5111057552966827
GCF_018035235.1__GCF_010231475.1	80-85	Proteobacteria	749	478	2518814	1618136	0.6424198055116416
GCF_005938625.1__GCF_002277815.1	85-90	Proteobacteria	1305	699	3252010	1813052	0.5575173508076543
GCA_900541055.1__GCF_015557435.1	90-95	Actinobacteriota	382	208	1763227	916577	0.5198292675872137
GCF_001281025.1__GCA_905221255.1	85-90	Firmicutes	403	227	1188234	670996	0.5647002189804365
GCF_001306915.1__GCF_900116435.1	80-85	Proteobacteria	741	311	2341556	974071	0.4159930405251892
GCF_000691525.1__GCF_000317305.3	90-95	Actinobacteriota	326	177	4783474	2346744	0.49059407451571807
GCF_009683175.1__GCF_016100725.1	90-95	Actinobacteriota	139	103	1793299	1347004	0.7511318525243141
GCF_003989515.1__GCF_003234175.1	90-95	Actinobacteriota	767	422	2692073	1517013	0.5635110934956072
GCF_003426735.1__GCF_003259375.1	80-85	Bacteroidota	1004	326	2914213	969057	0.3325278557195373
GCA_003279685.1__GCA_902513955.1	85-90	Proteobacteria	143	52	862932	330527	0.38302786314564763
GCF_900184245.1__GCA_014400405.1	85-90	Actinobacteriota	807	304	2395966	841201	0.35109054135158846
GCA_900551155.1__GCA_900548955.1	85-90	Actinobacteriota	427	231	909664	487606	0.5360286875153903
GCF_015553625.1__GCA_018366675.1	85-90	Firmicutes	450	202	737098	308017	0.41787794838678166
GCF_004519335.1__GCF_010500815.1	80-85	Proteobacteria	1638	857	2299968	1174417	0.510623191279183
GCF_003287275.1__GCF_013401555.1	90-95	Firmicutes	803	401	5844043	2869312	0.49098064473516023
GCF_009769735.1__GCF_014649775.1	90-95	Actinobacteriota	1826	1046	6356123	3908277	0.614883790008469
GCF_900635155.1__GCA_905372115.1	90-95	Firmicutes	287	119	1974269	857868	0.434524373325013
GCA_900551355.1__GCA_900545495.1	90-95	Firmicutes_A	391	182	1145599	498163	0.4348493670123665
GCF_900095445.1__GCA_002385545.1	80-85	Firmicutes_A	515	231	1608858	758170	0.47124730709608925
GCF_003943655.1__GCA_905372115.1	90-95	Firmicutes	307	168	1950682	982373	0.5036048930579151
GCF_004365655.1__GCF_900110605.1	80-85	Bacteroidota	852	457	1753751	961246	0.5481085969444921
GCF_900156755.1__GCF_000173835.1	80-85	Firmicutes	635	243	1602180	570569	0.3561204109400941
GCF_003416985.1__GCF_900143065.1	80-85	Proteobacteria	1407	928	3109407	2088459	0.6716582936875102
GCF_000722545.1__GCF_900100345.1	90-95	Firmicutes	1096	519	4564548	1977374	0.43320258654307064
GCA_009702925.1__GCA_009704445.1	80-85	Actinobacteriota	184	80	523049	252720	0.48316696906026013
GCF_000935215.1__GCF_000661915.1	90-95	Proteobacteria	783	422	3655325	2071281	0.5666475621182795
GCF_013178945.1__GCF_000239775.1	85-90	Proteobacteria	2021	1008	5702250	2860327	0.5016137489587443
GCF_016921195.1__GCF_006539945.1	90-95	Actinobacteriota	722	492	3722250	2460311	0.660974141984015
GCF_900636745.1__GCF_000188255.1	90-95	Proteobacteria	306	167	1950307	1075761	0.5515854683390872
GCF_004366075.1__GCF_004331435.1	90-95	Actinobacteriota	1651	585	6548157	2319495	0.35422104265368104
GCF_902158555.1__GCF_900978845.1	80-85	Proteobacteria	941	355	2973670	1112785	0.37421267322870394
GCF_009763245.1__GCF_009799925.1	80-85	Proteobacteria	1121	606	1685161	929981	0.5518647773120788
GCA_017545185.1__GCA_016281125.1	80-85	Firmicutes_A	935	450	1608017	788850	0.49057317180104437
GCA_009712225.1__GCF_000420465.1	80-85	Desulfobacterota_I	790	501	1871616	1132071	0.6048628564833812
GCF_001524625.2__GCF_000959365.1	90-95	Proteobacteria	1486	687	5309739	2023153	0.38102682636566504
GCF_003697165.2__GCF_000026225.1	90-95	Proteobacteria	670	355	2978804	1537823	0.5162551816098004
GCF_002165785.1__GCF_003048595.2	90-95	Campylobacterota	135	41	1747189	350448	0.20057818587456766
GCF_000815105.2__GCF_902459645.1	80-85	Proteobacteria	1338	405	2661262	790988	0.2972228965054925
GCF_004000805.1__GCF_000023585.1	90-95	Firmicutes	741	339	5815613	2756589	0.4739980119034743
GCF_009755685.1__GCF_001729745.1	85-90	Proteobacteria	511	30	3607901	156691	0.04342996107709164
GCF_002812125.1__GCF_000332455.1	80-85	Spirochaetota	572	283	2451578	1128837	0.46045322645251346
GCF_002846495.1__GCF_016887965.1	80-85	Actinobacteriota	982	309	1794030	503610	0.28071436932492766
GCF_900102105.1__GCF_000092025.1	85-90	Proteobacteria	805	566	3897474	2639276	0.6771760376079481
GCA_017464245.1__GCA_017429205.1	85-90	Bacteroidota	590	319	1178733	633589	0.5375169779755042
GCF_002252755.1__GCF_002727125.1	85-90	Halobacteriota	1183	553	1761968	832616	0.472548877164625
GCA_010031845.1__GCA_010024525.1	85-90	Verrucomicrobiota	549	280	951531	470718	0.49469539090161013
GCA_902781705.1__GCA_902778105.1	85-90	Bacteroidota	591	289	1264800	569948	0.45062302340290955
GCF_001866135.1__GCF_900105335.1	95-100	Actinobacteriota	255	128	2982890	1173876	0.3935364696653246
GCA_900544245.1__GCA_900756605.1	85-90	Actinobacteriota	514	262	937784	485792	0.5180212074422255
GCF_016056375.1__GCF_015694525.1	80-85	Bacteroidota	1971	834	2458161	1003788	0.4083491683416993
GCF_004348425.1__GCF_004348515.1	90-95	Actinobacteriota	1929	921	6339348	3018463	0.47614723154494754
GCA_002499705.1__GCA_902520595.1	85-90	Thermoplasmatota	223	109	1191418	630166	0.5289210000184654
GCF_006715355.1__GCF_014645655.1	85-90	Actinobacteriota	845	327	2337190	831321	0.35569251964966475
GCF_003610785.1__GCF_016802865.1	80-85	Actinobacteriota	1616	799	3086068	1549864	0.5022131722308129
GCF_009674775.1__GCF_004345565.1	90-95	Bacteroidota	861	519	4163917	2527464	0.6069919261118798
GCF_000485795.1__GCF_000203935.1	90-95	Proteobacteria	621	357	3962475	2470533	0.6234822932636799
GCF_900099615.1__GCF_008931845.1	90-95	Spirochaetota	65	31	982254	900037	0.9162976175205191
GCF_001013905.1__GCF_018982965.1	85-90	Actinobacteriota	2170	1268	3579557	2068450	0.5778508346144509
GCA_004570955.1__GCA_014635205.1	80-85	Firmicutes	399	209	1100419	562346	0.5110289807791396
GCA_900547345.1__GCA_900545055.1	90-95	Actinobacteriota	393	209	1526802	825384	0.5405966196009698
GCF_000812185.1__GCA_902512865.1	85-90	Thermoproteota	106	36	474809	130713	0.2752959611127843
GCA_902590705.1__GCA_902515395.1	90-95	Bacteroidota	166	55	1375223	410190	0.2982716257654213
GCF_002277025.1__GCF_001427105.1	80-85	Proteobacteria	1090	535	1947191	953714	0.4897896508354856
GCF_000720325.1__GCF_014649395.1	85-90	Actinobacteriota	2935	1289	5226836	2354546	0.4504725229565267
GCA_017940265.1__GCA_902777015.1	80-85	Firmicutes	305	114	557701	192037	0.34433683999132153
GCA_003134685.1__GCA_003131365.1	90-95	Gemmatimonadota	615	327	2746964	1393043	0.5071209524405853
GCA_017640615.1__GCA_017644005.1	80-85	Proteobacteria	713	530	2011091	1498992	0.7453625917474644
GCA_016788465.1__GCA_902500805.1	80-85	Nitrospirota	912	508	2021733	1115060	0.5515367261651266
GCF_001457475.1__GCF_902859645.1	90-95	Proteobacteria	914	446	5274568	2318846	0.43962766239813383
GCF_000333035.1__GCF_000192435.1	80-85	Actinobacteriota	863	354	2134390	852749	0.3995282024372303
GCF_015071065.1__GCF_001455345.1	85-90	Firmicutes	1041	387	4047708	1382673	0.34159405767412077
GCF_006439515.1__GCF_002879535.1	85-90	Proteobacteria	1486	773	4160770	2124991	0.5107206118098333
GCF_000720805.1__GCF_000716605.1	80-85	Actinobacteriota	2361	1070	4311051	1883849	0.43698137646713064
GCF_000174775.1__GCF_000212375.1	85-90	Bacteroidota	493	244	1568942	790650	0.503938322767827
GCF_002112385.1__GCF_900105115.1	85-90	Proteobacteria	1138	633	3452795	1857935	0.5380959483548835
GCF_003253745.1__GCF_001686985.1	85-90	Proteobacteria	1795	853	4126546	1988431	0.4818632822704509
GCF_000148525.1__GCA_018364455.1	90-95	Firmicutes	378	194	1650630	871263	0.5278366441904
GCF_001642795.1__GCF_002723575.1	90-95	Proteobacteria	684	526	5099455	3911094	0.7669631362567176
GCF_000158955.1__GCF_016860545.1	80-85	Actinobacteriota	2180	1141	3713792	2037476	0.5486241555800648
GCF_013620795.1__GCA_004010935.1	80-85	Proteobacteria	809	455	2186992	1300497	0.5946510092400886
GCF_014205255.1__GCA_014204745.1	90-95	Actinobacteriota	1653	206	6135886	520865	0.08488831115832335
GCF_001295845.1__GCA_016215605.1	85-90	Proteobacteria	1831	722	3671713	1434265	0.39062557449343127
GCA_902610105.1__GCA_902546095.1	85-90	Bacteroidota	101	43	518085	228036	0.44015171255681984
GCF_002812085.1__GCF_003114815.1	90-95	Spirochaetota	241	110	3574926	1741059	0.4870195914544805
GCF_006715485.1__GCF_001412595.2	85-90	Proteobacteria	1826	1184	2988925	2033545	0.6803599956506101
GCF_018613065.1__GCF_900177675.1	90-95	Firmicutes	1105	466	4385867	1936204	0.4414643672505345
GCF_000745975.1__GCF_004319545.1	80-85	Desulfobacterota	895	380	2268956	947299	0.41750435001824626
GCF_014596465.1__GCA_019192735.1	85-90	Actinobacteriota	2365	1344	4775924	2712858	0.568027883190771
