pairid	q_acc	r_acc	species
GCF_003798105.1__GCF_004355125.1	GCF_003798105.1	GCF_004355125.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_004355145.1	GCF_003798105.1	GCF_004355145.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_006364735.1	GCF_003798105.1	GCF_006364735.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_006364795.1	GCF_003798105.1	GCF_006364795.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_007559065.1	GCF_003798105.1	GCF_007559065.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_007559085.1	GCF_003798105.1	GCF_007559085.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_007559105.1	GCF_003798105.1	GCF_007559105.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_008033725.1	GCF_003798105.1	GCF_008033725.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_008033745.1	GCF_003798105.1	GCF_008033745.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_008033765.1	GCF_003798105.1	GCF_008033765.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_008195485.1	GCF_003798105.1	GCF_008195485.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_009648875.1	GCF_003798105.1	GCF_009648875.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_009664165.1	GCF_003798105.1	GCF_009664165.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_009676765.1	GCF_003798105.1	GCF_009676765.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_009676785.1	GCF_003798105.1	GCF_009676785.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_009676885.1	GCF_003798105.1	GCF_009676885.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_009867055.1	GCF_003798105.1	GCF_009867055.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_009905195.1	GCF_003798105.1	GCF_009905195.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_009911735.1	GCF_003798105.1	GCF_009911735.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_012276675.1	GCF_003798105.1	GCF_012276675.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_012935295.1	GCF_003798105.1	GCF_012935295.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013001005.1	GCF_003798105.1	GCF_013001005.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013201015.1	GCF_003798105.1	GCF_013201015.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013255565.1	GCF_003798105.1	GCF_013255565.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013260445.1	GCF_003798105.1	GCF_013260445.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013305645.2	GCF_003798105.1	GCF_013305645.2	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013305765.1	GCF_003798105.1	GCF_013305765.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013305815.1	GCF_003798105.1	GCF_013305815.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013343355.1	GCF_003798105.1	GCF_013343355.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013343375.1	GCF_003798105.1	GCF_013343375.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013343395.1	GCF_003798105.1	GCF_013343395.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013343475.1	GCF_003798105.1	GCF_013343475.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013343515.1	GCF_003798105.1	GCF_013343515.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013343575.1	GCF_003798105.1	GCF_013343575.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013347245.1	GCF_003798105.1	GCF_013347245.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013375795.1	GCF_003798105.1	GCF_013375795.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013375815.1	GCF_003798105.1	GCF_013375815.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013375855.1	GCF_003798105.1	GCF_013375855.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013375875.1	GCF_003798105.1	GCF_013375875.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013375915.1	GCF_003798105.1	GCF_013375915.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013376775.1	GCF_003798105.1	GCF_013376775.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013393665.2	GCF_003798105.1	GCF_013393665.2	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013393685.1	GCF_003798105.1	GCF_013393685.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013393705.1	GCF_003798105.1	GCF_013393705.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013395035.1	GCF_003798105.1	GCF_013395035.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013414905.1	GCF_003798105.1	GCF_013414905.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013414925.1	GCF_003798105.1	GCF_013414925.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013414945.1	GCF_003798105.1	GCF_013414945.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013414965.1	GCF_003798105.1	GCF_013414965.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013414985.1	GCF_003798105.1	GCF_013414985.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013415005.1	GCF_003798105.1	GCF_013415005.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013415025.1	GCF_003798105.1	GCF_013415025.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013415045.1	GCF_003798105.1	GCF_013415045.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013415065.1	GCF_003798105.1	GCF_013415065.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013415085.1	GCF_003798105.1	GCF_013415085.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013467585.1	GCF_003798105.1	GCF_013467585.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_013467605.1	GCF_003798105.1	GCF_013467605.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_014155905.1	GCF_003798105.1	GCF_014155905.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_014854655.1	GCF_003798105.1	GCF_014854655.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_015697465.1	GCF_003798105.1	GCF_015697465.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_015697605.1	GCF_003798105.1	GCF_015697605.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_015697645.1	GCF_003798105.1	GCF_015697645.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_015697665.1	GCF_003798105.1	GCF_015697665.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_016064595.1	GCF_003798105.1	GCF_016064595.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_016105505.1	GCF_003798105.1	GCF_016105505.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_016105885.1	GCF_003798105.1	GCF_016105885.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_016107485.1	GCF_003798105.1	GCF_016107485.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_016126955.1	GCF_003798105.1	GCF_016126955.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_016584725.1	GCF_003798105.1	GCF_016584725.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_016745115.1	GCF_003798105.1	GCF_016745115.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_016745135.1	GCF_003798105.1	GCF_016745135.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_016745175.1	GCF_003798105.1	GCF_016745175.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_016864415.1	GCF_003798105.1	GCF_016864415.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_016919425.1	GCF_003798105.1	GCF_016919425.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_017378395.1	GCF_003798105.1	GCF_017378395.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_017378475.1	GCF_003798105.1	GCF_017378475.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_017900915.1	GCF_003798105.1	GCF_017900915.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_018141565.1	GCF_003798105.1	GCF_018141565.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_018141625.1	GCF_003798105.1	GCF_018141625.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_018279265.1	GCF_003798105.1	GCF_018279265.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_018279305.1	GCF_003798105.1	GCF_018279305.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_018409365.1	GCF_003798105.1	GCF_018409365.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_018448985.1	GCF_003798105.1	GCF_018448985.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_900070375.1	GCF_003798105.1	GCF_900070375.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_900095805.1	GCF_003798105.1	GCF_900095805.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_900149285.1	GCF_003798105.1	GCF_900149285.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_900185255.1	GCF_003798105.1	GCF_900185255.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_900618255.1	GCF_003798105.1	GCF_900618255.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_900618265.1	GCF_003798105.1	GCF_900618265.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_900618285.1	GCF_003798105.1	GCF_900618285.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_900618325.1	GCF_003798105.1	GCF_900618325.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_900618335.1	GCF_003798105.1	GCF_900618335.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_900636735.1	GCF_003798105.1	GCF_900636735.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_900636755.1	GCF_003798105.1	GCF_900636755.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_900636975.1	GCF_003798105.1	GCF_900636975.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_900637045.1	GCF_003798105.1	GCF_900637045.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_902172305.2	GCF_003798105.1	GCF_902172305.2	Pseudomonas aeruginosa
GCF_003798105.1__GCF_902703185.1	GCF_003798105.1	GCF_902703185.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_902703195.1	GCF_003798105.1	GCF_902703195.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_902703215.1	GCF_003798105.1	GCF_902703215.1	Pseudomonas aeruginosa
GCF_003798105.1__GCF_904866275.1	GCF_003798105.1	GCF_904866275.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_003798145.1	GCF_003798125.1	GCF_003798145.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_003812905.1	GCF_003798125.1	GCF_003812905.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_003813005.1	GCF_003798125.1	GCF_003813005.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_003957825.1	GCF_003798125.1	GCF_003957825.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_004014755.1	GCF_003798125.1	GCF_004014755.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_004102665.1	GCF_003798125.1	GCF_004102665.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_004193735.1	GCF_003798125.1	GCF_004193735.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_004291075.1	GCF_003798125.1	GCF_004291075.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_004355125.1	GCF_003798125.1	GCF_004355125.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_004355145.1	GCF_003798125.1	GCF_004355145.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_006364735.1	GCF_003798125.1	GCF_006364735.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_006364795.1	GCF_003798125.1	GCF_006364795.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_007559065.1	GCF_003798125.1	GCF_007559065.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_007559085.1	GCF_003798125.1	GCF_007559085.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_007559105.1	GCF_003798125.1	GCF_007559105.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_008033725.1	GCF_003798125.1	GCF_008033725.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_008033745.1	GCF_003798125.1	GCF_008033745.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_008033765.1	GCF_003798125.1	GCF_008033765.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_008195485.1	GCF_003798125.1	GCF_008195485.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_009648875.1	GCF_003798125.1	GCF_009648875.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_009664165.1	GCF_003798125.1	GCF_009664165.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_009676765.1	GCF_003798125.1	GCF_009676765.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_009676785.1	GCF_003798125.1	GCF_009676785.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_009676885.1	GCF_003798125.1	GCF_009676885.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_009867055.1	GCF_003798125.1	GCF_009867055.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_009905195.1	GCF_003798125.1	GCF_009905195.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_009911735.1	GCF_003798125.1	GCF_009911735.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_012276675.1	GCF_003798125.1	GCF_012276675.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_012935295.1	GCF_003798125.1	GCF_012935295.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013001005.1	GCF_003798125.1	GCF_013001005.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013201015.1	GCF_003798125.1	GCF_013201015.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013255565.1	GCF_003798125.1	GCF_013255565.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013260445.1	GCF_003798125.1	GCF_013260445.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013305645.2	GCF_003798125.1	GCF_013305645.2	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013305765.1	GCF_003798125.1	GCF_013305765.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013305815.1	GCF_003798125.1	GCF_013305815.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013343355.1	GCF_003798125.1	GCF_013343355.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013343375.1	GCF_003798125.1	GCF_013343375.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013343395.1	GCF_003798125.1	GCF_013343395.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013343475.1	GCF_003798125.1	GCF_013343475.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013343515.1	GCF_003798125.1	GCF_013343515.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013343575.1	GCF_003798125.1	GCF_013343575.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013347245.1	GCF_003798125.1	GCF_013347245.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013375795.1	GCF_003798125.1	GCF_013375795.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013375815.1	GCF_003798125.1	GCF_013375815.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013375855.1	GCF_003798125.1	GCF_013375855.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013375875.1	GCF_003798125.1	GCF_013375875.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013375915.1	GCF_003798125.1	GCF_013375915.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013376775.1	GCF_003798125.1	GCF_013376775.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013393665.2	GCF_003798125.1	GCF_013393665.2	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013393685.1	GCF_003798125.1	GCF_013393685.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013393705.1	GCF_003798125.1	GCF_013393705.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013395035.1	GCF_003798125.1	GCF_013395035.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013414905.1	GCF_003798125.1	GCF_013414905.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013414925.1	GCF_003798125.1	GCF_013414925.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013414945.1	GCF_003798125.1	GCF_013414945.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013414965.1	GCF_003798125.1	GCF_013414965.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013414985.1	GCF_003798125.1	GCF_013414985.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013415005.1	GCF_003798125.1	GCF_013415005.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013415025.1	GCF_003798125.1	GCF_013415025.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013415045.1	GCF_003798125.1	GCF_013415045.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013415065.1	GCF_003798125.1	GCF_013415065.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013415085.1	GCF_003798125.1	GCF_013415085.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013467585.1	GCF_003798125.1	GCF_013467585.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_013467605.1	GCF_003798125.1	GCF_013467605.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_014155905.1	GCF_003798125.1	GCF_014155905.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_014854655.1	GCF_003798125.1	GCF_014854655.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_015697465.1	GCF_003798125.1	GCF_015697465.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_015697605.1	GCF_003798125.1	GCF_015697605.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_015697645.1	GCF_003798125.1	GCF_015697645.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_015697665.1	GCF_003798125.1	GCF_015697665.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_016064595.1	GCF_003798125.1	GCF_016064595.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_016105505.1	GCF_003798125.1	GCF_016105505.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_016105885.1	GCF_003798125.1	GCF_016105885.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_016107485.1	GCF_003798125.1	GCF_016107485.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_016126955.1	GCF_003798125.1	GCF_016126955.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_016584725.1	GCF_003798125.1	GCF_016584725.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_016745115.1	GCF_003798125.1	GCF_016745115.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_016745135.1	GCF_003798125.1	GCF_016745135.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_016745175.1	GCF_003798125.1	GCF_016745175.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_016864415.1	GCF_003798125.1	GCF_016864415.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_016919425.1	GCF_003798125.1	GCF_016919425.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_017378395.1	GCF_003798125.1	GCF_017378395.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_017378475.1	GCF_003798125.1	GCF_017378475.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_017900915.1	GCF_003798125.1	GCF_017900915.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_018141565.1	GCF_003798125.1	GCF_018141565.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_018141625.1	GCF_003798125.1	GCF_018141625.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_018279265.1	GCF_003798125.1	GCF_018279265.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_018279305.1	GCF_003798125.1	GCF_018279305.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_018409365.1	GCF_003798125.1	GCF_018409365.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_018448985.1	GCF_003798125.1	GCF_018448985.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_900070375.1	GCF_003798125.1	GCF_900070375.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_900095805.1	GCF_003798125.1	GCF_900095805.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_900149285.1	GCF_003798125.1	GCF_900149285.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_900185255.1	GCF_003798125.1	GCF_900185255.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_900618255.1	GCF_003798125.1	GCF_900618255.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_900618265.1	GCF_003798125.1	GCF_900618265.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_900618285.1	GCF_003798125.1	GCF_900618285.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_900618325.1	GCF_003798125.1	GCF_900618325.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_900618335.1	GCF_003798125.1	GCF_900618335.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_900636735.1	GCF_003798125.1	GCF_900636735.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_900636755.1	GCF_003798125.1	GCF_900636755.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_900636975.1	GCF_003798125.1	GCF_900636975.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_900637045.1	GCF_003798125.1	GCF_900637045.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_902172305.2	GCF_003798125.1	GCF_902172305.2	Pseudomonas aeruginosa
GCF_003798125.1__GCF_902703185.1	GCF_003798125.1	GCF_902703185.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_902703195.1	GCF_003798125.1	GCF_902703195.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_902703215.1	GCF_003798125.1	GCF_902703215.1	Pseudomonas aeruginosa
GCF_003798125.1__GCF_904866275.1	GCF_003798125.1	GCF_904866275.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_003812905.1	GCF_003798145.1	GCF_003812905.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_003813005.1	GCF_003798145.1	GCF_003813005.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_003957825.1	GCF_003798145.1	GCF_003957825.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_004014755.1	GCF_003798145.1	GCF_004014755.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_004102665.1	GCF_003798145.1	GCF_004102665.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_004193735.1	GCF_003798145.1	GCF_004193735.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_004291075.1	GCF_003798145.1	GCF_004291075.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_004355125.1	GCF_003798145.1	GCF_004355125.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_004355145.1	GCF_003798145.1	GCF_004355145.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_006364735.1	GCF_003798145.1	GCF_006364735.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_006364795.1	GCF_003798145.1	GCF_006364795.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_007559065.1	GCF_003798145.1	GCF_007559065.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_007559085.1	GCF_003798145.1	GCF_007559085.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_007559105.1	GCF_003798145.1	GCF_007559105.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_008033725.1	GCF_003798145.1	GCF_008033725.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_008033745.1	GCF_003798145.1	GCF_008033745.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_008033765.1	GCF_003798145.1	GCF_008033765.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_008195485.1	GCF_003798145.1	GCF_008195485.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_009648875.1	GCF_003798145.1	GCF_009648875.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_009664165.1	GCF_003798145.1	GCF_009664165.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_009676765.1	GCF_003798145.1	GCF_009676765.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_009676785.1	GCF_003798145.1	GCF_009676785.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_009676885.1	GCF_003798145.1	GCF_009676885.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_009867055.1	GCF_003798145.1	GCF_009867055.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_009905195.1	GCF_003798145.1	GCF_009905195.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_009911735.1	GCF_003798145.1	GCF_009911735.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_012276675.1	GCF_003798145.1	GCF_012276675.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_012935295.1	GCF_003798145.1	GCF_012935295.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013001005.1	GCF_003798145.1	GCF_013001005.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013201015.1	GCF_003798145.1	GCF_013201015.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013255565.1	GCF_003798145.1	GCF_013255565.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013260445.1	GCF_003798145.1	GCF_013260445.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013305645.2	GCF_003798145.1	GCF_013305645.2	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013305765.1	GCF_003798145.1	GCF_013305765.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013305815.1	GCF_003798145.1	GCF_013305815.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013343355.1	GCF_003798145.1	GCF_013343355.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013343375.1	GCF_003798145.1	GCF_013343375.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013343395.1	GCF_003798145.1	GCF_013343395.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013343475.1	GCF_003798145.1	GCF_013343475.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013343515.1	GCF_003798145.1	GCF_013343515.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013343575.1	GCF_003798145.1	GCF_013343575.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013347245.1	GCF_003798145.1	GCF_013347245.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013375795.1	GCF_003798145.1	GCF_013375795.1	Pseudomonas aeruginosa
GCF_003798145.1__GCF_013375815.1	GCF_003798145.1	GCF_013375815.1	Pseudomonas aeruginosa
