query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	query_asm	ref_asm	band	anim_ani	skani_ani
VXTP01000012.1	JAAXHH010000077.1	88.1209	90.5327	0.7916	0.7367	0.10976	43	0.9233	111	3.074	0.3192	89.9671	93.7886	0.7013	1.46	AlfI:90.82,AloI:90.12,BcgI:90.51,FalI:90.81	1485	43	4842	205	32.093023255813954	INCONSISTENT	GCA_009837395.1	GCA_012270975.1	0.85-0.9	87.4306	86.81
JAAXHH010000077.1	VXMB01000013.1	88.2992	90.5405	0.7919	0.8665	0.10778	34	0.948	77	3.258	0.3199	89.9918	93.7079	0.6948	1.8	AlfI:91.03,AloI:90.34,BcgI:90.42,FalI:90.57	1511	34	5007	395	42.26470588235294	INCONSISTENT	GCA_012270975.1	GCA_009841265.1	0.85-0.9	87.5452	86.96000000000001
CAINDZ010000001.1	CAIOLW010000001.1	93.6236	93.9215	0.2093	0.1861	0.12336	143	0.5988	583	7.405	0.5501	93.664	94.5742	1.3903	1.73	AlfI:94.07,AloI:92.92,BcgI:93.91,FalI:94.31	2013	143	1901	29	7.083916083916084	ok	GCA_903847545.1	GCA_903859215.1	0.85-0.9	87.8427	89.38000000000001
NZHL01000021.1	PAOF01000001.1	91.2689	91.2689	0.0675	0.1043	1.13043	3	0.2203	46	inf	0.408	90.6672	93.5891	6.727	1.23	AlfI:93.73,AloI:87.01,FalI:92.20	75	3	43	6	5.333333333333333	ok	GCA_002691365.1	GCA_002707905.1	0.85-0.9	86.1754	86.24000000000001
DTTI01000001.1	SCKS01000034.1	92.3851	92.3851	0.1565	0.2285	0.33043	24	0.5333	126	inf	0.457	92.1677	93.1501	0.6575	0.15	AlfI:92.41,AloI:92.87,BcgI:92.35,FalI:92.21	312	24	380	15	7.0	ok	GCA_012964825.1	GCA_004124465.1	0.85-0.9	87.9248	88.7
QNCR01000001.1	LGGY01000264.1	90.5356	90.5356	0.0038	0.0037	2.23139	1	0.0698	40	inf	0.3336	91.0438	85.9376	3.6482	0.14	AlfI:91.27,AloI:89.16,BcgI:89.69,FalI:92.81	138	1	11	4	4.0	ok	GCA_003644575.1	GCA_001509335.1	0.85-0.9	85.4182	85.37
CABZHT010000001.1	CACNWW010000001.1	90.218	91.4876	0.6355	0.6305	0.33453	6	0.8978	19	3.817	0.4113	91.036	93.4609	4.7567	4.47	AlfI:92.93,AloI:93.31,BcgI:88.55,FalI:91.56	191	6	454	47	28.833333333333332	INCONSISTENT	GCA_902525615.1	GCA_902624275.1	0.85-0.9	89.5392	88.53
NNSG01000001.1	DJKX01000018.1	91.1859	91.1859	0.1863	0.2429	0.3875	11	0.5311	98	inf	0.3738	90.856	92.9198	1.2299	0.68	AlfI:91.61,AloI:90.79,BcgI:90.50,FalI:91.73	225	11	345	37	11.090909090909092	INCONSISTENT	GCA_002256485.1	GCA_002436185.1	0.85-0.9	87.7722	87.2
CACHMU010000001.1	PASX01000014.1	96.9695	96.9695	0.0286	0.0192	0.79273	3	0.2456	43	inf	0.8054	96.5113	97.3383	5.5562	2.59	AlfI:93.74,AloI:93.01,FalI:98.57	80	3	22	6	5.666666666666667	ok	GCA_902581045.1	GCA_002713455.1	0.85-0.9	86.2927	86.31
DKQU01000023.1	NVVH01000032.1	93.9184	93.9184	0.0241	0.0203	1.00907	3	0.1474	81	inf	0.5683	94.4265	92.7768	5.8663	1.84	AlfI:93.73,AloI:98.16,BcgI:94.62,FalI:92.30	163	3	28	8	5.666666666666667	ok	GCA_002471865.1	GCA_002402135.1	0.85-0.9	85.2649	85.42999999999999
NZ_QLOE01000004.1	DULW01000009.1	88.8576	90.3845	0.4584	0.4653	0.35801	13	0.7037	56	4.344	0.3366	89.9071	92.8028	3.2756	4.08	AlfI:91.20,AloI:92.34,BcgI:91.10,FalI:89.06	203	13	474	22	11.23076923076923	INCONSISTENT	GCF_003264935.1	GCA_012840175.1	0.85-0.9	88.1394	87.94999999999999
DTKR01000011.1	LGEU01000130.1			0.0	0.0		0	0.0	0					0.0		-	110	0	0	0	0.0	BELOW_DETECTION	GCA_011370395.1	GCA_001507955.1	0.85-0.9	85.3419	85.86
PMGM01000056.1	PLXT01000147.1	93.439	93.439	0.2696	0.1946	0.25281	32	0.6023	171	inf	0.5415	93.6879	92.9795	2.5651	3.21	AlfI:91.92,AloI:94.49,BcgI:92.42,FalI:93.76	505	32	520	16	9.09375	ok	GCA_003158115.1	GCA_003151535.1	0.85-0.9	89.6334	89.12
DULW01000009.1	LGEU01000130.1	92.5302	92.5302	0.0941	0.0955	0.60971	9	0.2139	147	inf	0.4695	92.2416	93.4251	2.4122	0.81	AlfI:93.45,AloI:93.84,BcgI:92.95,FalI:91.43	212	9	109	7	5.444444444444445	ok	GCA_012840175.1	GCA_001507955.1	0.85-0.9	88.7234	88.79
DUHK01000014.1	JAEELZ010000124.1	89.5956	89.5956	0.0258	0.0193	1.77012	1	0.1163	38	inf	0.3044	88.7134	93.9706	5.9512	2.99	BcgI:95.16,FalI:89.21	101	1	23	6	6.0	ok	GCA_013330915.1	GCA_016282985.1	0.85-0.9	85.6195	85.34
NC_014408.1	NZ_AP011952.1	90.174	94.7842	0.4653	0.4457	0.21469	9	0.859	53	0.65	0.6306	93.247	97.461	1.6439	3.37	AlfI:94.36,AloI:95.16,BcgI:93.98,FalI:95.62	377	9	623	132	36.888888888888886	INCONSISTENT	GCF_000145295.1	GCF_000828575.1	0.85-0.9	90.3239	88.25
DUPR01000003.1	DALO01000002.1	91.9677	91.9677	0.5251	0.4911	0.25149	27	0.7645	85	inf	0.4387	91.7313	92.878	0.9127	0.33	AlfI:91.54,AloI:92.45,BcgI:92.01,FalI:91.92	414	27	723	25	11.22222222222222	ok	GCA_012838205.1	GCA_002496805.1	0.85-0.9	89.6539	89.84
PLXT01000147.1	PLTK01000213.1	94.125	94.125	0.0313	0.0418	0.52631	11	0.1985	218	inf	0.5947	94.7841	92.8819	6.484	2.98	AlfI:96.04,AloI:95.97,BcgI:89.56,FalI:93.97	353	11	101	10	5.909090909090909	ok	GCA_003151535.1	GCA_003164415.1	0.85-0.9	88.2681	86.61999999999999
JACRGA010000007.1	AMGN01000001.1	89.9952	91.6215	0.3572	0.3868	0.27564	25	0.5918	149	3.165	0.413	90.9625	94.3312	2.6863	2.77	AlfI:91.54,AloI:92.48,BcgI:89.79,FalI:91.91	381	25	664	30	9.64	INCONSISTENT	GCA_016217785.1	GCA_000309865.1	0.85-0.9	88.6472	87.39
DQVW01000086.1	DQUI01000067.1	92.0	92.0	0.0276	0.0286	1.40073	2	0.1311	53	inf	0.4334	92.312	91.3414	7.8875	1.26	AlfI:89.69,AloI:96.30,BcgI:88.41,FalI:92.75	120	2	22	5	5.0	ok	GCA_015661555.1	GCA_015662355.1	0.85-0.9	85.2686	85.1
DQVU01000097.1	NZ_CP022242.1	99.537	99.537	0.0053	0.0038	0.46189	1	0.1489	40	inf	0.9719	99.9999	99.3975	3.7036	0.21	AloI:96.30,FalI:100.00	141	1	8	8	8.0	ok	GCA_015661585.1	GCF_003351865.1	0.85-0.9	88.0277	87.39
NZ_CP012200.1	NZ_KE387145.1	88.3699	90.8233	0.3483	0.3336	0.25998	27	0.5165	235	2.623	0.3667	90.2105	93.5924	3.0015	2.87	AlfI:92.27,AloI:89.27,BcgI:90.84,FalI:90.80	487	27	851	41	10.296296296296296	INCONSISTENT	GCF_001484685.1	GCF_000430485.1	0.85-0.9	87.0217	85.25
NC_014804.1	JACDNS010000001.1	87.7235	88.909	0.6986	0.6998	0.21104	24	0.7842	109	6.784	0.2647	88.5757	91.5234	2.0937	4.19	AlfI:89.47,AloI:87.38,BcgI:87.90,FalI:89.38	506	24	1754	60	17.5	INCONSISTENT	GCF_000151105.2	GCA_017656495.1	0.85-0.9	87.1607	85.6
NZ_SNUG01000010.1	NZ_CP006965.1	89.0433	91.5514	0.7274	0.8327	0.15657	26	0.8874	91	2.239	0.4127	90.7561	94.6243	2.3314	5.92	AlfI:92.83,AloI:91.94,BcgI:90.50,FalI:91.54	821	26	2103	176	28.576923076923077	INCONSISTENT	GCF_012027325.1	GCF_000517445.1	0.85-0.9	90.0894	89.24
JACDNS010000001.1	NZ_CP006965.1	89.8406	91.2473	0.7341	0.7561	0.17001	28	0.8701	92	3.817	0.3963	90.6775	93.6141	0.9578	0.68	AlfI:91.82,AloI:90.87,BcgI:91.29,FalI:91.19	731	28	1851	102	23.0	INCONSISTENT	GCA_017656495.1	GCF_000517445.1	0.85-0.9	89.3504	88.78
QHSX01000038.1	MNCR01000031.1	91.286	91.286	0.2201	0.3524	0.17289	58	0.6036	333	inf	0.3618	91.1434	92.1998	1.339	2.15	AlfI:91.34,AloI:91.23,BcgI:91.09,FalI:92.43	894	58	1627	28	9.741379310344827	INCONSISTENT	GCA_003221695.1	GCA_001914535.1	0.85-0.9	87.3751	86.21
QHSA01000048.1	QHTD01000191.1	92.3568	92.5961	0.2633	0.2654	0.14729	88	0.5736	501	11.565	0.451	92.39	93.4355	1.8862	3.71	AlfI:91.62,AloI:91.90,BcgI:92.69,FalI:93.50	1397	88	1754	30	8.659090909090908	INCONSISTENT	GCA_003220315.1	GCA_003220675.1	0.85-0.9	88.4759	87.42
QHSX01000038.1	QHTD01000191.1	91.8034	91.8034	0.2555	0.283	0.15332	78	0.5157	601	inf	0.3956	91.6255	92.7768	2.7635	6.89	AlfI:90.61,AloI:91.45,BcgI:91.78,FalI:93.37	1304	78	1882	23	9.205128205128204	INCONSISTENT	GCA_003221695.1	GCA_003220675.1	0.85-0.9	88.1124	87.14
JACOVB010000014.1	JACPIQ010000003.1	96.3199	97.6213	0.1445	0.0739	0.11637	69	0.6641	257	0.487	0.8457	96.6498	98.2312	1.5491	3.01	AlfI:98.01,AloI:96.46,BcgI:97.71,FalI:97.27	1075	69	747	30	8.36231884057971	INCONSISTENT	GCA_016177555.1	GCA_016188005.1	0.85-0.9	89.0677	89.74
MGBT01000001.1	JACPIQ010000003.1	92.0408	92.398	0.2199	0.1911	0.15653	75	0.5576	492	9.044	0.4406	92.163	93.4382	1.5864	5.42	AlfI:92.75,AloI:92.00,BcgI:92.00,FalI:93.58	1304	75	1634	27	9.266666666666667	INCONSISTENT	GCA_001788395.1	GCA_016188005.1	0.85-0.9	87.5048	85.86
QHSB01000266.1	QHRU01000041.1	93.2743	93.5723	0.3421	0.3229	0.08856	224	0.6687	879	7.948	0.5228	93.3436	94.2564	0.9106	3.2	AlfI:93.72,AloI:93.68,BcgI:93.41,FalI:94.32	3211	224	3966	27	8.919642857142858	ok	GCA_003220335.1	GCA_003220225.1	0.85-0.9	89.4938	88.97
MGBV01000001.1	JACOVB010000014.1	94.5461	94.5461	0.0482	0.0826	0.2443	38	0.3035	491	inf	0.6043	94.4745	94.7777	2.0787	3.96	AlfI:94.86,AloI:95.02,BcgI:93.85,FalI:95.92	902	38	421	13	6.631578947368421	ok	GCA_001788415.1	GCA_016177555.1	0.85-0.9	88.5967	88.8
QHSP01000015.1	QHTE01000119.1	91.4343	92.1287	0.7418	0.7223	0.0728	136	0.8572	495	5.962	0.4167	91.7728	93.6693	1.1651	4.93	AlfI:92.00,AloI:91.71,BcgI:92.08,FalI:92.88	3604	136	7921	172	22.852941176470587	INCONSISTENT	GCA_003220495.1	GCA_003220685.1	0.85-0.9	89.7878	89.3
MNCR01000031.1	QHTD01000191.1	92.505	92.505	0.2538	0.1724	0.18447	68	0.524	387	inf	0.4452	92.4734	92.671	2.5452	3.73	AlfI:92.18,AloI:91.27,BcgI:92.47,FalI:93.81	943	68	1122	19	7.264705882352941	ok	GCA_001914535.1	GCA_003220675.1	0.85-0.9	88.3542	86.57000000000001
MNEG01000074.1	QHTB01000081.1	91.4549	91.6968	0.5798	0.3989	0.10068	142	0.7897	402	13.549	0.3862	91.5098	92.7774	2.5621	24.57	AlfI:91.50,AloI:91.95,BcgI:91.36,FalI:93.93	2079	142	4431	35	11.633802816901408	INCONSISTENT	GCA_001917585.1	GCA_003220615.1	0.85-0.9	88.3499	87.67
LDXP01000001.1	JACPCF010000087.1	91.7865	91.7865	0.1558	0.1483	0.28941	26	0.4004	277	inf	0.404	91.5472	93.1261	4.0985	5.03	AlfI:89.33,AloI:92.21,BcgI:91.40,FalI:93.43	581	26	546	14	8.115384615384615	INCONSISTENT	GCA_001443385.1	GCA_016179965.1	0.85-0.9	87.3918	85.50999999999999
MGCE01000001.1	MGCF01000001.1	92.2988	92.2988	0.3084	0.1835	0.16942	75	0.5981	342	inf	0.4283	92.1965	92.8047	2.2435	4.83	AlfI:92.43,AloI:91.81,BcgI:92.09,FalI:94.05	1036	75	1387	17	7.786666666666667	ok	GCA_001790315.1	GCA_001788495.1	0.85-0.9	87.7602	87.33999999999999
QHSA01000048.1	MNCR01000031.1	91.7736	91.7736	0.1643	0.2438	0.20116	53	0.5292	330	inf	0.3944	91.6955	92.3069	1.6503	2.8	AlfI:91.62,AloI:92.04,BcgI:91.49,FalI:93.14	873	53	1092	25	8.0	ok	GCA_003220315.1	GCA_001914535.1	0.85-0.9	87.5198	85.76
FP565575.1	NSJM01000146.1	89.8049	94.2597	0.1315	0.125	0.21903	32	0.4177	375	0.807	0.5797	92.8514	97.1939	0.6994	0.43	AlfI:94.72,AloI:94.08,BcgI:94.17,FalI:94.02	645	32	635	47	9.40625	INCONSISTENT	GCA_000091165.1	GCA_002634395.1	0.85-0.9	87.6904	85.42999999999999
CAIXOA010000001.1	JACCLI010000077.1	92.344	92.344	0.046	0.0421	0.71761	5	0.2214	102	inf	0.4415	92.1845	92.993	0.9984	0.09	AlfI:91.97,AloI:92.97,BcgI:92.44,FalI:91.97	231	5	79	11	6.8	ok	GCA_903920925.1	GCA_013425455.1	0.85-0.9	86.3859	86.72
NZ_RAWE01000100.1	NZ_RAWG01000100.1	92.3111	93.4108	0.3995	0.4047	0.06799	350	0.5666	2413	2.948	0.5164	92.8313	95.0764	1.7014	25.71	AlfI:93.49,AloI:93.24,BcgI:92.92,FalI:94.62	5979	350	7368	45	10.014285714285714	INCONSISTENT	GCF_003611695.1	GCF_003611735.1	0.85-0.9	88.5437	89.35
NZ_CP069338.1	NZ_JPMI01000001.1	90.7454	92.0985	0.3288	0.3496	0.07806	197	0.5362	2161	3.454	0.4186	91.5876	94.2534	2.0561	30.7	AlfI:92.34,AloI:91.55,BcgI:91.58,FalI:93.60	4660	197	7111	72	13.680203045685278	INCONSISTENT	GCF_016859125.1	GCF_000733295.1	0.85-0.9	87.8064	86.15
NZ_JMCC02000001.1	NZ_PVNL01000001.1	90.262	91.3629	0.4678	0.4573	0.07316	225	0.6611	1431	4.943	0.3616	90.9702	93.4359	2.1535	9.62	AlfI:91.59,AloI:90.20,BcgI:91.24,FalI:92.35	4454	225	9012	72	13.408888888888889	INCONSISTENT	GCF_000737335.2	GCF_002994635.1	0.85-0.9	87.5936	85.96000000000001
NZ_SADD01000011.1	VOSL01000094.1	88.4852	90.6678	0.7674	0.7431	0.09227	86	0.8527	313	3.258	0.3212	90.1696	93.6687	0.8946	6.34	AlfI:91.17,AloI:90.54,BcgI:90.36,FalI:91.25	2154	86	6529	92	22.069767441860463	INCONSISTENT	GCF_004005565.1	GCA_007997005.1	0.85-0.9	88.2704	88.75
NC_021658.1	NZ_CP012673.1	89.6197	91.4197	0.5213	0.5138	0.06059	172	0.6451	2386	3.258	0.3681	90.8768	94.1127	1.9993	20.4	AlfI:91.22,AloI:90.81,BcgI:91.38,FalI:92.81	6724	172	13289	218	26.21511627906977	INCONSISTENT	GCF_000418325.1	GCF_002950945.1	0.85-0.9	88.5637	86.67
NC_014623.1	NZ_FOIJ01000047.1	89.37	91.3834	0.6983	0.752	0.0656	101	0.8356	745	2.948	0.3723	90.7925	94.2454	1.7733	35.51	AlfI:91.82,AloI:91.02,BcgI:90.75,FalI:92.52	4532	101	11619	365	38.48514851485149	INCONSISTENT	GCF_000165485.1	GCF_900111745.1	0.85-0.9	88.2855	88.24
CAIQRS010000001.1	CAIVAR010000001.1	91.0795	92.013	0.3012	0.3311	0.13819	94	0.6425	444	4.741	0.4162	91.5904	93.8794	4.173	24.04	AlfI:91.68,AloI:89.70,BcgI:91.75,FalI:93.87	1424	94	2305	36	9.48936170212766	INCONSISTENT	GCA_903874275.1	GCA_903904005.1	0.85-0.9	86.793	86.5
NZ_CP069338.1	NZ_CP011509.1	88.331	91.0339	0.4619	0.5135	0.07375	128	0.6186	1769	2.516	0.3478	90.3901	94.409	2.8925	62.34	AlfI:91.69,AloI:89.95,BcgI:90.30,FalI:92.84	4639	128	9796	148	23.4140625	INCONSISTENT	GCF_016859125.1	GCF_001027285.1	0.85-0.9	87.9184	86.28
NZ_CP012673.1	NZ_CP012670.1	89.4078	91.2752	0.4256	0.5427	0.06767	124	0.6865	1589	3.258	0.3586	90.7498	93.9783	1.8823	15.03	AlfI:90.80,AloI:90.60,BcgI:91.34,FalI:92.48	5069	124	10924	230	29.056451612903224	INCONSISTENT	GCF_002950945.1	GCF_004135735.1	0.85-0.9	88.3795	86.27
NC_017030.1	NZ_RAVZ01000100.1	91.5935	92.838	0.4506	0.4347	0.07027	295	0.6	2029	3.074	0.4736	92.2834	94.7222	1.7772	26.19	AlfI:92.93,AloI:92.69,BcgI:92.30,FalI:94.08	5073	295	7712	47	11.315254237288135	INCONSISTENT	GCF_000255295.1	GCF_003611635.1	0.85-0.9	88.0062	88.58
NZ_JPMI01000001.1	NZ_CP069396.1	89.2161	91.33	0.3414	0.3209	0.08357	178	0.555	1757	2.863	0.367	90.7517	94.2162	2.7916	37.62	AlfI:91.47,AloI:90.38,BcgI:90.85,FalI:93.17	4208	178	7194	56	13.308988764044944	INCONSISTENT	GCF_000733295.1	GCF_016887565.1	0.85-0.9	87.3978	85.81
WQYA01000001.1	WQTM01000001.1	88.4826	92.659	0.0461	0.0508	0.47741	7	0.2661	171	1.224	0.4635	91.6819	95.6399	5.6174	4.36	AlfI:94.05,AloI:94.53,BcgI:92.81,FalI:88.91	299	7	177	23	9.857142857142858	INCONSISTENT	GCA_009781495.1	GCA_009786315.1	0.85-0.9	85.1012	85.5
CAIWGR010000001.1	JABMMX010000062.1	93.2967	93.5407	0.2551	0.2622	0.11126	184	0.6315	633	9.312	0.5204	93.3034	94.266	1.8103	6.58	AlfI:93.34,AloI:93.04,BcgI:93.43,FalI:94.85	2275	184	2526	23	6.896739130434782	ok	GCA_903912275.1	GCA_013205435.1	0.85-0.9	88.6491	89.81
PMJE01000528.1	PMBS01000356.1	92.914	92.914	0.1452	0.119	0.15487	94	0.4127	841	inf	0.4745	92.774	93.4218	1.0317	1.32	AlfI:92.55,AloI:92.22,BcgI:93.09,FalI:93.26	1917	94	1476	17	7.287234042553192	ok	GCA_003157315.1	GCA_003153015.1	0.85-0.9	88.2177	87.47
NZ_SADD01000011.1	VOSM01000001.1	86.2985	89.6204	0.8602	0.8411	0.09649	38	0.9206	143	2.863	0.2626	89.1042	93.4914	1.1987	7.32	AlfI:90.13,AloI:89.18,BcgI:89.30,FalI:90.38	1829	38	7246	311	44.63157894736842	INCONSISTENT	GCF_004005565.1	GCA_007997015.1	0.85-0.9	87.4503	87.56
NC_010162.1	NZ_CP012670.1	89.059	91.0967	0.4766	0.5494	0.06884	106	0.693	1468	3.165	0.3471	90.5505	94.0236	1.3145	7.16	AlfI:90.74,AloI:90.86,BcgI:91.10,FalI:92.05	4782	106	10924	218	32.25471698113208	INCONSISTENT	GCF_000067165.1	GCF_004135735.1	0.85-0.9	88.178	85.94000000000001
JADJUF010000001.1	JAEUJY010000119.1	89.1122	91.3949	0.412	0.412	0.08545	185	0.5955	1340	2.701	0.3632	90.7974	94.4767	2.7933	34.06	AlfI:91.71,AloI:92.46,BcgI:90.97,FalI:93.77	3352	185	6694	72	11.664864864864866	INCONSISTENT	GCA_016717005.1	GCA_016794525.1	0.85-0.9	86.5928	85.02
NZ_RAWA01000100.1	NZ_JAAAPJ010000001.1	92.4388	93.434	0.3816	0.4366	0.06843	325	0.6853	1426	3.165	0.5174	92.9007	94.9948	1.9254	31.56	AlfI:93.54,AloI:93.63,BcgI:92.80,FalI:94.72	5190	325	7191	44	10.556923076923075	INCONSISTENT	GCF_003611675.1	GCF_009909145.1	0.85-0.9	88.8749	89.37
NZ_JABXEO010000100.1	NZ_JAAIXZ010000098.1	89.3223	90.9086	0.3465	0.2644	0.10491	131	0.513	1335	3.93	0.3432	90.4653	93.4538	2.3947	21.14	AlfI:91.01,AloI:90.12,BcgI:90.35,FalI:92.51	2917	131	4905	67	11.732824427480915	INCONSISTENT	GCF_013372585.1	GCF_010894435.1	0.85-0.9	86.1791	85.18
VBKQ01000268.1	MNFJ01000148.1	93.7499	93.7499	0.3469	0.4136	0.09607	197	0.7904	402	inf	0.538	93.6967	93.9101	1.8494	9.03	AlfI:93.54,AloI:93.24,BcgI:93.68,FalI:95.09	2287	197	3211	29	8.695431472081218	ok	GCA_005879505.1	GCA_001918155.1	0.85-0.9	90.7108	89.55
NZ_JADWYI010000001.1	NZ_CP022163.1	88.4809	91.1239	0.7973	0.7996	0.06629	60	0.8404	701	2.516	0.353	90.4787	94.4494	2.6391	47.58	AlfI:91.25,AloI:90.18,BcgI:90.70,FalI:92.81	4392	60	11911	438	62.5	INCONSISTENT	GCF_016904885.1	GCF_002305855.1	0.85-0.9	87.8086	87.86
NZ_CP012673.1	NC_010162.1	89.5742	91.2587	0.4473	0.4932	0.06602	150	0.6715	1776	3.556	0.3577	90.7567	93.8823	2.2815	27.27	AlfI:90.61,AloI:90.67,BcgI:91.28,FalI:92.89	5407	150	11499	281	25.2	INCONSISTENT	GCF_002950945.1	GCF_000067165.1	0.85-0.9	88.1069	85.98
NC_014623.1	NZ_FOAP01000061.1	89.4366	91.3126	0.6827	0.7158	0.06674	105	0.8282	763	3.165	0.3679	90.7586	94.0785	1.8126	34.07	AlfI:91.65,AloI:90.94,BcgI:90.72,FalI:92.54	4441	105	11340	288	36.01904761904762	INCONSISTENT	GCF_000165485.1	GCF_900109545.1	0.85-0.9	88.2794	88.01
CAIOAK010000001.1	CAIVAR010000001.1	89.1384	91.4631	0.2973	0.2782	0.16049	69	0.5681	441	2.548	0.3776	90.8575	94.3757	3.7035	15.22	AlfI:91.13,AloI:89.72,BcgI:91.23,FalI:93.42	1159	69	1917	28	9.405797101449275	INCONSISTENT	GCA_903855945.1	GCA_903904005.1	0.85-0.9	86.0512	85.03
JAHIFA010000120.1	JAFCEA010000074.1	93.1418	93.1418	0.0123	0.0107	1.76443	1	0.1087	41	inf	0.5194	93.499	92.0927	10.3106	0.3	AlfI:89.69,BcgI:100.00,FalI:92.76	118	1	11	6	6.0	ok	GCA_018901315.1	GCA_017609385.1	0.85-0.9	86.4153	86.21
SLLY01000045.1	PWUQ01000081.1	94.749	94.749	0.0035	0.0034	1.68518	1	0.1923	21	inf	0.6386	97.7405	89.4333	5.8449	2.0	AloI:92.59,BcgI:98.44,FalI:92.67	57	1	7	6	6.0	ok	GCA_007133845.1	GCA_003563585.1	0.85-0.9	87.5655	88.63
JACQSP010000030.1	JAGVYH010000017.1	90.5105	92.4715	0.0594	0.0429	0.66956	6	0.1365	215	2.239	0.4684	91.7015	94.9004	3.9366	1.74	AlfI:94.01,BcgI:90.07,FalI:93.40	356	6	96	10	6.666666666666667	ok	GCA_016205905.1	GCA_018303325.1	0.85-0.9	88.5155	86.32
JAHJQG010000015.1	JAHIFA010000120.1	95.6635	95.6635	0.0039	0.004	1.84898	1	0.0254	115	inf	0.7014	96.946	94.1742	2.2231	0.33	AlfI:96.67,FalI:94.44	160	1	5	4	4.0	ok	GCA_018819345.1	GCA_018901315.1	0.85-0.9	87.5016	87.25
JADHVA010000036.1	JABHLH010000011.1	92.0298	92.0298	0.0434	0.0252	1.36233	2	0.1852	44	inf	0.4644	92.8923	88.7461	2.7954	0.65	AloI:94.44,FalI:91.65	91	2	23	7	6.0	ok	GCA_016784245.1	GCA_018692925.1	0.85-0.9	88.3493	88.7
PXPD01000001.1	PXPE01000001.1	92.885	93.741	0.4061	0.3001	0.32386	19	0.7333	52	3.258	0.5588	93.193	95.0187	1.4332	1.18	AlfI:94.53,AloI:94.51,BcgI:93.80,FalI:93.10	238	19	318	18	8.526315789473685	INCONSISTENT	GCA_003009815.1	GCA_003009795.1	0.85-0.9	89.9097	89.82
JACRGN010000130.1	MHDO01000001.1	97.8668	97.8668	0.0067	0.0103	0.52953	4	0.1528	122	inf	0.8659	97.4738	98.0646	2.5573	1.14	AlfI:96.77,AloI:96.30,BcgI:97.66,FalI:98.86	290	4	31	8	6.5	ok	GCA_016234205.1	GCA_001805005.1	0.85-0.9	88.7686	87.41
DNJG01000098.1	JACQBS010000147.1	93.836	93.836	0.0272	0.0194	0.74767	4	0.125	182	inf	0.5621	93.6144	94.196	1.5631	0.32	AlfI:94.70,AloI:93.18,BcgI:93.14,FalI:93.32	322	4	55	10	7.5	ok	GCA_003489165.1	GCA_016194325.1	0.85-0.9	88.238	87.29
JACRGN010000130.1	DNJG01000098.1	93.3318	93.3318	0.0079	0.011	0.99607	3	0.0962	141	inf	0.521	93.8827	91.6149	1.5959	0.3	AlfI:93.02,BcgI:93.74,FalI:94.62	311	3	32	8	6.0	ok	GCA_016234205.1	GCA_003489165.1	0.85-0.9	88.5123	86.50999999999999
JACRGX010000004.1	JACQZD010000001.1	94.8778	94.8778	0.1685	0.1981	0.20681	51	0.4385	388	inf	0.6397	94.9584	94.7515	0.9329	0.91	AlfI:95.13,AloI:95.24,BcgI:94.31,FalI:95.03	767	51	548	19	6.9411764705882355	ok	GCA_016212185.1	GCA_016207865.1	0.85-0.9	90.8658	89.89
MHEE01000001.1	DOHC01000156.1	94.4219	94.4219	0.0454	0.0524	0.40987	17	0.1824	354	inf	0.6056	94.7034	93.8582	1.6768	1.08	AlfI:94.05,AloI:93.79,BcgI:93.61,FalI:95.29	451	17	153	9	5.647058823529412	ok	GCA_001805105.1	GCA_003535475.1	0.85-0.9	89.5856	89.33
JACPZK010000002.1	MNVK01000021.1	92.4886	92.4886	0.0871	0.1149	0.38634	17	0.2614	308	inf	0.4629	92.9545	90.5738	2.4351	1.54	AlfI:93.22,AloI:94.30,BcgI:92.00,FalI:91.86	447	17	254	13	7.411764705882353	INCONSISTENT	GCA_016195565.1	GCA_001871685.1	0.85-0.9	88.071	86.38
MSXN01000024.1	NZ_OUNR01000022.1	87.6844	89.3208	0.6861	0.7132	0.12359	46	0.9047	109	5.395	0.2505	88.9844	91.9207	1.4521	5.52	AlfI:89.32,AloI:88.20,BcgI:89.65,FalI:88.39	1173	46	4615	93	23.5	INCONSISTENT	GCA_002083555.1	GCF_900403705.1	0.85-0.9	87.3725	85.66
DOFS01000132.1	JACDDF010000391.1	93.8443	93.8443	0.0071	0.0107	0.70822	6	0.1233	199	inf	0.556	94.6438	91.5707	4.1848	1.96	AlfI:94.12,AloI:91.42,BcgI:95.60,FalI:91.68	476	6	55	7	5.666666666666667	ok	GCA_003523945.1	GCA_013817135.1	0.85-0.9	87.0029	86.52
QZJQ01000037.1	JACPZK010000002.1	91.4177	91.4177	0.1372	0.0838	0.42449	15	0.383	145	inf	0.3928	91.4017	91.4046	1.7293	0.73	AlfI:92.30,AloI:91.17,BcgI:90.57,FalI:91.34	279	15	268	12	7.0	ok	GCA_003599795.1	GCA_016195565.1	0.85-0.9	87.5492	85.26
