query	reference	fastani_ani	label	q_species	r_species	q_genus	r_genus	bcgi_raw_ani	bcgi_mash_ani	bcgi_af_q	bcgi_af_r	bcgi_shared_tags	cjepi_raw_ani	cjepi_mash_ani	cjepi_af_q	cjepi_af_r	cjepi_shared_tags	multi_raw_ani	multi_mash_ani	multi_af_q	multi_af_r	multi_shared_tags
GCF_002020135.1	GCF_000715505.1	0.809364	mid_high	s__Thioclava marina	s__Thioclava dalianensis	g__Thioclava	g__Thioclava	0.957207	0.880942	0.021842	0.022465	111	0.950926	0.875642	0.038700	0.031323	200	1.000000	0.810335	0.006314	0.005533	1899
GCA_017531925.1	GCA_017483195.1	0.895612	mid_high	s__RGIG4608 sp017531925	s__RGIG4608 sp017483195	g__RGIG4608	g__RGIG4608	0.971799	0.930377	0.115819	0.100244	82	0.971160	0.909688	0.091454	0.083333	122	1.000000	0.881811	0.042311	0.039336	3200
GCF_000686665.1	GCF_014131695.1	0.804413	mid_high	s__Erysipelatoclostridium saccharogumia	s__Erysipelatoclostridium ramosum	g__Erysipelatoclostridium	g__Erysipelatoclostridium	0.000000	0.864140	0.014164	0.011820	0	0.956270	0.859362	0.023288	0.021609	83	1.000000	0.807618	0.005625	0.005378	912
GCF_002761295.1	GCF_004137855.1	0.943950	mid_high	s__Methanohalophilus portucalensis	s__Methanohalophilus profundi	g__Methanohalophilus	g__Methanohalophilus	0.980035	0.955209	0.226772	0.250871	144	0.974819	0.955950	0.282668	0.327838	1034	1.000000	0.928803	0.137977	0.153556	17926
GCF_001425265.1	GCF_001425045.1	0.906358	mid_high	s__Pseudoduganella sp001425265	s__Pseudoduganella sp001425045	g__Pseudoduganella	g__Pseudoduganella	0.969976	0.948344	0.196256	0.186808	1300	0.964508	0.941239	0.207087	0.202200	1654	1.000000	0.907337	0.081634	0.080275	34480
GCA_002504905.1	GCA_902593945.1	0.836130	mid_high	s__MGIIb-O2 sp002504905	s__MGIIb-O2 sp902593945	g__MGIIb-O2	g__MGIIb-O2	0.000000	0.864054	0.012945	0.012862	0	0.950873	0.897161	0.058080	0.066713	193	1.000000	0.826455	0.008412	0.010001	800
GCF_000023465.1	GCF_900112105.1	0.832749	mid_high	s__Zunongwangia profunda	s__Zunongwangia mangrovi	g__Zunongwangia	g__Zunongwangia	0.961174	0.885568	0.026170	0.025210	33	0.949512	0.895275	0.053650	0.065228	402	1.000000	0.832031	0.009670	0.011667	2616
GCF_003052295.1	GCA_002155105.1	0.917891	mid_high	s__Trichococcus paludicola	s__Trichococcus shcherbakoviae	g__Trichococcus	g__Trichococcus	0.970825	0.960306	0.356298	0.221262	512	0.966512	0.955330	0.382861	0.234075	1242	1.000000	0.919930	0.143326	0.091344	20693
GCF_003008695.1	GCF_900107505.1	0.919327	mid_high	s__Trichococcus alkaliphilus	s__Trichococcus collinsii	g__Trichococcus	g__Trichococcus	0.969053	0.939154	0.142725	0.142659	309	0.967499	0.930159	0.159420	0.144394	792	1.000000	0.893742	0.057885	0.054702	12096
GCA_005774545.1	GCA_012026975.1	0.832728	mid_high	s__VAUL01 sp005774545	s__VAUL01 sp012026975	g__VAUL01	g__VAUL01	0.958615	0.908644	0.050272	0.057471	185	0.953343	0.880632	0.042790	0.037091	154	1.000000	0.831863	0.010049	0.010959	2348
GCF_000204565.1	GCF_017100085.1	0.950162	mid_high	s__Clostridium_H botulinum_B	s__Clostridium_H botulinum_A	g__Clostridium_H	g__Clostridium_H	0.000000	0.911088	0.055556	0.060811	0	0.991379	0.881817	0.041802	0.040475	116	1.000000	0.867412	0.027370	0.028002	4000
GCA_015232025.1	GCA_015232485.1	0.947659	mid_high	s__JADFZP01 sp015232025	s__JADFZP01 sp015232485	g__JADFZP01	g__JADFZP01	0.982974	0.959569	0.286804	0.262206	1015	0.979099	0.949190	0.260507	0.246935	1531	1.000000	0.931788	0.162369	0.153018	48598
GCA_014240455.1	GCA_018698915.1	0.831009	mid_high	s__JAAZWY01 sp014240455	s__JAAZWY01 sp018698915	g__JAAZWY01	g__JAAZWY01	0.000000	0.867596	0.013158	0.015873	0	0.959811	0.897436	0.065097	0.060411	47	1.000000	0.858178	0.021996	0.021316	581
GCF_016904885.1	GCF_002305855.1	0.877748	mid_high	s__Melittangium primigenium	s__Melittangium boletus	g__Melittangium	g__Melittangium	0.965461	0.864782	0.013993	0.012466	95	0.959542	0.846628	0.018051	0.014016	249	1.000000	0.801455	0.004920	0.004394	3181
GCF_000737195.2	GCF_000379465.1	0.934608	mid_high	s__Sciscionella sp000737195	s__Sciscionella marina	g__Sciscionella	g__Sciscionella	0.973075	0.960283	0.300729	0.261750	3013	0.970808	0.951516	0.305167	0.239010	3012	1.000000	0.923357	0.135721	0.116246	79236
GCA_002690655.1	GCA_000383715.1	0.942859	mid_high	s__AAA164-E04 sp002690655	s__AAA164-E04 sp000383715	g__AAA164-E04	g__AAA164-E04	0.975041	0.960335	0.278104	0.284002	616	0.973738	0.956354	0.301333	0.314326	3324	1.000000	0.925514	0.131330	0.134881	39485
GCA_013824685.1	GCF_003570925.1	0.878511	mid_high	s__Cryosericum sp013824685	s__Cryosericum terrychapinii	g__Cryosericum	g__Cryosericum	0.959885	0.919397	0.068347	0.084129	141	0.957316	0.917766	0.099333	0.118675	387	1.000000	0.862056	0.021720	0.026389	3389
GCA_903871855.1	GCF_003570935.1	0.840352	mid_high	s__Cryosericum sp903871855	s__Cryosericum odellii	g__Cryosericum	g__Cryosericum	0.957552	0.911863	0.060914	0.058281	120	0.950070	0.903714	0.077432	0.071284	316	1.000000	0.834206	0.011731	0.010793	1825
GCA_013824685.1	GCF_003570935.1	0.858326	mid_high	s__Cryosericum sp013824685	s__Cryosericum odellii	g__Cryosericum	g__Cryosericum	0.961200	0.917906	0.072225	0.072365	149	0.954745	0.905039	0.082136	0.072186	320	1.000000	0.849836	0.017900	0.016517	2793
GCA_015256915.2	GCA_013333405.2	0.870602	mid_high	s__Nanogingivalis sp900555945	s__Nanogingivalis sp013333405	g__Nanogingivalis	g__Nanogingivalis	0.970833	0.912508	0.064378	0.057471	15	0.962635	0.923504	0.124862	0.128702	113	1.000000	0.866650	0.027274	0.026502	721
GCF_900100275.1	GCF_014646255.1	0.914101	mid_high	s__Lentzea violacea	s__Lentzea pudingi	g__Lentzea	g__Lentzea	0.971096	0.947235	0.189708	0.180014	2304	0.968926	0.933939	0.172823	0.163363	2143	1.000000	0.903216	0.075118	0.070272	54383
GCF_000196655.1	GCA_018609725.1	0.941789	mid_high	s__Methanohalobium evestigatum	s__Methanohalobium sp018609725	g__Methanohalobium	g__Methanohalobium	0.975893	0.965049	0.299786	0.356234	140	0.973160	0.957436	0.291075	0.344981	1086	1.000000	0.927579	0.131951	0.150008	18775
GCA_001725235.1	GCF_001298675.1	0.915669	mid_high	s__Acidovorax_C sp001725235	s__Acidovorax_C caeni	g__Acidovorax_C	g__Acidovorax_C	0.970559	0.936808	0.124808	0.140394	570	0.964702	0.931462	0.156474	0.157836	852	1.000000	0.897449	0.057613	0.066290	15595
GCF_003144325.1	GCF_011045835.1	0.964486	mid_high	s__Proteus terrae	s__Proteus cibarius	g__Proteus	g__Proteus	0.985501	0.966735	0.360097	0.330357	444	0.982333	0.963630	0.381470	0.367789	2174	1.000000	0.945331	0.231682	0.222857	49712
GCF_014892515.1	GCF_016742955.1	0.858289	mid_high	s__Myceligenerans sp014892515	s__Myceligenerans indicum	g__Myceligenerans	g__Myceligenerans	0.961871	0.917442	0.066089	0.076771	427	0.955232	0.912329	0.088847	0.098926	709	1.000000	0.857309	0.019508	0.022859	10115
GCA_015482705.2	GCF_003182595.1	0.903205	mid_high	s__Chlorobium_A sp015482705	s__Chlorobium_A marina	g__Chlorobium_A	g__Chlorobium_A	0.971375	0.944357	0.166667	0.170439	369	0.966039	0.940228	0.199779	0.198462	903	1.000000	0.903574	0.072430	0.074376	13287
GCF_003014575.1	GCF_004216715.1	0.827585	mid_high	s__Cecembia rubra	s__Cecembia calidifontis	g__Cecembia	g__Cecembia	0.970788	0.909519	0.060847	0.050218	46	0.955245	0.903949	0.076002	0.073551	787	1.000000	0.856107	0.021310	0.019517	5965
GCA_000018565.1	GCF_003205875.1	0.853395	mid_high	s__Herpetosiphon aurantiacus	s__Herpetosiphon llansteffanensis	g__Herpetosiphon	g__Herpetosiphon	0.961466	0.915985	0.064618	0.071524	429	0.955463	0.915848	0.096585	0.110046	1595	1.000000	0.861440	0.021618	0.025165	9162
GCF_001306135.1	GCF_016907925.1	0.929534	mid_high	s__Herpetosiphon geysericola	s__Herpetosiphon giganteus	g__Herpetosiphon	g__Herpetosiphon	0.971888	0.955857	0.247773	0.239325	1474	0.967601	0.950524	0.266717	0.259209	3849	1.000000	0.918340	0.108234	0.109338	39937
GCF_009792235.1	GCA_002282935.1	0.944897	mid_high	s__Microcystis viridis	s__Microcystis sp002282935	g__Microcystis	g__Microcystis	0.981339	0.961846	0.266639	0.326289	633	0.980726	0.952433	0.236624	0.323900	2083	1.000000	0.934496	0.149090	0.194149	53058
GCA_015488995.1	GCA_015485845.1	0.837404	mid_high	s__S017-3 sp015488995	s__S017-3 sp015485845	g__S017-3	g__S017-3	0.958333	0.907553	0.059862	0.045009	78	0.958167	0.884645	0.048398	0.040727	139	1.000000	0.830399	0.011395	0.009142	1414
GCF_003628475.1	GCF_003601925.1	0.822040	mid_high	s__Buttiauxella sp002321695	s__Buttiauxella izardii	g__Buttiauxella	g__Buttiauxella	0.960855	0.890390	0.031478	0.028537	95	0.954563	0.892060	0.062854	0.046803	388	1.000000	0.836952	0.012839	0.011337	3222
GCA_013151565.1	GCA_003233295.1	0.943579	mid_high	s__SZUA-22 sp013151565	s__SZUA-22 sp003233295	g__SZUA-22	g__SZUA-22	0.983615	0.950356	0.182806	0.228113	185	0.981540	0.942295	0.200211	0.221419	949	1.000000	0.927473	0.130368	0.151336	27326
GCA_016217595.1	GCA_002070825.1	0.789008	mid_high	s__MWDT01 sp016217595	s__MWDT01 sp002070825	g__MWDT01	g__MWDT01	0.956358	0.864882	0.013122	0.013379	58	0.944014	0.821969	0.007894	0.008463	43	1.000000	0.767550	0.001760	0.001885	442
GCA_012510295.1	GCA_012521035.1	0.898398	mid_high	s__Methanoculleus sp012510295	s__Methanoculleus sp012521035	g__Methanoculleus	g__Methanoculleus	0.967807	0.941788	0.164539	0.146465	232	0.964293	0.932736	0.182792	0.144733	529	1.000000	0.892405	0.059761	0.049782	10280
GCA_013823625.1	GCA_013297625.1	0.929207	mid_high	s__Chryseoglobus sp013823625	s__Chryseoglobus sp013297625	g__Chryseoglobus	g__Chryseoglobus	0.971510	0.949798	0.199455	0.201739	951	0.972441	0.941381	0.205835	0.205004	762	1.000000	0.912425	0.092611	0.092901	18139
GCA_013287545.1	GCA_013288015.1	0.850768	mid_high	s__PALSA-968 sp013287545	s__PALSA-968 sp013288015	g__PALSA-968	g__PALSA-968	0.963710	0.905254	0.051839	0.044863	31	0.952149	0.899805	0.073498	0.060808	137	1.000000	0.826010	0.009501	0.008244	788
GCF_000382065.1	GCF_002887735.1	0.846131	mid_high	s__Stenotrophomonas maltophilia_B	s__Stenotrophomonas bentonitica_A	g__Stenotrophomonas	g__Stenotrophomonas	0.960108	0.920914	0.077517	0.081736	452	0.954908	0.904753	0.074163	0.078720	492	1.000000	0.857387	0.021235	0.020439	6299
GCA_003149565.1	GCF_002115805.1	0.829236	mid_high	s__Marivita sp003149565	s__Marivita geojedonensis	g__Marivita	g__Marivita	0.962079	0.896148	0.036453	0.035621	178	0.951111	0.883717	0.041721	0.044935	350	1.000000	0.826471	0.009107	0.009112	3249
GCA_001468925.1	GCA_018897535.1	0.946377	mid_high	s__UASB340 sp001468925	s__UASB340 sp018897535	g__UASB340	g__UASB340	0.975586	0.953228	0.230216	0.217687	32	0.973881	0.949337	0.256459	0.252830	268	1.000000	0.921290	0.119952	0.117911	5528
GCA_019233825.1	GCA_019236035.1	0.865932	mid_high	s__JAFAMB01 sp019233825	s__JAFAMB01 sp019236035	g__JAFAMB01	g__JAFAMB01	0.960268	0.912788	0.080552	0.046760	140	0.952794	0.904867	0.101769	0.057720	397	1.000000	0.847969	0.021421	0.012551	3149
GCA_016866355.1	GCA_016868475.1	0.808994	mid_high	s__JJ008 sp016866355	s__JJ008 sp016868475	g__JJ008	g__JJ008	0.000000	0.829231	0.004535	0.003953	0	0.950502	0.872914	0.033261	0.031452	107	1.000000	0.806189	0.005246	0.005281	498
GCF_011250635.1	GCF_011250645.1	0.855169	mid_high	s__Motilibacter_A deserti	s__Motilibacter_A aurantiacus	g__Motilibacter_A	g__Motilibacter_A	0.964583	0.930020	0.098855	0.114796	630	0.958696	0.924605	0.123835	0.137719	651	1.000000	0.869170	0.027477	0.030523	10991
GCF_000262755.1	GCF_000724485.1	0.880870	mid_high	s__Bacillus_Z methanolicus	s__Bacillus_Z methanolicus_A	g__Bacillus_Z	g__Bacillus_Z	0.958008	0.922997	0.082051	0.088235	96	0.956352	0.916132	0.106457	0.101382	521	1.000000	0.856501	0.021481	0.019763	3744
GCF_900141935.1	GCF_012272855.1	0.921107	mid_high	s__Arenibacter nanhaiticus	s__Arenibacter sp012272855	g__Arenibacter	g__Arenibacter	0.971287	0.948417	0.200858	0.183386	234	0.967667	0.944112	0.229550	0.213029	1622	1.000000	0.907488	0.084571	0.079101	19440
GCF_000754095.2	GCF_001753165.1	0.856142	mid_high	s__Acidihalobacter prosperus	s__Acidihalobacter aeolianus	g__Acidihalobacter	g__Acidihalobacter	0.977216	0.915226	0.065113	0.067616	299	0.974186	0.897663	0.067210	0.059235	330	1.000000	0.877061	0.036425	0.034843	9352
GCA_016756835.1	GCA_003934985.1	0.937875	mid_high	s__QGON01 sp016756835	s__QGON01 sp003934985	g__QGON01	g__QGON01	0.975114	0.962243	0.291457	0.306170	928	0.972291	0.955845	0.292943	0.314564	2553	1.000000	0.926316	0.132740	0.139232	42541
GCF_900109545.1	GCF_900111745.1	0.952734	mid_high	s__Stigmatella aurantiaca	s__Stigmatella erecta	g__Stigmatella	g__Stigmatella	0.981731	0.966291	0.334399	0.345785	2092	0.975722	0.958397	0.317621	0.332989	4508	1.000000	0.940977	0.199381	0.206058	122748
GCF_002995785.1	GCF_000619945.1	0.836809	mid_high	s__Clostridium_AO liquoris	s__Clostridium_AO lundense	g__Clostridium_AO	g__Clostridium_AO	0.000000	0.860155	0.012195	0.010638	0	0.952974	0.896315	0.074798	0.049487	241	1.000000	0.833734	0.014810	0.008445	1926
GCA_005881295.1	GCA_001919995.1	0.972432	mid_high	s__UBA11361 sp005881295	s__UBA11361 sp001919995	g__UBA11361	g__UBA11361	0.994325	0.948525	0.174935	0.212025	402	0.993293	0.940767	0.183978	0.221873	1270	1.000000	0.935056	0.154998	0.190620	34941
GCA_018819325.1	GCA_018817845.1	0.945917	mid_high	s__JAHITH01 sp018819325	s__JAHITH01 sp018817845	g__JAHITH01	g__JAHITH01	0.996767	0.957299	0.237705	0.273585	29	0.986424	0.956205	0.284889	0.329805	592	1.000000	0.939745	0.167913	0.228334	8871
GCF_900115905.1	GCF_014646575.1	0.837556	mid_high	s__Pseudomonas_D formosensis	s__Pseudomonas_D pertucinogena	g__Pseudomonas_D	g__Pseudomonas_D	0.961603	0.916067	0.065319	0.071132	223	0.954636	0.906333	0.074390	0.085468	427	1.000000	0.856094	0.019136	0.021429	4789
GCA_003331875.1	GCA_902609185.1	0.898148	mid_high	s__MED-G14 sp003331875	s__MED-G14 sp902609185	g__MED-G14	g__MED-G14	0.000000	0.929042	0.105263	0.101266	0	0.957127	0.924841	0.125000	0.138191	165	1.000000	0.873391	0.030584	0.034675	1672
GCF_002939985.1	GCF_000454545.1	0.869523	mid_high	s__Xanthomonas hortorum_A	s__Xanthomonas cassavae	g__Xanthomonas	g__Xanthomonas	0.964314	0.935069	0.124558	0.125860	951	0.959110	0.930091	0.152254	0.150638	1192	1.000000	0.884936	0.044453	0.043682	15991
GCF_009617895.1	GCF_003014495.1	0.840215	mid_high	s__Prolixibacter sp009617895	s__Prolixibacter denitrificans	g__Prolixibacter	g__Prolixibacter	0.956826	0.894384	0.038520	0.030111	76	0.949872	0.883397	0.048179	0.038246	348	1.000000	0.817165	0.007900	0.006368	1849
GCF_001832885.1	GCF_001832905.1	0.934868	mid_high	s__Floricoccus penangensis	s__Floricoccus tropicus	g__Floricoccus	g__Floricoccus	0.981841	0.957759	0.264286	0.253425	74	0.974631	0.965710	0.400682	0.391772	1057	1.000000	0.937040	0.181212	0.182714	19959
GCA_900170005.1	GCF_000210055.1	0.867579	mid_high	s__Gordonibacter massiliensis	s__Gordonibacter pamelaeae	g__Gordonibacter	g__Gordonibacter	0.972107	0.908333	0.049928	0.056728	242	0.960573	0.894663	0.053094	0.063770	248	1.000000	0.855284	0.017995	0.021610	5005
GCF_014652335.1	GCF_007644045.2	0.832990	mid_high	s__Vogesella fluminis	s__Vogesella urethralis	g__Vogesella	g__Vogesella	0.961174	0.899340	0.038915	0.040930	132	0.955931	0.876483	0.038063	0.033326	158	1.000000	0.831442	0.010628	0.010042	2314
GCA_009702245.1	GCA_002737595.1	0.924562	mid_high	s__GCA-2737595 sp009702245	s__GCA-2737595 sp002737595	g__GCA-2737595	g__GCA-2737595	0.971090	0.945860	0.157748	0.198253	227	0.965735	0.944797	0.204692	0.247898	855	1.000000	0.902873	0.064758	0.079822	7772
GCF_002844335.1	GCF_000337775.1	0.894304	mid_high	s__Haloarcula taiwanensis	s__Haloarcula vallismortis	g__Haloarcula	g__Haloarcula	0.964260	0.939898	0.148262	0.144024	529	0.958805	0.936669	0.186804	0.175136	1158	1.000000	0.891139	0.054168	0.051583	18803
GCF_008729015.1	GCF_001485575.1	0.885666	mid_high	s__Haloarcula sp008729015	s__Haloarcula sp001485575	g__Haloarcula	g__Haloarcula	0.962679	0.934323	0.128617	0.116207	489	0.959411	0.929141	0.155157	0.140429	1074	1.000000	0.884052	0.044943	0.042389	17076
GCF_900475315.1	GCF_003044425.1	0.864404	mid_high	s__Neisseria cinerea	s__Neisseria sicca_C	g__Neisseria	g__Neisseria	0.968938	0.923861	0.100667	0.076007	166	0.963284	0.912548	0.107342	0.082855	231	1.000000	0.873223	0.037010	0.027824	4014
GCF_005886145.1	GCF_003044425.1	0.875297	mid_high	s__Neisseria sp000090875	s__Neisseria sicca_C	g__Neisseria	g__Neisseria	0.975280	0.935598	0.132150	0.122711	268	0.974133	0.911406	0.092511	0.090387	252	1.000000	0.889602	0.050353	0.049818	7187
GCA_009910795.1	GCF_000512895.1	0.944916	mid_high	s__Dehalobacter sp009910795	s__Dehalobacter restrictus	g__Dehalobacter	g__Dehalobacter	0.981575	0.933484	0.110614	0.128053	173	0.975401	0.929341	0.138836	0.158642	804	1.000000	0.904946	0.068913	0.084697	16236
GCA_902575965.1	GCA_002691085.1	0.830385	mid_high	s__GCA-2691085 sp902575965	s__GCA-2691085 sp002691085	g__GCA-2691085	g__GCA-2691085	0.000000	0.879937	0.023810	0.019324	0	0.952381	0.897494	0.069825	0.056497	140	1.000000	0.827119	0.010363	0.008445	766
GCF_001637315.1	GCF_009846485.1	0.844135	mid_high	s__Phormidium_A willei_A	s__Phormidium_A sp009846485	g__Phormidium_A	g__Phormidium_A	0.966216	0.911435	0.056317	0.061334	148	0.958367	0.899161	0.070678	0.061073	693	1.000000	0.844819	0.015305	0.014794	5276
GCA_019116945.1	GCF_900176385.1	0.849184	mid_high	s__Janibacter merdipullorum	s__Janibacter indicus	g__Janibacter	g__Janibacter	0.963589	0.918288	0.083975	0.063780	327	0.956152	0.905811	0.085420	0.072364	348	1.000000	0.852908	0.019780	0.017608	5403
GCF_001591405.1	GCA_019116945.1	0.844836	mid_high	s__Janibacter terrae	s__Janibacter merdipullorum	g__Janibacter	g__Janibacter	0.959649	0.914149	0.056147	0.073190	285	0.953883	0.901375	0.063931	0.076092	310	1.000000	0.842751	0.013032	0.015424	4213
GCA_900539915.1	GCA_001689515.1	0.843556	mid_high	s__Amulumruptor sp900539915	s__Amulumruptor sp001689515	g__Amulumruptor	g__Amulumruptor	0.964092	0.920528	0.089994	0.068686	161	0.951455	0.914207	0.115726	0.084054	457	1.000000	0.857813	0.024051	0.018795	3938
GCF_003544935.1	GCF_003544855.1	0.821529	mid_high	s__Malaciobacter molluscorum	s__Malaciobacter marinus	g__Malaciobacter	g__Malaciobacter	0.000000	0.920389	0.075269	0.081395	0	0.955627	0.930816	0.162767	0.146536	313	1.000000	0.867088	0.027950	0.027179	3398
GCF_003053565.1	GCF_900156285.1	0.840657	mid_high	s__Halanaerobium saccharolyticum_B	s__Halanaerobium kushneri	g__Halanaerobium	g__Halanaerobium	0.963816	0.902335	0.041126	0.046914	19	0.954426	0.896119	0.060550	0.060488	295	1.000000	0.841316	0.013813	0.013547	2398
GCA_016184445.1	GCA_016192135.1	0.855342	mid_high	s__2-12-FULL-69-37 sp016184445	s__2-12-FULL-69-37 sp016192135	g__2-12-FULL-69-37	g__2-12-FULL-69-37	0.964325	0.911895	0.081412	0.043697	113	0.955488	0.894720	0.079014	0.042981	218	1.000000	0.842151	0.018532	0.010715	2955
GCA_016744805.1	GCA_016744315.1	0.878628	mid_high	s__SZUA-451 sp016744805	s__SZUA-451 sp016744315	g__SZUA-451	g__SZUA-451	0.964286	0.916820	0.070000	0.069652	14	0.960519	0.932099	0.160172	0.159592	485	1.000000	0.877569	0.037149	0.035710	4812
GCA_003315675.1	GCA_002498375.1	0.920605	mid_high	s__Methanocorpusculum sp003315675	s__Methanocorpusculum sp002498375	g__Methanocorpusculum	g__Methanocorpusculum	0.976310	0.956105	0.247012	0.243902	310	0.972133	0.946467	0.229052	0.242448	626	1.000000	0.917984	0.105570	0.112002	15088
GCA_902805625.1	GCA_902805645.1	0.892151	mid_high	s__CADCTG01 sp902805625	s__CADCTG01 sp902805645	g__CADCTG01	g__CADCTG01	0.968896	0.932727	0.122807	0.109882	427	0.959406	0.918746	0.118947	0.104494	479	1.000000	0.877479	0.038787	0.033953	9580
GCF_002487355.1	GCA_905339155.1	0.870202	mid_high	s__Methanoperedens sp002487355	s__Methanoperedens sp905339155	g__Methanoperedens	g__Methanoperedens	0.961901	0.915576	0.064947	0.069326	73	0.957912	0.914213	0.095025	0.102396	594	1.000000	0.859941	0.021368	0.023937	5030
GCA_902825775.1	GCF_005239095.1	0.845728	mid_high	s__Luteimonas_C sp902825775	s__Luteimonas_C gilva	g__Luteimonas_C	g__Luteimonas_C	0.958962	0.914284	0.060438	0.068585	348	0.950537	0.898394	0.060125	0.068880	307	1.000000	0.844431	0.014289	0.015139	3944
GCF_016858125.1	GCA_016183655.1	0.895882	mid_high	s__Azospira_A restricta	s__Azospira_A sp016183655	g__Azospira_A	g__Azospira_A	0.968196	0.937145	0.130174	0.137539	846	0.958656	0.923251	0.132071	0.120028	516	1.000000	0.887413	0.046124	0.048132	13678
GCF_001597725.1	GCF_001597735.1	0.842114	mid_high	s__Neptuniibacter marinus	s__Neptuniibacter pectenicola	g__Neptuniibacter	g__Neptuniibacter	0.967213	0.901042	0.047141	0.037678	61	0.964686	0.902878	0.072909	0.072364	387	1.000000	0.864976	0.027226	0.024477	5517
GCA_013817365.1	GCA_013817345.1	0.920362	mid_high	s__Methylibium sp013817365	s__Methylibium sp013817345	g__Methylibium	g__Methylibium	0.970850	0.952288	0.218135	0.216332	1518	0.968412	0.939909	0.196316	0.198519	938	1.000000	0.911070	0.088766	0.089894	25925
GCF_000828575.1	GCF_000008645.1	0.943105	mid_high	s__Methanothermobacter sp000828575	s__Methanothermobacter thermautotrophicus	g__Methanothermobacter	g__Methanothermobacter	0.992681	0.986077	0.637441	0.643541	269	0.986714	0.982060	0.632870	0.599720	2141	1.000000	0.971135	0.463897	0.453033	59389
GCF_002023715.1	GCF_001521765.1	0.947755	mid_high	s__Elizabethkingia occulta	s__Elizabethkingia ursingii	g__Elizabethkingia	g__Elizabethkingia	0.983789	0.949924	0.204342	0.198511	160	0.975885	0.950023	0.266229	0.252745	1542	1.000000	0.925699	0.132416	0.135166	30108
GCF_000147875.1	GCF_000784355.1	0.928249	mid_high	s__Methanolacinia petrolearia	s__Methanolacinia paynteri	g__Methanolacinia	g__Methanolacinia	0.974422	0.962642	0.301724	0.303417	595	0.971302	0.953030	0.277027	0.285714	1066	1.000000	0.925439	0.132284	0.133860	29476
GCF_003584645.1	GCF_002005105.1	0.835068	mid_high	s__Methylocaldum marinum	s__Methylocaldum sp002005105	g__Methylocaldum	g__Methylocaldum	0.961694	0.908454	0.051744	0.055160	310	0.955777	0.899947	0.063718	0.070683	670	1.000000	0.848499	0.016061	0.016988	7446
