query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	skani_ani	skani_align_frac_ref	skani_align_frac_query	s2b_ani	s2b_ani_uniform	s2b_af_q	s2b_af_r	s2b_std_err	s2b_het_shape	s2b_retention	s2b_ani_from_loss	s2b_ani_from_hist	s2b_n_anchors	s2b_n_chains	s2b_n_tags	s2b_flag	fastani_ani
GCA_014360805.1	GCA_015661515.1	low	d__Bacteria	d__Archaea	p__Chloroflexota	p__Aenigmatarchaeota	g__DTLA01	g__SZUA-1535	s__DTLA01 sp014360805	s__SZUA-1535 sp015661515						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011389435.1	GCA_003230355.1	low	d__Bacteria	d__Archaea	p__Desantisbacteria	p__Hydrothermarchaeota	g__DTFU01	g__SZUA-236	s__DTFU01 sp011389435	s__SZUA-236 sp003230355						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003232385.1	GCA_003279875.1	low	d__Bacteria	d__Bacteria	p__SZUA-79	p__Cyanobacteria	g__Acidulodesulfobacterium	g__Prochlorococcus_A	s__Acidulodesulfobacterium sp003232385	s__Prochlorococcus_A sp003279875						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_015485525.1	GCA_016839995.1	low	d__Bacteria	d__Archaea	p__KSB1	p__Asgardarchaeota	g__DRLW01	g__Hermodarchaeum	s__DRLW01 sp015485525	s__Hermodarchaeum sp016839995						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_007280555.1	GCA_018399955.1	low	d__Bacteria	d__Bacteria	p__Deinococcota	p__Firmicutes_F	g__Deinococcus	g__Halanaerobium	s__Deinococcus detaillensis	s__Halanaerobium sp018399955						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002780065.1	GCA_009618505.1	low	d__Bacteria	d__Bacteria	p__UBA8481	p__Aerophobota	g__UBA8481	g__AE-B3A	s__UBA8481 sp002780065	s__AE-B3A sp009618505						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002780065.1	GCF_900103415.1	low	d__Bacteria	d__Archaea	p__UBA8481	p__Methanobacteriota	g__UBA8481	g__Methanobrevibacter_A	s__UBA8481 sp002780065	s__Methanobrevibacter_A millerae						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016193165.1	GCA_019038625.1	low	d__Bacteria	d__Bacteria	p__Bdellovibrionota_E	p__Krumholzibacteriota	g__JACPST01	g__Krumholzibacterium	s__JACPST01 sp016193165	s__Krumholzibacterium sp019038625						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002789275.1	GCA_001004665.1	low	d__Archaea	d__Bacteria	p__Huberarchaeota	p__Patescibacteria	g__Huberarchaeum	g__GWA1-54-10	s__Huberarchaeum crystalense	s__GWA1-54-10 sp001004665						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_018812585.1	GCA_013289855.1	low	d__Bacteria	d__Bacteria	p__AABM5-125-24	p__Acidobacteriota	g__JAHJDJ01	g__Acidoferrum	s__JAHJDJ01 sp018812585	s__Acidoferrum sp013289855						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003551665.1	GCA_016841045.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_F	p__Firmicutes_B	g__T1SED10-26	g__JAENZX01	s__T1SED10-26 sp003551665	s__JAENZX01 sp016841045						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_013153595.1	GCA_015486015.1	low	d__Archaea	d__Bacteria	p__Methanobacteriota_B	p__Thermosulfidibacterota	g__Thermococcus	g__WFSI01	s__Thermococcus sp013153595	s__WFSI01 sp015486015						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_903900265.1	GCA_016933315.1	low	d__Bacteria	d__Bacteria	p__Myxococcota_A	p__UBA6266	g__CAIUMM01	g__UBA6266	s__CAIUMM01 sp903900265	s__UBA6266 sp016933315						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017405875.1	GCA_002478225.1	low	d__Bacteria	d__Bacteria	p__UBP6	p__Desulfobacterota_G	g__UBA1177	g__UBA5609	s__UBA1177 sp017405875	s__UBA5609 sp002478225						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003140895.1	GCA_001304035.1	low	d__Bacteria	d__Bacteria	p__Elusimicrobiota	p__SM23-31	g__FEN-1177	g__SM23-31	s__FEN-1177 sp003140895	s__SM23-31 sp001304035						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_015522495.1	GCA_018897155.1	low	d__Archaea	d__Archaea	p__B1Sed10-29	p__EX4484-52	g__WAMD01	g__LFW-46	s__WAMD01 sp015522495	s__LFW-46 sp018897155						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003644925.1	GCA_003644825.1	low	d__Bacteria	d__Bacteria	p__Fermentibacterota	p__SM23-31	g__Aegiribacteria	g__B21-G16	s__Aegiribacteria sp003644925	s__B21-G16 sp003644825						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003695725.1	GCA_011380385.1	low	d__Bacteria	d__Bacteria	p__Schekmanbacteria	p__Armatimonadota	g__J061	g__HRBIN17	s__J061 sp003695725	s__HRBIN17 sp011380385						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_018725175.1	GCA_011334565.1	low	d__Bacteria	d__Bacteria	p__HKB111	p__Chloroflexota	g__HKB111	g__DTIE01	s__HKB111 sp018725175	s__DTIE01 sp011334565						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011773355.1	GCA_005792225.1	low	d__Bacteria	d__Bacteria	p__UBA6262	p__Bdellovibrionota	g__WVXT01	g__SXSP01	s__WVXT01 sp011773355	s__SXSP01 sp005792225						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011372835.1	GCA_018903055.1	low	d__Archaea	d__Bacteria	p__Methanobacteriota_B	p__UBP18	g__NM3	g__DRGV01	s__NM3 sp011372835	s__DRGV01 sp018903055						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_004375695.1	GCA_013214355.1	low	d__Archaea	d__Bacteria	p__Hadarchaeota	p__Bacteroidota	g__DG-33	g__DT-111	s__DG-33 sp004375695	s__DT-111 sp013214355						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001304015.1	GCA_002169695.1	low	d__Bacteria	d__Bacteria	p__TA06_A	p__Marinisomatota	g__SM23-81	g__TMED80	s__SM23-81 sp001304015	s__TMED80 sp002169695						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011369465.1	GCA_003649145.1	low	d__Bacteria	d__Archaea	p__Calditrichota	p__Thermoproteota	g__DRQG01	g__B29-G17	s__DRQG01 sp011369465	s__B29-G17 sp003649145						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001873945.1	GCA_003695505.1	low	d__Bacteria	d__Bacteria	p__UBA9089	p__J088	g__CG2-30-40-21	g__J088	s__CG2-30-40-21 sp001873945	s__J088 sp003695505						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_000165505.1	GCA_012729785.1	low	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__UBA1439	g__Ilyobacter	g__UBA1439	s__Ilyobacter polytropus	s__UBA1439 sp002329605						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002050035.1	GCA_007129135.1	low	d__Bacteria	d__Archaea	p__4484-113	p__Halobacteriota	g__4484-113	g__SKXI01	s__4484-113 sp002050035	s__SKXI01 sp007129135						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002423385.1	GCA_012962055.1	low	d__Bacteria	d__Archaea	p__Wallbacteria	p__Hadarchaeota	g__UBA9980	g__B75-G9	s__UBA9980 sp002423385	s__B75-G9 sp012962055						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017609175.1	GCA_011620345.1	low	d__Archaea	d__Bacteria	p__Nanoarchaeota	p__UBA2233	g__JAFCEJ01	g__UBA2233	s__JAFCEJ01 sp017609175	s__UBA2233 sp011620345						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_903847545.1	GCA_012516165.1	low	d__Bacteria	d__Bacteria	p__Krumholzibacteriota	p__DTU030	g__CAINDZ01	g__JAAYWY01	s__CAINDZ01 sp903847545	s__JAAYWY01 sp012516165						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017997825.1	GCA_012839925.1	low	d__Bacteria	d__Bacteria	p__JAGOEH01	p__DUMJ01	g__JAGOEH01	g__DUMJ01	s__JAGOEH01 sp017997825	s__DUMJ01 sp012839925						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003552765.1	GCA_001730085.1	low	d__Bacteria	d__Bacteria	p__Hydrogenedentota	p__GCA-001730085	g__SKRY01	g__GCA-001730085	s__SKRY01 sp003552765	s__GCA-001730085 sp001730085						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017997825.1	GCF_002236805.1	low	d__Bacteria	d__Bacteria	p__JAGOEH01	p__Proteobacteria	g__JAGOEH01	g__Pusillimonas_A	s__JAGOEH01 sp017997825	s__Pusillimonas_A sp002236805						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_000522425.1	GCA_016933315.1	low	d__Bacteria	d__Bacteria	p__Tectomicrobia	p__UBA6266	g__Entotheonella	g__UBA6266	s__Entotheonella factor	s__UBA6266 sp016933315						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016209155.1	GCA_002869145.1	low	d__Bacteria	d__Bacteria	p__JACRDZ01	p__Deferribacterota	g__JACQWU01	g__Denitrovibrio	s__JACQWU01 sp016209155	s__Denitrovibrio sp002869145						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016196885.1	GCA_003152075.1	low	d__Bacteria	d__Bacteria	p__JACPWU01	p__FCPU426	g__JACPWU01	g__PALSA-1180	s__JACPWU01 sp016196885	s__PALSA-1180 sp003152075						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003697105.1	GCA_001771315.1	low	d__Bacteria	d__Bacteria	p__4572-55	p__Dependentiae	g__J002	g__2-12-FULL-36-22	s__J002 sp003697105	s__2-12-FULL-36-22 sp001771315						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_004322365.1	GCA_003551625.1	low	d__Bacteria	d__Bacteria	p__Patescibacteria	p__PUNC01	g__1-14-0-10-45-20	g__PUNC01	s__1-14-0-10-45-20 sp004322365	s__PUNC01 sp003551625						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001871015.1	GCA_003660555.1	low	d__Bacteria	d__Archaea	p__Desantisbacteria	p__Hadarchaeota	g__UBA1559	g__B88-G9	s__UBA1559 sp001871015	s__B88-G9 sp003660555						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_000526395.1	GCA_003646025.1	low	d__Bacteria	d__Bacteria	p__Synergistota	p__Fermentibacterota	g__Aminobacterium	g__Sabulitectum	s__Aminobacterium mobile	s__Sabulitectum sp003646025						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCF_900142275.1	GCA_016929035.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_D	p__JAFGBW01	g__Anaerobranca	g__JAFGJP01	s__Anaerobranca californiensis	s__JAFGJP01 sp016929035						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016207925.1	GCA_014384545.1	low	d__Bacteria	d__Bacteria	p__Nitrospinota	p__UBP7	g__JACQZB01	g__NIOZ-UU106	s__JACQZB01 sp016207925	s__NIOZ-UU106 sp014384545						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016932965.1	GCA_016932575.1	low	d__Bacteria	d__Bacteria	p__JAFGBW01	p__QNDG01	g__JAFGBW01	g__JAFGCO01	s__JAFGBW01 sp016932965	s__JAFGCO01 sp016932575						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_014376985.1	GCA_012962595.1	low	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Desulfobacterota	g__JACMQM01	g__DTXE01	s__JACMQM01 sp014376985	s__DTXE01 sp012962595						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_001931535.1	GCA_013151555.1	low	d__Bacteria	d__Bacteria	p__Myxococcota	p__NPL-UPA2	g__Minicystis	g__JAADIA01	s__Minicystis rosea	s__JAADIA01 sp013151555						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011358645.1	GCA_014728085.1	low	d__Archaea	d__Bacteria	p__Micrarchaeota	p__KSB1	g__DTNL01	g__WJMF01	s__DTNL01 sp011358645	s__WJMF01 sp014728085						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002708105.2	GCA_001873295.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota_D	p__CG2-30-70-394	g__TMED58	g__CG2-30-70-394	s__TMED58 sp002708105	s__CG2-30-70-394 sp001873295						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002440765.1	GCA_016191325.1	low	d__Bacteria	d__Bacteria	p__UBA6266	p__Dependentiae	g__UBA6266	g__JACPOV01	s__UBA6266 sp002440765	s__JACPOV01 sp016191325						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002009975.1	GCF_902807005.1	low	d__Archaea	d__Bacteria	p__Methanobacteriota_B	p__Chlamydiota	g__Thermococcus_C	g__Chlamydiifrater	s__Thermococcus_C sp002009975	s__Chlamydiifrater phoenicopteri						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002375925.1	GCA_000739535.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_E	p__Moduliflexota	g__UBA3575	g__Vecturithrix	s__UBA3575 sp002375925	s__Vecturithrix granuli						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_002839855.1	GCA_016926495.1	low	d__Bacteria	d__Bacteria	p__Goldbacteria	p__JAFGOL01	g__PGYV01	g__JAFGOL01	s__PGYV01 sp002839855	s__JAFGOL01 sp016926495						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_003644825.1	GCA_017455085.1	low	d__Bacteria	d__Bacteria	p__SM23-31	p__Synergistota	g__B21-G16	g__Fretibacterium	s__B21-G16 sp003644825	s__Fretibacterium sp017455085						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_018812485.1	GCA_015075175.1	low	d__Bacteria	d__Bacteria	p__JAHJDO01	p__OLB16	g__JAHJDO01	g__H5-UNCL2	s__JAHJDO01 sp018812485	s__H5-UNCL2 sp015075175						0.000000	0.000000						3	0	0	BELOW_DETECTION	
GCF_900079095.1	GCA_003170555.1	low	d__Bacteria	d__Bacteria	p__Tectomicrobia	p__FEN-1099	g__Entotheonella	g__FEN-1099	s__Entotheonella palauensis	s__FEN-1099 sp003170555						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_903897985.1	GCA_016931965.1	low	d__Bacteria	d__Bacteria	p__RBG-13-61-14	p__QNDG01	g__CAIYYW01	g__JAFGDT01	s__CAIYYW01 sp903897985	s__JAFGDT01 sp016931965						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_004212085.1	GCA_018725175.1	low	d__Archaea	d__Bacteria	p__Halobacteriota	p__HKB111	g__Methanolliviera	g__HKB111	s__Methanolliviera hydrocarbonicum	s__HKB111 sp018725175						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002898315.1	GCA_002495465.1	low	d__Bacteria	d__Archaea	p__Calescibacterota	p__Undinarchaeota	g__Calescibacterium	g__Undinarchaeum	s__Calescibacterium sp002898315	s__Undinarchaeum marinum						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016844415.1	GCA_016202395.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota_E	p__JACQOV01	g__JAENIX01	g__JACQOV01	s__JAENIX01 sp016844415	s__JACQOV01 sp016202395						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_013151465.1	GCA_016934335.1	low	d__Archaea	d__Bacteria	p__Aenigmatarchaeota	p__OLB16	g__JAADIF01	g__JAFGTC01	s__JAADIF01 sp013151465	s__JAFGTC01 sp016934335						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_013376455.1	GCA_016932575.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota_I	p__QNDG01	g__Desulfolutivibrio	g__JAFGCO01	s__Desulfolutivibrio sulfodismutans	s__JAFGCO01 sp016932575						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_009903855.1	GCA_003541445.1	low	d__Bacteria	d__Bacteria	p__Aquificota	p__Firmicutes_E	g__Thermocrinis	g__UBA9673	s__Thermocrinis sp009903855	s__UBA9673 sp003541445						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002729015.1	GCA_019245575.1	low	d__Bacteria	d__Bacteria	p__Poribacteria	p__Dormibacterota	g__TMED15	g__JAFARE01	s__TMED15 sp002729015	s__JAFARE01 sp019245575						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_015485355.1	GCA_002414865.1	low	d__Bacteria	d__Bacteria	p__Calditrichota	p__Fermentibacterota	g__JAADJD01	g__UBA5938	s__JAADJD01 sp015485355	s__UBA5938 sp002414865						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001790855.1	GCF_016908145.1	low	d__Bacteria	d__Bacteria	p__Schekmanbacteria	p__Thermotogota	g__2-02-FULL-38-14-A	g__Marinitoga	s__2-02-FULL-38-14-A sp001790855	s__Marinitoga litoralis						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003697085.1	GCA_002410925.1	low	d__Bacteria	d__Bacteria	p__UBA8481	p__UBP13	g__J006	g__UBA5359	s__J006 sp003697085	s__UBA5359 sp002410925						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_012517325.1	GCA_003477045.1	low	d__Bacteria	d__Bacteria	p__FEN-1099	p__Delongbacteria	g__JAAYVF01	g__UBA12480	s__JAAYVF01 sp012517325	s__UBA12480 sp003477045						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_014384545.1	GCA_011048995.1	low	d__Bacteria	d__Bacteria	p__UBP7	p__Mcinerneyibacteriota	g__NIOZ-UU106	g__DSCS01	s__NIOZ-UU106 sp014384545	s__DSCS01 sp011048995						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001874305.1	GCA_002789275.1	low	d__Bacteria	d__Archaea	p__Bdellovibrionota	p__Huberarchaeota	g__DB6-IX	g__Huberarchaeum	s__DB6-IX sp001874305	s__Huberarchaeum crystalense						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_001424185.1	GCA_002686955.1	low	d__Bacteria	d__Bacteria	p__Deinococcota	p__Gemmatimonadota_A	g__Deinococcus	g__GCA-2686955	s__Deinococcus sp001424185	s__GCA-2686955 sp002686955						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_011337885.1	GCA_003648225.1	low	d__Bacteria	d__Bacteria	p__RBG-13-61-14	p__UBA3054	g__DTOP01	g__B51-G9	s__DTOP01 sp011337885	s__B51-G9 sp003648225						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016866215.1	GCA_016212685.1	low	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Nitrospirota	g__OLB14	g__GWB2-47-37	s__OLB14 sp016866215	s__GWB2-47-37 sp016212685						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_012518905.1	GCA_011337885.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_G	p__RBG-13-61-14	g__JAAYRF01	g__DTOP01	s__JAAYRF01 sp012518905	s__DTOP01 sp011337885						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002401785.1	GCA_002084765.1	low	d__Bacteria	d__Bacteria	p__Dependentiae	p__4572-55	g__GCA-2401785	g__4572-55	s__GCA-2401785 sp002401785	s__4572-55 sp002084765						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_002686955.1	GCA_002686915.1	low	d__Bacteria	d__Bacteria	p__Gemmatimonadota_A	p__ARS69	g__GCA-2686955	g__ARS69	s__GCA-2686955 sp002686955	s__ARS69 sp002686915						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017853605.1	GCA_003660865.1	low	d__Bacteria	d__Archaea	p__Bdellovibrionota_C	p__EX4484-52	g__OMII01	g__B79-G9	s__OMII01 sp017853605	s__B79-G9 sp003660865						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002422125.1	GCA_002084765.1	low	d__Bacteria	d__Bacteria	p__UBP17	p__4572-55	g__UBA6191	g__4572-55	s__UBA6191 sp002422125	s__4572-55 sp002084765						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_005223185.1	GCA_016787925.1	low	d__Bacteria	d__Bacteria	p__AABM5-125-24	p__CLD3	g__B3-LCP	g__SB21	s__B3-LCP sp005223185	s__SB21 sp016787925						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002291985.1	GCA_015265235.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_E	p__Firmicutes_C	g__UBA995	g__Centipeda	s__UBA995 sp002291985	s__Centipeda sp015265235						0.000000	0.000000						4	0	0	BELOW_DETECTION	
GCA_016188575.1	GCA_016198185.1	low	d__Bacteria	d__Bacteria	p__CSSED10-310	p__Bdellovibrionota_E	g__JACPHN01	g__JACQJD01	s__JACPHN01 sp016188575	s__JACQJD01 sp016198185						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001303705.1	GCA_016201765.1	low	d__Bacteria	d__Bacteria	p__TA06	p__Nitrospirota	g__SM1-40	g__JACQCE01	s__SM1-40 sp001303705	s__JACQCE01 sp016201765						0.000000	0.000000						3	0	0	BELOW_DETECTION	
GCA_002402105.1	GCA_002869225.1	low	d__Bacteria	d__Bacteria	p__UBP17	p__Muirbacteria	g__GCA-2402105	g__Muirbacterium	s__GCA-2402105 sp002402105	s__Muirbacterium halophilum						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_007132905.1	GCA_002327765.1	low	d__Bacteria	d__Bacteria	p__SLNR01	p__Desulfobacterota_E	g__SLNR01	g__UBA2219	s__SLNR01 sp007132905	s__UBA2219 sp002327765						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_016713535.1	GCA_016212365.1	low	d__Bacteria	d__Bacteria	p__JADJOY01	p__Methylomirabilota	g__JADJOY01	g__JACRGL01	s__JADJOY01 sp016713535	s__JACRGL01 sp016212365						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCF_010894405.1	GCA_016929575.1	low	d__Bacteria	d__Bacteria	p__Myxococcota	p__FCPU426	g__Myxococcus	g__JAFGIQ01	s__Myxococcus caerfyrddinensis	s__JAFGIQ01 sp016929575						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_007132905.1	GCA_003696125.1	low	d__Bacteria	d__Bacteria	p__SLNR01	p__Tectomicrobia	g__SLNR01	g__J063	s__SLNR01 sp007132905	s__J063 sp003696125						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_005804965.1	GCA_016179875.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Methylomirabilota	g__SYOC01	g__GWA2-73-35	s__SYOC01 sp005804965	s__GWA2-73-35 sp016179875						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_001693335.1	GCA_016926495.1	low	d__Bacteria	d__Bacteria	p__Campylobacterota	p__JAFGOL01	g__Helicobacter_G	g__JAFGOL01	s__Helicobacter_G sp001693335	s__JAFGOL01 sp016926495						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_903821905.1	GCA_011047475.1	low	d__Bacteria	d__Bacteria	p__CAIJMQ01	p__CSP1-3	g__CAIJMQ01	g__CSP1-3	s__CAIJMQ01 sp903821905	s__CSP1-3 sp011047475						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCF_000373145.1	GCA_018304465.1	low	d__Bacteria	d__Archaea	p__Deinococcota	p__Iainarchaeota	g__Thermus	g__JAGVWC01	s__Thermus oshimai	s__JAGVWC01 sp018304465						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001780165.1	GCA_012841485.1	low	d__Bacteria	d__Bacteria	p__Eisenbacteria	p__Armatimonadota	g__RBG-16-71-46	g__DUUU01	s__RBG-16-71-46 sp001780165	s__DUUU01 sp012841485						0.000000	0.000000						5	0	0	BELOW_DETECTION	
GCA_000739535.1	GCA_002685755.1	low	d__Bacteria	d__Bacteria	p__Moduliflexota	p__UBA8248	g__Vecturithrix	g__UBA8248	s__Vecturithrix granuli	s__UBA8248 sp002685755						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_018220935.1	GCA_016205125.1	low	d__Archaea	d__Bacteria	p__SpSt-1190	p__Bdellovibrionota_E	g__JAAOXX01	g__JACQJE01	s__JAAOXX01 sp018220935	s__JACQJE01 sp016205125						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_000522425.1	GCA_002069885.1	low	d__Bacteria	d__Bacteria	p__Tectomicrobia	p__UBP15	g__Entotheonella	g__UBA6099	s__Entotheonella factor	s__UBA6099 sp002069885						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCF_012843705.1	GCA_016192455.1	low	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__JACPUC01	g__Fusobacterium_B	g__JACPUC01	s__Fusobacterium_B sp012843705	s__JACPUC01 sp016192455						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_003554345.1	GCA_003327425.1	low	d__Bacteria	d__Bacteria	p__T1SED10-198M	p__Riflebacteria	g__T1SED10-198M	g__Ozemobacter	s__T1SED10-198M sp003554345	s__Ozemobacter sibiricus						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003645085.1	GCF_000469585.1	low	d__Bacteria	d__Bacteria	p__UBP14	p__Chrysiogenota	g__QNEE01	g__Chrysiogenes	s__QNEE01 sp003645085	s__Chrysiogenes arsenatis						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_015494645.1	GCA_002686915.1	low	d__Bacteria	d__Bacteria	p__Thermosulfidibacterota	p__ARS69	g__Thermosulfidibacter	g__ARS69	s__Thermosulfidibacter sp015494645	s__ARS69 sp002686915						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_000220355.1	GCA_016186995.1	low	d__Archaea	d__Bacteria	p__Nanohaloarchaeota	p__Bdellovibrionota_E	g__Nanosalinarum	g__JACPKQ01	s__Nanosalinarum sp000220355	s__JACPKQ01 sp016186995						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_007693535.1	GCA_017546175.1	low	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Elusimicrobiota	g__Halochromatium	g__Avelusimicrobium	s__Halochromatium sp007693535	s__Avelusimicrobium sp017546175						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017443165.1	GCA_016875225.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_C	p__Myxococcota_A	g__Succiniclasticum	g__VGRW01	s__Succiniclasticum sp017443165	s__VGRW01 sp016875225						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_016208585.1	GCF_007990545.2	low	d__Bacteria	d__Bacteria	p__Edwardsbacteria	p__Fusobacteriota	g__UBA5202	g__Leptotrichia	s__UBA5202 sp016208585	s__Leptotrichia wadei						0.000000	0.000000						5	0	0	BELOW_DETECTION	
GCA_017999075.1	GCA_003574845.1	low	d__Bacteria	d__Bacteria	p__JAGOBX01	p__NPL-UPA2	g__JAGOBX01	g__NPL-UPA2	s__JAGOBX01 sp017999075	s__NPL-UPA2 sp003574845						0.000000	0.000000						0	0	0	BELOW_DETECTION	
